FID_Oaklan,area,basezone,date_effct,time_effct,date_expir,time_expir,ordinance,overlay,perimeter,date_updat,time_updat,znlabel,Zoning
0,1571465.96296,M-20,1899-12-30,NA,1899-12-30,NA,NA,/S-4,7251.943265,2011-03-15,07:00:00.000,M-20/S-4,0
0,167699.995019,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1973.133443,2011-03-15,07:00:00.000,OS (NP),0
0,7749580.97681,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,30016.606402,2011-03-15,07:00:00.000,RM-2,2
0,157511.10341,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,2180.685274,2011-03-15,07:00:00.000,OS (LP)/S-4,0
0,3821599.55893,RH-4,1899-12-30,NA,1899-12-30,NA,NA,NA,14906.597233,2011-03-15,07:00:00.000,RH-4,1
0,385135.678324,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-4,2817.770655,2011-03-15,07:00:00.000,OS (RCA)/S-4,0
0,626440.646529,C-45,1899-12-30,NA,1899-12-30,NA,NA,NA,4140.093641,2011-03-15,07:00:00.000,C-45,0
0,221244.397516,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,2696.57308,2011-03-15,07:00:00.000,OS (LP)/S-4,0
0,196584.573083,RM-2,1899-12-30,NA,1899-12-30,NA,NA,/S-7,2610.123485,2011-03-15,07:00:00.000,RM-2/S-7,2
0,66102.338405,C-45,1899-12-30,NA,1899-12-30,NA,NA,NA,1050.194243,2011-03-15,07:00:00.000,C-45,0
0,170491.233224,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,2393.454036,2011-03-15,07:00:00.000,OS (NP),0
0,5207.802904,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,744.477542,2011-03-15,07:00:00.000,OS (LP)/S-4,0
0,15241.462943,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,558.155577,2011-03-15,07:00:00.000,OS (LP)/S-4,0
0,124909.844864,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1591.02149,2011-03-15,07:00:00.000,OS (NP),0
0,437079.328492,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,5689.991672,2011-03-15,07:00:00.000,OS (NP),0
0,104735.519262,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1523.25719,2011-03-15,07:00:00.000,OS (RCA)/S-4,0
0,553793.85857,CC-1,1899-12-30,NA,1899-12-30,NA,NA,NA,3549.485535,2011-03-15,07:00:00.000,CC-1,0
0,58106.427049,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,NA,960.190284,2011-03-15,07:00:00.000,OS (SU),0
0,111399.040798,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1534.223954,2011-03-15,07:00:00.000,OS (LP)/S-4,0
0,567514.475084,C-45,1899-12-30,NA,1899-12-30,NA,NA,NA,3984.555309,2011-03-15,07:00:00.000,C-45,0
0,60076.784966,OS (SU),1899-12-30,NA,1899-12-30,NA,12955,NA,1000.311413,2011-03-15,07:00:00.000,OS (SU),0
0,184134.855332,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,2020.664865,2011-03-15,07:00:00.000,RU-4,2
0,465040.415677,RU-2,1899-12-30,NA,1899-12-30,NA,NA,NA,4990.645267,2011-03-15,07:00:00.000,RU-2,2
0,47920.510948,CN-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1057.479378,2011-03-15,07:00:00.000,CN-4,0
0,1513597.57666,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,6749.999342,2011-03-15,07:00:00.000,RM-3,2
0,841799.210868,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,10947.530295,2011-03-15,07:00:00.000,RM-4,2
0,388814.685487,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2902.821859,2011-03-15,07:00:00.000,CN-3,0
0,244462.359313,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3814.451271,2011-03-15,07:00:00.000,CN-3,0
0,242064.123598,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2478.340759,2011-03-15,07:00:00.000,RM-2,2
0,53698.705093,OS (PMP),1899-12-30,NA,1899-12-30,NA,NA,NA,1001.986715,2011-03-15,07:00:00.000,OS (PMP),0
0,23907.29004,CN-4,1899-12-30,NA,1899-12-30,NA,NA,NA,613.565403,2011-03-15,07:00:00.000,CN-4,0
0,22003922.0859,RH-1,1899-12-30,NA,1899-12-30,NA,NA,NA,42903.631721,2011-03-15,07:00:00.000,RH-1,1
0,284039.371689,RU-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3827.728914,2011-03-15,07:00:00.000,RU-2,2
0,530858.908078,RU-5,1899-12-30,NA,1899-12-30,NA,NA,NA,5387.584296,2011-03-15,07:00:00.000,RU-5,2
0,2350330.55356,C-45,1899-12-30,NA,1899-12-30,NA,NA,/S-4,12029.820656,2011-03-15,07:00:00.000,C-45/S-4,0
0,32798.134485,CN-4,1899-12-30,NA,1899-12-30,NA,NA,NA,803.976672,2011-03-15,07:00:00.000,CN-4,0
0,751819.83289,S-1,1899-12-30,NA,1899-12-30,NA,NA,NA,3770.556243,2011-03-15,07:00:00.000,S-1,0
0,498577.614609,CN-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3781.022409,2011-03-15,07:00:00.000,CN-2,0
0,56391.657634,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1011.718847,2011-03-15,07:00:00.000,OS (NP),0
0,69505.781191,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1063.181273,2011-03-15,07:00:00.000,OS (NP),0
0,43926.123227,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,892.231188,2011-03-15,07:00:00.000,OS (NP)/S-4,0
0,88859.92443,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,/S-12,1420.726592,2011-03-15,07:00:00.000,OS (NP)/S-12,0
0,456887.124326,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,3465.360505,2011-03-15,07:00:00.000,RM-4/C,0
0,3095.108129,OS (PMP),1899-12-30,NA,1899-12-30,NA,NA,NA,313.877603,2011-03-15,07:00:00.000,OS (PMP),0
0,97642.795442,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1308.428739,2011-03-15,07:00:00.000,CN-3,0
0,3448717.14633,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,15802.372706,2011-03-15,07:00:00.000,RM-1,2
0,998937.550606,CN-1,1899-12-30,NA,1899-12-30,NA,NA,NA,7208.071156,2011-03-15,07:00:00.000,CN-1,0
0,60094.134128,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1001.727921,2011-03-15,07:00:00.000,OS (NP),0
0,432815.429051,RU-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3869.663771,2011-03-15,07:00:00.000,RU-2,2
0,17399.947796,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,NA,786.69173,2011-03-15,07:00:00.000,OS (LP),0
0,4588496.93442,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,19256.906985,2011-03-15,07:00:00.000,RM-2,2
0,153773.244197,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1753.801534,2011-03-15,07:00:00.000,RM-3,2
0,310409.646513,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4078.151053,2011-03-15,07:00:00.000,CN-3,0
0,59799.052042,OS (NP),1899-12-30,NA,1899-12-30,NA,12955,NA,1001.050476,2011-03-15,07:00:00.000,OS (NP),0
0,446642.995289,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,3226.737396,2011-03-15,07:00:00.000,RU-4,2
0,503459.592277,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3521.690068,2011-03-15,07:00:00.000,RM-2,2
0,1843507.89492,RU-2,1899-12-30,NA,1899-12-30,NA,NA,NA,11681.409433,2011-03-15,07:00:00.000,RU-2,2
0,76390.272823,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1291.887362,2011-03-15,07:00:00.000,OS (SU)/S-4,0
0,131165.623829,RU-1,1899-12-30,NA,1899-12-30,NA,NA,/S-12,3005.7432010000002,2011-03-15,07:00:00.000,RU-1/S-12,2
0,7197.712475,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,NA,403.258058,2011-03-15,07:00:00.000,OS (SU),0
0,518651.950412,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3792.724609,2011-03-15,07:00:00.000,CC-2,0
0,3522283.65058,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,13241.101837,2011-03-15,07:00:00.000,RM-1,2
0,663864.262411,C-40,1899-12-30,NA,1899-12-30,NA,NA,NA,5154.975616,2011-03-15,07:00:00.000,C-40,0
0,301431.176107,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3225.043107,2011-03-15,07:00:00.000,RM-2,2
0,493305.172793,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3098.999075,2011-03-15,07:00:00.000,RM-2,2
0,1269810.53076,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,6781.646825,2011-03-15,07:00:00.000,RM-2,2
0,3532393.55498,M-30,1899-12-30,NA,1899-12-30,NA,NA,NA,9801.036018,2011-03-15,07:00:00.000,M-30,0
0,216849.056199,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,3336.366391,2011-03-15,07:00:00.000,OS (NP),0
0,6248.294566,OS (AMP),1899-12-30,NA,1899-12-30,NA,NA,NA,349.932942,2011-03-15,07:00:00.000,OS (AMP),0
0,406803.27895,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3654.488926,2011-03-15,07:00:00.000,RM-2,2
0,37814.670617,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,845.3264,2011-03-15,07:00:00.000,CN-3,0
0,59312.791192,OS (SU),1899-12-30,NA,1899-12-30,NA,12955,NA,991.852433,2011-03-15,07:00:00.000,OS (SU),0
0,2473186.15596,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,8269.206945,2011-03-15,07:00:00.000,RH-3,1
0,20063.018508,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,566.41011,2011-03-15,07:00:00.000,RM-4,2
0,74808.918224,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,1555.753053,2011-03-15,07:00:00.000,RM-4/C,0
0,641364.066529,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,4226.172447,2011-03-15,07:00:00.000,RM-2,2
0,439302.851419,CC-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4842.905347,2011-03-15,07:00:00.000,CC-3,0
0,119185.573985,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1500.679838,2011-03-15,07:00:00.000,RU-3,2
0,55732.63108,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1459.868979,2011-03-15,07:00:00.000,RU-4,2
0,660700.976079,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,4410.736971,2011-03-15,07:00:00.000,RM-4,2
0,530978.35991,CC-1,1899-12-30,NA,1899-12-30,NA,NA,NA,3137.804028,2011-03-15,07:00:00.000,CC-1,0
0,478195.787889,RU-2,1899-12-30,NA,1899-12-30,NA,NA,NA,4271.652485,2011-03-15,07:00:00.000,RU-2,2
0,172371.00005,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1714.076882,2011-03-15,07:00:00.000,OS (NP),0
0,1857649.11816,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,10699.711918,2011-03-15,07:00:00.000,RM-3,2
0,824034.746564,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,6162.958757,2011-03-15,07:00:00.000,RM-2,2
0,15030.620895,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,/S-4,621.162442,2011-03-15,07:00:00.000,OS (SU),0
0,2254513.13976,S-15,1899-12-30,NA,1899-12-30,NA,12289,NA,8480.640584,2011-03-15,07:00:00.000,S-15,0
0,643311.887581,OS (CP),1899-12-30,NA,1899-12-30,NA,NA,NA,4244.170224,2011-03-15,07:00:00.000,OS (CP),0
0,37997.394266,OS(LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1210.884241,2011-03-15,07:00:00.000,OS(LP)/S-4,0
0,150506.563645,CN-1,1899-12-30,NA,1899-12-30,NA,NA,NA,1830.351873,2011-03-15,07:00:00.000,CN-1,0
0,1600690.75412,RD-2,1899-12-30,NA,1899-12-30,NA,NA,NA,8482.965575,2011-03-15,07:00:00.000,RD-2,1
0,129386.979738,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1676.915362,2011-03-15,07:00:00.000,RM-4,2
0,155887.120334,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2374.243318,2011-03-15,07:00:00.000,CC-2,0
0,1065153.52202,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,13537.82372,2011-03-15,07:00:00.000,RU-3,2
0,2543924.61268,RD-1,1899-12-30,NA,1899-12-30,NA,NA,NA,8108.72349,2011-03-15,07:00:00.000,RD-1,1
0,49703.651713,OS(LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1346.417583,2011-03-15,07:00:00.000,OS(LP)/S-4,0
0,157369.571916,RU-3,1899-12-30,NA,1899-12-30,NA,NA,/S-7/S-12,2006.385847,2011-03-15,07:00:00.000,RU-3/S-7/S-12,2
0,74054.856898,RU-3,1899-12-30,NA,1899-12-30,NA,NA,/S-12,1456.298613,2011-03-15,07:00:00.000,RU-3/S-12,2
0,2762685.31244,RU-2,1899-12-30,NA,1899-12-30,NA,NA,NA,10543.138015,2011-03-15,07:00:00.000,RU-2,2
0,391101.516834,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,/S-20,2897.576649,2011-03-15,07:00:00.000,OS (NP)/S-20,0
0,264770.137841,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,2147.859722,2011-03-15,07:00:00.000,OS (NP),0
0,102072.380999,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1437.017576,2011-03-15,07:00:00.000,OS (NP),0
0,1555817.5067,RM-2,1899-12-30,NA,1899-12-30,NA,NA,/S-20,7053.34596,2011-03-15,07:00:00.000,RM-2/S-20,2
0,171714.987244,RD-2,1899-12-30,NA,1899-12-30,NA,NA,NA,1787.812215,2011-03-15,07:00:00.000,RD-2,1
0,111736.817266,OS(NP),1899-12-30,NA,1899-12-30,NA,NA,/S-20,1434.358644,2011-03-15,07:00:00.000,OS(NP)/S-20,0
0,613583.417642,CN-1,1899-12-30,NA,1899-12-30,NA,NA,NA,4052.533054,2011-03-15,07:00:00.000,CN-1,0
0,197855.771479,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2560.376886,2011-03-15,07:00:00.000,RM-3,2
0,10431091.8954,OS (RSP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,15773.605766,2011-03-15,07:00:00.000,OS (RSP),0
0,51184.003634,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1199.880813,2011-03-15,07:00:00.000,OS (NP),0
0,53675.927092,OS(LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1309.746684,2011-03-15,07:00:00.000,OS(LP)/S-4,0
0,577544.201797,RM-1,1899-12-30,NA,1899-12-30,NA,NA,/S-12,4588.430322,2011-03-15,07:00:00.000,RM-1/S-12,2
0,112076.925991,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1665.001378,2011-03-15,07:00:00.000,CN-3,0
0,34297.699968,OS(LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,820.153281,2011-03-15,07:00:00.000,OS(LP)/S-4,0
0,180933.313833,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1905.661905,2011-03-15,07:00:00.000,OS (SU),0
0,2567133.26574,OS (RSP),1899-12-30,NA,1899-12-30,NA,NA,NA,7942.014277,2011-03-15,07:00:00.000,OS (RSP),0
0,938933.201059,RM-2,1899-12-30,NA,1899-12-30,NA,NA,/S-20,5457.623068,2011-03-15,07:00:00.000,RM-2/S-20,2
0,118888.459579,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,1932.897535,2011-03-15,07:00:00.000,RM-4/C,0
0,127301.85802099999,RD-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2149.501485,2011-03-15,07:00:00.000,RD-2,1
0,12671.747642,OS (PMP),1899-12-30,NA,1899-12-30,NA,NA,NA,1057.652962,2011-03-15,07:00:00.000,OS (PMP),0
0,250595.246879,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,2769.42906,2011-03-15,07:00:00.000,RM-4,2
0,1398574.00149,RM-2,1899-12-30,NA,1899-12-30,NA,NA,/S-20,7436.227588,2011-03-15,07:00:00.000,RM-2/S-20,2
0,50889.286957,OS(LP),1899-12-30,NA,1899-12-30,NA,NA,NA,1173.029381,2011-03-15,07:00:00.000,OS(LP)/S-4,0
0,458049.866674,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/S-20,6583.644083,2011-03-15,07:00:00.000,RM-4/S-20,2
0,32456.709749,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,757.615687,2011-03-15,07:00:00.000,OS (NP),0
0,411622.892415,OS(CP),1899-12-30,NA,1899-12-30,NA,NA,/S-20,2658.912034,2011-03-15,07:00:00.000,OS(CP)/S-20,0
0,625769.396931,CN-2,1899-12-30,NA,1899-12-30,NA,NA,S-12,5680.220325,2011-03-15,07:00:00.000,CN-2/S-12,0
0,435641.233951,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3356.545661,2011-03-15,07:00:00.000,RM-2,2
0,2496329.28405,RU-2,1899-12-30,NA,1899-12-30,NA,NA,/S-12,11273.879001,2011-03-15,07:00:00.000,RU-2/S-12,2
0,360061.576103,RU-4,1899-12-30,NA,1899-12-30,NA,NA,/D-BR,3565.609021,2011-03-15,07:00:00.000,RU-4/D-BR,2
0,876629.609267,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,6391.711135,2011-03-15,07:00:00.000,RM-2,2
0,10118.032751,OS (AMP),1899-12-30,NA,1899-12-30,NA,NA,NA,402.364475,2011-03-15,07:00:00.000,OS (AMP),0
0,344818.663471,CC-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2627.430769,2011-03-15,07:00:00.000,CC-3,0
0,426282.981514,RU-2,1899-12-30,NA,1899-12-30,NA,NA,NA,4372.441138,2011-03-15,07:00:00.000,RU-2,2
0,1454949.57701,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,8358.026299,2011-03-15,07:00:00.000,CC-2,0
0,443708.17393,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,3823.766606,2011-03-15,07:00:00.000,OS (RCA),0
0,976153.128493,RU-2,1899-12-30,NA,1899-12-30,NA,NA,/S-12,6691.936626,2011-03-15,07:00:00.000,RU-2/S-12,2
0,776027.072485,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3892.620319,2011-03-15,07:00:00.000,RU-3,2
0,113561.632107,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1595.714184,2011-03-15,07:00:00.000,RU-3,2
0,197130.205284,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1874.761666,2011-03-15,07:00:00.000,RM-4,2
0,21804362.8047,RD-1,1899-12-30,NA,1899-12-30,NA,NA,NA,24225.086936,2011-03-15,07:00:00.000,RD-1,1
0,70176.283972,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,1321.006774,2011-03-15,07:00:00.000,RM-4/C,0
0,364604.865285,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2680.304078,2011-03-15,07:00:00.000,RM-3,2
0,181564.498251,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,2158.956705,2011-03-15,07:00:00.000,RM-4,2
0,66774.811479,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1300.921942,2011-03-15,07:00:00.000,RM-4,2
0,10821.7516,OS (AMP),1899-12-30,NA,1899-12-30,NA,NA,NA,425.031982,2011-03-15,07:00:00.000,OS (AMP),0
0,1374466.0946,RU-5,1899-12-30,NA,1899-12-30,NA,NA,NA,10563.59825,2011-03-15,07:00:00.000,RU-5,2
0,1255845.61942,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,6918.949734,2011-03-15,07:00:00.000,RM-2,2
0,875176.113554,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,5386.470437,2011-03-15,07:00:00.000,RU-3,2
0,101454.982395,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1314.528202,2011-03-15,07:00:00.000,RM-4,2
0,818371.871621,RM-4,1899-12-30,NA,1899-12-30,NA,NA,S-12,7160.100586,2011-03-15,07:00:00.000,RM-4/S-12,2
0,13931.601655,OS (AMP),1899-12-30,NA,1899-12-30,NA,NA,NA,478.714031,2011-03-15,07:00:00.000,OS (AMP),0
0,21244.440378,OS (AMP),1899-12-30,NA,1899-12-30,NA,NA,NA,612.812028,2011-03-15,07:00:00.000,OS (AMP),0
0,770044.758026,CN-2,1899-12-30,NA,1899-12-30,NA,NA,NA,6875.281766,2011-03-15,07:00:00.000,CN-2,0
0,2873631.14294,OS (RSP),1899-12-30,NA,1899-12-30,NA,NA,NA,16734.885313,2011-03-15,07:00:00.000,OS (RSP),0
0,401401.440192,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,NA,4005.76387,2011-03-15,07:00:00.000,OS (SU),0
0,2749192.41662,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,19403.031651,2011-03-15,07:00:00.000,OS (RCA),0
0,67718.192614,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1066.203791,2011-03-15,07:00:00.000,RM-4,2
0,304933.483172,CN-4,1899-12-30,NA,1899-12-30,NA,NA,NA,3624.787898,2011-03-15,07:00:00.000,CN-4,0
0,442717.257073,OS (CP),1899-12-30,NA,1899-12-30,NA,NA,NA,3671.739763,2011-03-15,07:00:00.000,OS (CP),0
0,13408148.37,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,30374.50848,2011-03-15,07:00:00.000,OS (RCA),0
0,230412.321683,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2573.898629,2011-03-15,07:00:00.000,RM-3,2
0,638731.393814,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,5967.573955,2011-03-15,07:00:00.000,RM-3,2
0,2452670.42713,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,14855.061109,2011-03-15,07:00:00.000,RM-1,2
0,68811.296435,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,NA,1416.747331,2011-03-15,07:00:00.000,OS (LP),0
0,333766.09181,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,NA,2698.700354,2011-03-15,07:00:00.000,OS (SU),0
0,262269.042148,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10,2897.640527,2011-03-15,07:00:00.000,OS (RCA)/S-10,0
0,130004.550323,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,2241.432785,2011-03-15,07:00:00.000,OS (RCA),0
0,216966.462131,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,2101.273833,2011-03-15,07:00:00.000,OS (RCA),0
0,8767400.01618,CIX-1,1899-12-30,NA,1899-12-30,NA,12875,NA,35729.66446,2011-03-15,07:00:00.000,CIX-1,0
0,138943.052955,CN-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1568.809074,2011-03-15,07:00:00.000,CN-4,0
0,1593255.64431,S-1,1899-12-30,NA,1899-12-30,NA,NA,NA,5908.195613,2011-03-15,07:00:00.000,S-1,0
0,134553.200996,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1640.373083,2011-03-15,07:00:00.000,RM-3,2
0,2671138.91568,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,12923.442183,2011-03-15,07:00:00.000,CC-2,0
0,96770.082695,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1356.934146,2011-03-15,07:00:00.000,OS (NP),0
0,776600.085723,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4562.622932,2011-03-15,07:00:00.000,RM-3,2
0,166424.25841,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1736.118422,2011-03-15,07:00:00.000,OS (NP),0
0,839728.964404,CN-1,1899-12-30,NA,1899-12-30,NA,NA,NA,4088.153124,2011-03-15,07:00:00.000,CN-1,0
0,2076060.36498,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,10001.750076,2011-03-15,07:00:00.000,RU-1,2
0,273156.581929,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,/S-10,2556.58048,2011-03-15,07:00:00.000,OS (NP)/S-10,0
0,143263.470824,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1782.478106,2011-03-15,07:00:00.000,OS (NP),0
0,13511.041709,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,NA,465.562026,2011-03-15,07:00:00.000,OS (LP),0
0,121675.001911,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1468.658622,2011-03-15,07:00:00.000,OS (NP),0
0,305416.370766,RD-1,1899-12-30,NA,1899-12-30,NA,NA,NA,2497.000663,2011-03-15,07:00:00.000,RD-1,1
0,471578.907354,OS (CP),1899-12-30,NA,1899-12-30,NA,NA,NA,2761.886687,2011-03-15,07:00:00.000,OS (CP),0
0,427910.65541,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4115.219171,2011-03-15,07:00:00.000,CN-3,0
0,5765884.60059,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,13096.944172,2011-03-15,07:00:00.000,RM-2,2
0,182105.594368,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2645.009345,2011-03-15,07:00:00.000,RM-3,2
0,349930.743374,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3130.501645,2011-03-15,07:00:00.000,RM-2,2
0,239875.471991,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,3426.633655,2011-03-15,07:00:00.000,OS (LP)/S-4,0
0,36173.194668,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,NA,1056.392812,2011-03-15,07:00:00.000,OS (LP),0
0,1498612.0388,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,11016.58996,2011-03-15,07:00:00.000,RM-2,2
0,3721339.86582,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,15640.481737,2011-03-15,07:00:00.000,RM-2,2
0,798729.426063,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,5313.756722,2011-03-15,07:00:00.000,RU-3,2
0,584867.212355,S-1,1899-12-30,NA,1899-12-30,NA,NA,NA,3497.413915,2011-03-15,07:00:00.000,S-1,0
0,162093.724574,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1679.850672,2011-03-15,07:00:00.000,RU-4,2
0,2981738.41945,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10,16471.34187,2011-03-15,07:00:00.000,RH-3/S-10,1
0,157116.072641,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10,2911.794894,2011-03-15,07:00:00.000,RH-3/S-10,1
0,116761.947402,RU-5,1899-12-30,NA,1899-12-30,NA,NA,NA,1552.039775,2011-03-15,07:00:00.000,RU-5,2
0,326585.693779,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4105.721147,2011-03-15,07:00:00.000,RU-3,2
0,172395.081181,RD-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2809.507009,2011-03-15,07:00:00.000,RD-2,1
0,166190.427048,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1655.578715,2011-03-15,07:00:00.000,RU-4,2
