FID_Oaklan,area,basezone,date_effct,time_effct,date_expir,time_expir,ordinance,overlay,perimeter,date_updat,time_updat,znlabel,Zoning
0,585499.466991,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,4940.080498,2011-03-15,07:00:00.000,RM-2,2
0,287688.255069,RH-4,1899-12-30,NA,1899-12-30,NA,NA,NA,4379.99034,2011-03-15,07:00:00.000,RH-4,1
0,199010.689824,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1949.848987,2011-03-15,07:00:00.000,RU-4,2
0,40405.283688,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,963.294052,2011-03-15,07:00:00.000,RM-4/C,0
0,213704.616322,RU-5,1899-12-30,NA,1899-12-30,NA,NA,NA,2315.311667,2011-03-15,07:00:00.000,RU-5,2
0,254775.843078,OS (CP),1899-12-30,NA,1899-12-30,NA,NA,NA,2409.877736,2011-03-15,07:00:00.000,OS (CP),0
0,1459365.57974,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10,8548.029114,2011-03-15,07:00:00.000,OS (RCA)/S-10,0
0,624941.615162,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-10,11062.975719,2011-03-15,07:00:00.000,OS (LP)/S-10,0
0,1186115.31992,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,6310.644025,2011-03-15,07:00:00.000,RU-1,2
0,1119286.26205,CN-1,1899-12-30,NA,1899-12-30,NA,NA,NA,8903.961611,2011-03-15,07:00:00.000,CN-1,0
0,816782.529489,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,6343.618968,2011-03-15,07:00:00.000,RM-3,2
0,48058.181661,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10,1282.400355,2011-03-15,07:00:00.000,OS (RCA)/S-10,0
0,270480.015425,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2473.208071,2011-03-15,07:00:00.000,CN-3,0
0,47336.945494,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,NA,871.094332,2011-03-15,07:00:00.000,OS (SU),0
0,85415.294696,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,NA,1182.31055,2011-03-15,07:00:00.000,OS (SU),0
0,219639.581364,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2399.3716680000002,2011-03-15,07:00:00.000,CC-2,0
0,1685378.02199,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,9622.605269,2011-03-15,07:00:00.000,RM-2,2
0,147541.790132,RH-4,1899-12-30,NA,1899-12-30,NA,NA,NA,2015.070464,2011-03-15,07:00:00.000,RH-4,1
0,40142.143816,OS (AMP),1899-12-30,NA,1899-12-30,NA,NA,NA,875.671211,2011-03-15,07:00:00.000,OS (AMP),0
0,345846.141312,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2819.68701,2011-03-15,07:00:00.000,RU-3,2
0,4722653.78034,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10,31375.514534,2011-03-15,07:00:00.000,RH-3/S-10,1
0,147948.666088,RH-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1757.971138,2011-03-15,07:00:00.000,RH-4,1
0,80869.362365,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1424.758494,2011-03-15,07:00:00.000,CN-3,0
0,183946.902932,CN-4,1899-12-30,NA,1899-12-30,NA,NA,NA,2114.212866,2011-03-15,07:00:00.000,CN-4,0
0,88028.752843,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1382.254419,2011-03-15,07:00:00.000,RM-3,2
0,296717.390465,RU-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3269.149297,2011-03-15,07:00:00.000,RU-2,2
0,16222.249166,OS (PMP),1899-12-30,NA,1899-12-30,NA,NA,NA,493.578325,2011-03-15,07:00:00.000,OS (PMP),0
0,274527.07053,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-11,2809.012247,2011-03-15,07:00:00.000,RH-4/S-11,1
0,2458467.70488,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-10,15331.053031,2011-03-15,07:00:00.000,RH-4/S-10,1
0,675562.974861,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3793.685712,2011-03-15,07:00:00.000,RH-3,1
0,77396.202148,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-11,1717.064828,2011-03-15,07:00:00.000,RH-4/S-11,1
0,112868.039212,RM-3,1899-12-30,NA,1899-12-30,NA,NA,/C,2005.053015,2011-03-15,07:00:00.000,RM-3/C,0
0,1635345.71201,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,8251.411701,2011-03-15,07:00:00.000,RM-2,2
0,54583.105489,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,1302.398454,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,2198804.12449,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,15048.152328,2011-03-15,07:00:00.000,CC-2,0
0,386114.20471,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,2533.714527,2011-03-15,07:00:00.000,RU-4,2
0,116032.967204,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1690.608988,2011-03-15,07:00:00.000,RM-3,2
0,711755.995182,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,5319.90051,2011-03-15,07:00:00.000,RH-3/S-10/S-11,1
0,248569.766362,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3091.717502,2011-03-15,07:00:00.000,CN-3,0
0,1228790.82435,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-11,9694.626195,2011-03-15,07:00:00.000,RH-4/S-11,1
0,532547.352003,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4835.396623,2011-03-15,07:00:00.000,CN-3,0
0,40858.988092,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,836.104552,2011-03-15,07:00:00.000,OS (RCA)/S-10/S-11,0
0,19259.965842,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,NA,1196.839648,2011-03-15,07:00:00.000,OS (LP),0
0,83714.322468,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1629.592256,2011-03-15,07:00:00.000,OS (NP),0
0,535068.027482,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,4966.751589,2011-03-15,07:00:00.000,RM-2,2
0,184714.859822,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,2693.142501,2011-03-15,07:00:00.000,RM-4/C,0
0,573779.146481,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4729.886207,2011-03-15,07:00:00.000,CN-3,0
0,2282793.7954,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,13755.575958,2011-03-15,07:00:00.000,RH-4/S-10/S-11,1
0,42338.892568,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,916.034805,2011-03-15,07:00:00.000,OS (RCA)/S-10/S-11,0
0,126410.867923,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,1954.505417,2011-03-15,07:00:00.000,RM-4/C,0
0,114177.966218,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,1725.857673,2011-03-15,07:00:00.000,RM-2,2
0,162817.834707,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,2903.536086,2011-03-15,07:00:00.000,RM-4/C,0
0,80690.026961,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1424.03696,2011-03-15,07:00:00.000,RM-3,2
0,217686.631824,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,2212.570365,2011-03-15,07:00:00.000,RM-4,2
0,475034.662112,OS (AF),1899-12-30,NA,1899-12-30,NA,NA,NA,3071.925052,2011-03-15,07:00:00.000,OS (AF),0
0,930109.756669,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,8853.457872,2011-03-15,07:00:00.000,RM-4,2
0,896188.41749,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,4769.119308,2011-03-15,07:00:00.000,RM-2,2
0,10826.380684,OS (PMP),1899-12-30,NA,1899-12-30,NA,NA,NA,509.838704,2011-03-15,07:00:00.000,OS (PMP),0
0,325901.905417,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,3483.493766,2011-03-15,07:00:00.000,RM-4,2
0,137027.052883,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1686.554621,2011-03-15,07:00:00.000,OS (NP),0
0,277854.305507,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,2314.31529,2011-03-15,07:00:00.000,RM-1,2
0,38542.776528,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,920.801433,2011-03-15,07:00:00.000,RU-3,2
0,484939.9952,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3261.716431,2011-03-15,07:00:00.000,RM-2,2
0,401324.026895,RH-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3622.481006,2011-03-15,07:00:00.000,RH-2,1
0,266114.766751,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,4079.906092,2011-03-15,07:00:00.000,OS (RCA),0
0,3064830.45827,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,10782.547129,2011-03-15,07:00:00.000,RM-1,2
0,5355.063185,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,NA,488.8853,2011-03-15,07:00:00.000,OS (SU),0
0,1395407.08856,OS (RSP),1899-12-30,NA,1899-12-30,NA,NA,NA,6166.171219,2011-03-15,07:00:00.000,OS (RSP),0
0,2791901.20921,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-11,12335.27097,2011-03-15,07:00:00.000,RH-3/S-11,1
0,753900.191379,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4378.524353,2011-03-15,07:00:00.000,RM-3,2
0,179618.831963,RH-2,1899-12-30,NA,1899-12-30,NA,NA,NA,1828.00348,2011-03-15,07:00:00.000,RH-2,1
0,10747.752563,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,NA,655.675529,2011-03-15,07:00:00.000,OS (SU),0
0,224607.691125,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,2544.527744,2011-03-15,07:00:00.000,RH-4/S-10/S-11,1
0,6690.138892,OS (SU),1899-12-30,NA,1899-12-30,NA,NA,NA,438.926098,2011-03-15,07:00:00.000,OS (SU),0
0,508779.119525,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-11,3724.383336,2011-03-15,07:00:00.000,RH-4/S-11,1
0,1605380.54787,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,7360.250069,2011-03-15,07:00:00.000,OS (RCA),0
0,159187.241926,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,1942.817584,2011-03-15,07:00:00.000,OS (NP),0
0,15283443.6767,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,33356.794456,2011-03-15,07:00:00.000,RM-1,2
0,916056.670433,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,7476.223752,2011-03-15,07:00:00.000,CC-2,0
0,1096424.18531,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,7401.872768,2011-03-15,07:00:00.000,OS (RCA)/S-10/S-11,0
0,456474.346958,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,3916.563046,2011-03-15,07:00:00.000,RM-1,2
0,1042751.27518,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,5308.249263,2011-03-15,07:00:00.000,RM-2,2
0,1909656.17797,CN-1,1899-12-30,NA,1899-12-30,NA,NA,NA,15976.088002,2011-03-15,07:00:00.000,CN-1,0
0,610625.785634,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,7282.651849,2011-03-15,07:00:00.000,RM-4,2
0,17161170.0556,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,49122.858136,2011-03-15,07:00:00.000,RM-2,2
0,272320.857116,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10,4346.375577,2011-03-15,07:00:00.000,RH-3/S-10,1
0,287654.208555,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2954.742458,2011-03-15,07:00:00.000,CN-3,0
0,1699878.27024,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,8521.304248,2011-03-15,07:00:00.000,OS (RCA),0
0,1180785.13025,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,5560.774118,2011-03-15,07:00:00.000,RM-2,2
0,2330344.64137,CN-2,1899-12-30,NA,1899-12-30,NA,NA,NA,16880.154727,2011-03-15,07:00:00.000,CN-2,0
0,1337652.8051,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,5427.806698,2011-03-15,07:00:00.000,RM-1,2
0,266280.445144,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2552.860834,2011-03-15,07:00:00.000,RM-2,2
0,205396.062544,RH-2,1899-12-30,NA,1899-12-30,NA,NA,/S-11,2108.286858,2011-03-15,07:00:00.000,RH-2/S-11,1
0,145183.061457,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-11,2695.894055,2011-03-15,07:00:00.000,RH-3/S-11,1
0,1493830.37055,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,9312.047293,2011-03-15,07:00:00.000,RH-3/S-10/S-11,1
0,2061976.77709,RH-2,1899-12-30,NA,1899-12-30,NA,NA,NA,8783.558146,2011-03-15,07:00:00.000,RH-2,1
0,152685.651698,RH-2,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,1816.687763,2011-03-15,07:00:00.000,RH-2/S-10/S-11,1
0,276072.142806,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-11,2608.347518,2011-03-15,07:00:00.000,RH-3/S-11,1
0,54582.054683,RU-1,1899-12-30,NA,1899-12-30,NA,NA,/S-12,1083.914682,2011-03-15,07:00:00.000,RU-1/S-12,2
0,284019.721247,RH-2,1899-12-30,NA,1899-12-30,NA,NA,/S-10,5505.630508,2011-03-15,07:00:00.000,RH-2/S-10,1
0,160870.522382,RH-2,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,2231.804815,2011-03-15,07:00:00.000,RH-2/S-10/S-11,1
0,216168.627232,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3362.931883,2011-03-15,07:00:00.000,RH-3,1
0,2109206.97754,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-11,8761.744028,2011-03-15,07:00:00.000,RH-3/S-11,1
0,74856.908782,RH-2,1899-12-30,NA,1899-12-30,NA,NA,/S-11,1869.559458,2011-03-15,07:00:00.000,RH-2/S-11,1
0,75644.8777,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-11,1446.777744,2011-03-15,07:00:00.000,RH-3/S-11,1
0,224432.162031,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-11,1912.621635,2011-03-15,07:00:00.000,RH-4/S-11,1
0,161288.278515,RH-2,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,2166.350184,2011-03-15,07:00:00.000,RH-2/S-10/S-11,1
0,97017.152237,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,1406.307841,2011-03-15,07:00:00.000,RH-4/S-10/S-11,1
0,334502.417749,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,3866.283061,2011-03-15,07:00:00.000,RH-4/S-10/S-11,1
0,0,RU-2,1899-12-30,NA,1899-12-30,NA,NA,/S-12,0,2011-03-15,07:00:00.000,RU-2/S-12,2
0,747545.244681,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,9215.945815,2011-03-15,07:00:00.000,RH-3/S-10/S-11,1
0,297445.574859,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,3266.309521,2011-03-15,07:00:00.000,RH-3/S-10/S-11,1
0,63904.850905,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-11,1766.452911,2011-03-15,07:00:00.000,RH-3/S-11,1
0,178120.723484,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,2696.887115,2011-03-15,07:00:00.000,OS (RCA)/S-10/S-11,0
0,1913898.96945,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-10,15936.944153,2011-03-15,07:00:00.000,RH-4/S-10,1
0,661171.448761,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4159.313588,2011-03-15,07:00:00.000,RU-3,2
0,61590.210653,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,1170.566769,2011-03-15,07:00:00.000,RH-4/S-10/S-11,1
0,88843.157145,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-11,1334.265242,2011-03-15,07:00:00.000,RH-4/S-11,1
0,1959915.14976,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-11,11581.871378,2011-03-15,07:00:00.000,OS (RCA)/S-11,0
0,29255.173371,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,774.603265,2011-03-15,07:00:00.000,RH-3/S-10/S-11,1
0,4754.325718,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-11,500.450659,2011-03-15,07:00:00.000,OS (RCA)/S-11,0
0,1070914.01191,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,10475.896532,2011-03-15,07:00:00.000,OS (RCA)/S-10/S-11,0
0,8412.841438,RH-1,1899-12-30,NA,1899-12-30,NA,NA,/S-11,530.200527,2011-03-15,07:00:00.000,RH-1/S-11,1
0,286512.786387,RH-1,1899-12-30,NA,1899-12-30,NA,NA,NA,2495.391645,2011-03-15,07:00:00.000,RH-1,1
0,217072.996303,RH-1,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,2366.592692,2011-03-15,07:00:00.000,RH-1/S-10/S-11,1
0,136288.725493,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10,2034.707406,2011-03-15,07:00:00.000,OS (RCA)/S-10,0
0,17702.993573,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,698.699676,2011-03-15,07:00:00.000,RH-3/S-10/S-11,1
0,607581.147136,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-11,3796.543731,2011-03-15,07:00:00.000,RH-3/S-11,1
0,9952890.21566,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,25955.193519,2011-03-15,07:00:00.000,OS (RCA),0
0,1837637.15316,RH-2,1899-12-30,NA,1899-12-30,NA,NA,NA,5884.730554,2011-03-15,07:00:00.000,RH-2,1
0,189782.334863,RH-1,1899-12-30,NA,1899-12-30,NA,NA,NA,3381.528239,2011-03-15,07:00:00.000,RH-1,1
0,21311.845222,RH-1,1899-12-30,NA,1899-12-30,NA,NA,NA,868.0848,2011-03-15,07:00:00.000,RH-1,1
0,3752.058405,RH-1,1899-12-30,NA,1899-12-30,NA,NA,NA,371.656767,2011-03-15,07:00:00.000,RH-1,1
0,804304.039043,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3838.167711,2011-03-15,07:00:00.000,RM-3,2
0,7678118.79369,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,26505.437802,2011-03-15,07:00:00.000,RH-3,1
0,45831.100543,RM-2,1899-12-30,NA,1899-12-30,NA,NA,/C,887.881931,2011-03-15,07:00:00.000,RM-2/C,2
0,1832846.79014,RH-1,1899-12-30,NA,1899-12-30,NA,NA,/S-10,11599.866573,2011-03-15,07:00:00.000,RH-1/S-10,1
0,28972.70505,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,1081.08797,2011-03-15,07:00:00.000,OS (RCA),0
0,496644.029527,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10,4921.589828,2011-03-15,07:00:00.000,OS (RCA)/S-10,0
0,85341.350648,RH-1,1899-12-30,NA,1899-12-30,NA,NA,NA,1427.481877,2011-03-15,07:00:00.000,RH-1,1
0,1031323.25565,RH-1,1899-12-30,NA,1899-12-30,NA,NA,/S-10,8496.494145,2011-03-15,07:00:00.000,RH-1/S-10,1
0,241539.338789,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,2224.695631,2011-03-15,07:00:00.000,OS (RCA),0
0,30235466.2261,RH-1,1899-12-30,NA,1899-12-30,NA,NA,NA,27909.061916,2011-03-15,07:00:00.000,RH-1,1
0,467808.371161,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10,4452.104365,2011-03-15,07:00:00.000,OS (RCA)/S-10,0
0,27648.853561,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,714.538194,2011-03-15,07:00:00.000,OS (RCA),0
0,93130.943384,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10,1546.625787,2011-03-15,07:00:00.000,OS (RCA)/S-10,0
0,962384.602635,RH-1,1899-12-30,NA,1899-12-30,NA,NA,/S-10,8483.062781,2011-03-15,07:00:00.000,RH-1/S-10,1
0,573482.650159,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,3385.527576,2011-03-15,07:00:00.000,OS (RCA),0
0,149774.764196,RH-1,1899-12-30,NA,1899-12-30,NA,NA,NA,1900.590637,2011-03-15,07:00:00.000,RH-1,1
0,284174.305619,OS (NP),1899-12-30,NA,1899-12-30,NA,NA,NA,2895.839417,2011-03-15,07:00:00.000,OS (NP),0
0,2880561.94964,RD-1,1899-12-30,NA,1899-12-30,NA,NA,/S-20,8159.514374,2011-03-15,07:00:00.000,RD-1/S-20,1
0,43179.323459,CC-2,1899-12-30,NA,1899-12-30,NA,NA,S-7,1087.826463,2011-03-15,07:00:00.000,CC-2/S-7,0
0,104413.845344,RD-2,1899-12-30,NA,1899-12-30,NA,NA,/S-20,1457.401593,2011-03-15,07:00:00.000,RD-2/S-20,1
0,734517.115989,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,4369.331815,2011-03-15,07:00:00.000,RM-1,2
0,6206155.97918,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,17249.231568,2011-03-15,07:00:00.000,RM-2,2
0,1491690.13681,Wood Street,1899-12-30,NA,1899-12-30,NA,NA,NA,8547.195693,2011-03-15,07:00:00.000,Wood Street,0
0,17356.612044,OS (NP),1899-12-30,NA,1899-12-30,NA,12955,NA,548.565899,2011-03-15,07:00:00.000,OS (NP),0
0,472856.561585,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,2933.052921,2011-03-15,07:00:00.000,HBX-1,0
0,461753.361076,D-KP-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3534.949019,2011-03-15,07:00:00.000,D-KP-3,0
0,386889.010891,OS (RSP),1899-12-30,NA,1899-12-30,NA,12759,NA,3049.684303,2011-03-15,07:00:00.000,OS (RSP),0
0,161895.721476,D-OTN,1899-12-30,NA,1899-12-30,NA,12759,NA,1767.21898,2011-03-15,07:00:00.000,D-OTN,0
0,191392.490985,D-OTN,1899-12-30,NA,1899-12-30,NA,12759,NA,2518.329816,2011-03-15,07:00:00.000,D-OTN,0
0,998989.326422,D-OTN,1899-12-30,NA,1899-12-30,NA,12759,NA,4588.277787,2011-03-15,07:00:00.000,D-OTN,0
0,198636.269275,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,3585.66549,2011-03-15,07:00:00.000,HBX-1,0
0,844943.396974,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,5052.376598,2011-03-15,07:00:00.000,RM-2,2
0,102853.774913,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,1922.972235,2011-03-15,07:00:00.000,HBX-1,0
0,193672.35181,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,2234.335592,2011-03-15,07:00:00.000,HBX-1,0
0,33393.527552,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,746.741347,2011-03-15,07:00:00.000,HBX-1,0
0,584813.354331,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,3386.612075,2011-03-15,07:00:00.000,HBX-1,0
0,876664.534139,RD-1,1899-12-30,NA,1899-12-30,NA,NA,NA,4196.913338,2011-03-15,07:00:00.000,RD-1,1
0,121085.114542,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,2242.722616,2011-03-15,07:00:00.000,HBX-1,0
0,116733.984473,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2283.117689,2011-03-15,07:00:00.000,RM-2,2
0,240521.25933,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2101.670652,2011-03-15,07:00:00.000,RM-2,2
0,57719.907013,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1812.724842,2011-03-15,07:00:00.000,OS (LP)/S-4,0
0,20886.237444,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,821.207117,2011-03-15,07:00:00.000,OS (LP)/S-4,0
0,879090.535165,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,4105.46082,2011-03-15,07:00:00.000,HBX-1,0
0,1141231.3402,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,6503.182393,2011-03-15,07:00:00.000,HBX-2,0
0,833076.893979,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,6095.358259,2011-03-15,07:00:00.000,HBX-1,0
0,514827.653507,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,6303.710967,2011-03-15,07:00:00.000,HBX-2,0
0,3615321.81751,HBX-3,1899-12-30,NA,1899-12-30,NA,NA,NA,11693.488481,2011-03-15,07:00:00.000,HBX-3,0
0,231652.505308,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,3022.75912,2011-03-15,07:00:00.000,HBX-1,0
0,136054.749153,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,1521.488564,2011-03-15,07:00:00.000,HBX-2,0
0,20765.794502,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,858.196181,2011-03-15,07:00:00.000,OS (LP)/S-4,0
0,26279.213448,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,884.890576,2011-03-15,07:00:00.000,OS (LP),0
0,38307.260682,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1411.585081,2011-03-15,07:00:00.000,OS (LP),0
0,19049.194936,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1084.12946,2011-03-15,07:00:00.000,OS (LP),0
0,418550.952867,OS (AF),1899-12-30,NA,1899-12-30,NA,NA,NA,2661.848051,2011-03-15,07:00:00.000,OS (AF),0
0,1968429.38801,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,8345.462457,2011-03-15,07:00:00.000,HBX-2,0
0,53819.475353,CN-3,1899-12-30,NA,1899-12-30,NA,NA,/S-7,1102.284023,2011-03-15,07:00:00.000,CN-3/S-7,0
0,159264.109962,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2170.414829,2011-03-15,07:00:00.000,HBX-2,0
0,301932.773479,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,4753.195327,2011-03-15,07:00:00.000,HBX-2,0
0,264545.438588,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2445.617804,2011-03-15,07:00:00.000,HBX-2,0
0,432466.564529,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3322.447722,2011-03-15,07:00:00.000,HBX-2,0
0,248699.957365,RM-3,1899-12-30,NA,1899-12-30,NA,NA,/S-20,2164.843317,2011-03-15,07:00:00.000,RM-3/S-20,2
0,2707984.37156,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,16925.792969,2011-03-15,07:00:00.000,HBX-2,0
0,717829.353379,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,7590.399488,2011-03-15,07:00:00.000,HBX-2,0
