ZoningDesc,GroupLabel,UnitsPerAc,MinimumLot,MinimumL_1,PlannedDis,NoticingBu,SHAPE_STAr,SHAPE_STLe,BaseZone,Zoning
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,78190.9472656,1182.5119153,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,78189.4492188,1182.51090086,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,78188.1376953,1182.4960372,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,78187.84375,1182.49330053,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,78187.6474609,1182.49074964,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,78187.5898438,1182.49240605,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,75651.0859375,1157.49200785,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,75600.0556641,1156.91045983,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,75579.8457031,1156.62418141,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,75438.2402344,1155.10229824,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,14876.6503906,748.961686858,C-RCR,0
Residential Multiple Planned,Residential Multiple Planned 1-1.9 Acres,0.85,1.176,51247,Residential,300,703533.287109,3797.42468096,C-RMP-0.85,2
Residential Multiple Planned,Residential Multiple Planned 1-1.9 Acres,1,1,43560,Residential,600,1482505.99414,6708.37912527,C-RMP-1,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2.2,0.454,19800,Residential,300,59212.3603516,1178.39157064,C-RMP-2.2,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,3.2,0.312,13613,Residential,300,163006.737305,2058.08529013,C-RMP-3.2,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,4.3,0.232,10130,Residential,300,221019.738281,2580.46695361,C-RMP-4.3,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6.5,0.153,6702,Residential,300,244517.451172,2375.44337891,C-RMP-6.5,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6.5,0.153,6702,Residential,300,16554.4257813,522.889766032,C-RMP-6.5,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,8,0.125,5445,Residential,300,22203.2148438,628.866217384,C-RMP-8,2
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,699878.449219,4730.69965852,C-RMPC,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,100810.485352,1345.92563571,C-RMPC,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,24661.2080078,631.083330285,C-RMPC,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,18727.328125,549.682820281,C-RMPC,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 1.1-1.9 Acres,0.7,1.428,62229,Mixed Use,600,72190.8964844,1208.18190912,C-RMPC-0.7,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 1.1-1.9 Acres,0.7,1.428,62229,Mixed Use,600,54303.2861328,998.601161651,C-RMPC-0.7,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,1.2,0.833,36300,Mixed Use,600,499441.404297,5373.81156653,C-RMPC-1.2,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,1.2,0.833,36300,Mixed Use,600,117891.461914,1751.25617991,C-RMPC-1.2,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,1.2,0.833,36300,Mixed Use,600,108443.063477,1663.49955793,C-RMPC-1.2,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,1.2,0.833,36300,Mixed Use,600,103379.011719,1494.36635002,C-RMPC-1.2,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,1.2,0.833,36300,Mixed Use,600,90918.3925781,1388.17574994,C-RMPC-1.2,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,1.2,0.833,36300,Mixed Use,600,69118.9140625,1651.26818226,C-RMPC-1.2,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,1.2,0.833,36300,Mixed Use,600,48735.4375,1007.42777373,C-RMPC-1.2,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,1.2,0.833,36300,Mixed Use,600,21362.3818359,684.852510634,C-RMPC-1.2,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,1.2,0.833,36300,Mixed Use,600,1413.625,266.385802583,C-RMPC-1.2,0
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,5959152.23926,18572.1136297,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,4976598.28906,11863.18481,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,3799846.75586,9923.9243336,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,2205267.41602,6158.62390124,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,1965101.99512,8790.96764612,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,1571248.13965,6061.07039105,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,1265752.34277,6998.46583274,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,433138.609375,4583.61129455,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,227181.134766,2649.01033162,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,192181.104492,1684.15950819,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,180582.902344,2175.67802026,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,99652.6708984,1512.18955348,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,40220.6962891,828.062012453,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,2434.63867188,198.165435816,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 5-7 Acres,0.144,6.944,302500,Residential,600,886486.898438,7321.04072225,C-RSP-0.144,1
Residential Single Family Planned,Residential Single Family Planned 5-7 Acres,0.16,6.25,272250,Residential,600,3391652.23047,12898.4130004,C-RSP-0.16,1
Residential Single Family Planned,Residential Single Family Planned 5-7 Acres,0.2,5,217800,Residential,600,2175752.97754,10092.5460529,C-RSP-0.2,1
Residential Single Family Planned,Residential Single Family Planned 5-7 Acres,0.2,5,217800,Residential,600,930598.442383,5716.06393001,C-RSP-0.2,1
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.25,4,174240,Residential,600,3461024.56348,27014.472888,C-RSP-0.25,1
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.25,4,174240,Residential,600,1732480.71484,12617.2417297,C-RSP-0.25,1
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.25,4,174240,Residential,600,1059317.32129,7091.87126788,C-RSP-0.25,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,4018594.87012,13028.4166641,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,3306759.53809,12026.6356646,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,1584173.24414,7433.98439041,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,1009413.49121,5897.56484269,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,220051.677734,2071.27666567,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,160284.375977,1950.92808086,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.4,2.5,108900,Residential,600,112616.806641,1878.30832164,C-RSP-0.4,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,569682.955078,3875.43516481,C-RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,496764.542969,2893.62198483,C-RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,297418.088867,3485.3470322,C-RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,744801.908203,4366.38825222,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,640073.351563,6615.64225678,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,530868.932617,4745.24135222,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,497747.460938,4222.53951282,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,484941.797852,6535.35251724,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,353379.160156,4093.42046976,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,353188.460938,5735.25270725,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,333523.219727,3889.49212447,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,325665.37793,3478.88075161,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,318885.099609,3768.22774209,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,250674.716797,3086.82563298,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,234002.801758,3381.30387671,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,213231.199219,2260.81442547,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,198449.974609,2277.04588968,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,192905.419922,3041.52109877,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,184367.375,2076.72559093,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,174345.667969,2590.24580515,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,172410.938477,2611.62898412,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,161691.724609,2002.83222092,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,145904.06543,1941.3754047,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,145828.166992,2043.527123,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,138905.140625,1938.57352504,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,127646.430664,2187.98247861,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,127122.401367,1739.66766891,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,125698.999023,1675.03091628,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,111784.583008,1453.87539212,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,108350.576172,1911.0554387,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,101208.333984,1491.46560725,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,100939.216797,1322.54921386,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,99240.6191406,1337.24315566,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,95059.6083984,1481.60316333,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,91402.5986328,1390.79948018,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,87325.0898438,1240.66731809,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,86823.2978516,1239.97739796,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,84426.4384766,1537.46590069,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,81498.6757813,1440.72292043,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,79260.8535156,1417.72221178,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,65775.4550781,1046.8843238,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,58486.9785156,1088.16737098,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,57733.2441406,1014.38993405,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,37462.4980469,785.14047900800006,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,17649.3740234,608.462718573,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,13481.7060547,471.257152654,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,12324.4091797,697.946484724,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,10103.046875,575.129220813,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,1.6,0.625,27225,Residential,600,139660.445313,1516.19052889,C-RSP-1.6,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,63255.0488281,1423.9971704,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,35657.1357422,848.191416533,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,28960.2421875,803.98577606,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,24571.90625,730.847007707,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,23835.4882813,723.086654978,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 6000 Sqft,7.26,0.137,6000,Residential,300,151963.918945,1715.43242083,C-RSP-7.26,1
Residential Single Family Planned,Residential Single Family Planned 6000 Sqft,7.26,0.137,6000,Residential,300,128370.370117,1666.07172015,C-RSP-7.26,1
Residential Single Family Planned,Residential Single Family Planned 6000 Sqft,7.26,0.137,6000,Residential,300,92014.9462891,1240.95305438,C-RSP-7.26,1
Residential Single Family Planned,Residential Single Family Planned 6000 Sqft,7.26,0.137,6000,Residential,300,45628.2646484,917.599517089,C-RSP-7.26,1
Residential Single Family Planned,Residential Single Family Planned 6000 Sqft,7.26,0.137,6000,Residential,300,43630.3603516,1007.14696227,C-RSP-7.26,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.387,2.584,112558,Residential,600,2306499.33789,17752.4265675,C-RSPS-0.387,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,1.4,0.714,31114,Residential,600,1110891.2832,15270.4617076,C-RSPS-1.4,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,1.4,0.714,31114,Residential,600,65919.1201172,1026.61181868,C-RSPS-1.4,1
