ZoningDesc,GroupLabel,UnitsPerAc,MinimumLot,MinimumL_1,PlannedDis,NoticingBu,SHAPE_STAr,SHAPE_STLe,BaseZone,Zoning
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,314600.695313,5186.80580133,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,308196.264648,4060.35424461,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,301327.915039,3140.1250442,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,297589.463867,3119.68580508,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,262408.702148,2867.59846791,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,207878.042969,2223.78842389,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,200650.011719,2123.6690845,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,199637.518555,2139.6054974,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,160150.731445,2189.02761746,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,139965.931641,1575.34426465,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,115811.44043,2018.30280527,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,72802.9355469,1334.93519344,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,57118.3955078,1383.87763179,R1-B-LV,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,34949.5732422,696.984837911,R1-B-LV,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,521632.154297,7793.31288764,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,489111.148438,3375.46781783,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,374527.078125,6892.252228,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,367046.953125,6168.16125473,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,295929.703125,3986.62843589,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,295517.130859,3235.82386291,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,294192.875,3164.92581038,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,289480.515625,5156.36531621,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,283275.399414,2974.77474048,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,275532.772461,4258.03394524,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,255267.488281,2770.40250482,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,241963.279297,2789.21836508,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,240217.025391,2754.62109874,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,218610.87793,2916.79231794,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,216423.989258,2889.69255836,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,215193.745117,2468.6390638,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,214974.301758,2542.30191867,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,211158.302734,2232.51975915,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,203020.683594,3324.14042064,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,202568.682617,2348.89259411,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,198301.143555,2180.25038484,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,196106.441406,2162.37716982,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,189112.543945,1955.8547659,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,186869.651367,1654.76986383,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,171420.245117,2876.37256633,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,170314.814453,1990.48324747,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,163398.416992,2359.61862008,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,163132.586914,2024.84060719,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,162708.332031,2407.12922843,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,159084.307617,1981.30364951,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,157748.560547,2179.933031,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,155694.415039,2326.6371778,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,155672.126953,2376.55087177,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,155500.65332,2276.83489657,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,153542.615234,2711.86805339,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,153097.110352,2366.93974571,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,152781.791016,1854.61448477,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,151627.53418,2783.60568674,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,150900.164063,2046.81828456,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,150507.915039,1823.6878147,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,148726.081055,1861.3281246,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,147402.644531,2899.52405812,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,145948.058594,1844.60830891,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,144843.328125,2074.66885414,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,140660.708008,1517.67379947,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,140166.140625,2886.30470724,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,135217.313477,2184.34355488,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,133585.56543,2635.59128622,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,132580.447266,2256.8479403,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,130879.5625,1633.69672668,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,130113.790039,2156.60005036,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,129737.049805,1729.78063382,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,126223.408203,1519.58320605,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,125584.664063,2691.45069252,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,125456.336914,1691.88061659,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,124116.753906,1647.14671163,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,124093.886719,1919.72544986,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,123628.526367,1910.06343457,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,122814.314453,1569.27770134,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,122785.142578,1562.68370953,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,122419.579102,1713.7136828,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,121716.081055,1677.61419309,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,116592.017578,1513.2848094,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,114872.472656,1532.25121126,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,113586.667969,1654.59051515,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,113425.723633,1315.82939145,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,113282.597656,1863.33995756,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,111331.175781,1579.33619765,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,111185.314453,1379.34781448,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,109765.866211,1836.18476078,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,108436.547852,1762.82583515,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,106662.708984,1350.5610336,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,105881.430664,1440.04905796,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,105279.242188,1476.49600635,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,103019.927734,1949.27659165,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,102519.259766,1649.13713646,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,100191.881836,1556.23131132,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,99441.7763672,1481.95524711,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,97905.6845703,1636.65194255,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,97070.0859375,1195.2282643,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,96329.5605469,1596.85541421,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,96221.1455078,1584.2680008,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,95932.6679688,2124.07952941,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,95713.9052734,2079.05618399,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,95321.4179688,1534.28884106,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,94890.7529297,1619.43361897,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,94615.2890625,1481.24734537,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,94049.6220703,1772.750299,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,93344.6552734,1555.11573539,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,93102.90625,1486.7964857,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,92011.2675781,1896.10283711,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,90639.1464844,1293.67377203,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,88454.9228516,1595.85628371,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,87839.0332031,1216.09723069,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,87836.3251953,1516.26676582,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,87778.3457031,1207.11743078,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,87391.3457031,1588.73904991,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,86999.9101563,1197.08118871,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,86330.4169922,1387.60791666,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,86096.6787109,1938.91371427,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,86083.1894531,1424.99015566,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,85340.6513672,1483.41457595,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,84787.5605469,1186.34987297,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,84628.6025391,1247.1139818,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,84002.4316406,1373.51406007,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,83678.8164063,1864.55475751,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,81536.4726563,1179.95940818,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,81514.4804688,1167.01509462,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,80741.9960938,1609.61497365,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,80528.1318359,1160.9065335,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,80129.6494141,1916.01908598,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,78362.1308594,1195.85349893,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,78324.2050781,1699.48710464,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,76065.2070313,1111.83845051,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,75448.0898438,1298.57099308,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,75140.8320313,1425.59641113,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,72520.3896484,1708.5663942,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,71410.5283203,1360.36942202,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,70953.5380859,1545.24557615,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,70090.90625,1046.9769539,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,69958.8925781,1682.95471021,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,67350.9228516,1270.19553576,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,66230.5332031,1469.65444042,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,64248.0126953,1516.95976036,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,64044.7451172,1108.7403897,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,63501.5908203,1305.32602225,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,62254.4960938,1046.81079995,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,62052.96875,1101.24178408,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,61908.2207031,1097.12014909,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,61641.0947266,1316.59129899,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,60836.5947266,1037.26072943,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,57880.0527344,1218.4003196,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,56185.0859375,1242.0004071,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,55933.5380859,1075.00253655,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,55917.3476563,1351.8838978000001,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,55387.5234375,989.901239051,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,55036.8867188,1313.42837546,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,54194.0634766,1009.71226605,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,51993.7509766,990.299508446,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,51647.328125,1021.71389965,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,51619.5898438,1346.27202761,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,50631.6884766,922.908185852,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,49955.6972656,947.767512016,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,49024.2578125,1254.80076613,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,48649.9511719,921.005571549,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,48145.7939453,881.474552041,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,47846.0947266,949.922545444,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,47470.0126953,1097.5231352,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,44531.8896484,814.936377311,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,44350.6542969,893.576825731,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,44192.1650391,897.34556928,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,43981.3232422,985.849344274,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,43854.0800781,1142.16154985,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,43720.5380859,913.292649248,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,43577.6367188,916.602041198,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,42216.7099609,1225.31883545,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,41106.2705078,1013.94579362,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,41000.6455078,892.738148329,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,40767.8173828,895.89784019,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,40550.3515625,873.923036204,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,39382.0351563,867.315693795,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,38591.5302734,867.962419144,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,37938.8837891,1073.34585812,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,37591.6503906,913.872350163,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,36981.3759766,1006.47645719,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,36481.5126953,810.764919922,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,34743.2333984,857.433733637,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,33918.2177734,972.14784097,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,33378.9248047,744.141406725,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,33186.1308594,936.413457314,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,32484.6835938,766.05736542,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,32213.1269531,835.84170318,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,30851.1972656,747.153849441,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,30487.3798828,775.601341596,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,30359.1953125,912.962968603,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,28973.3837891,929.204754559,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,28898.9775391,798.458472096,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,27269.6972656,699.0009584,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,27167.9375,865.132361239,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,26094.4550781,839.526536495,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,26007.7460938,849.933082304,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,25595.4462891,783.286823422,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,25557.1132813,705.533949469,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,23671.6357422,678.248930391,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,23190.7197266,749.162159281,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,22291.5664063,832.731916793,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,21899.1484375,658.906645636,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,21864.0400391,621.81480206,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,21375.2978516,707.740626296,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,20951.4677734,669.849390804,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,20052.390625,706.459912105,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,20008.4404297,630.05398228,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,19467.5478516,616.744790086,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,19230.2128906,550.286033617,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,18766.4023438,607.704920259,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,17358.8330078,557.692144375,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,17172.6083984,571.12286599,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,15764.6767578,498.21322703,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,15396.9238281,563.97055307,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,15170.7519531,612.999730171,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,14628.2236328,500.181700773,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,11492.2783203,580.16098153,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,11414.5478516,673.832448703,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,10906.7099609,429.487994021,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,9799.27050781,607.878014719,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,8958.82421875,381.400378115,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,8730.73144531,508.069067507,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,7989.30664063,361.882274085,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,7733.35058594,402.086629016,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,6626.37988281,455.619929186,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,5750.64648438,413.554298682,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,5247.03417969,315.509565335,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,5152.61621094,438.643305855,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,4240.52148438,293.445184251,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,3438.25683594,325.780224795,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,3351.69628906,340.379087412,R1-B1,1
