OVERLAY,ZONE_OVER,Zoning_Tex,Overlay_Te,Zoning_Sta,URL,ZONE_U,URL1,URL2,Shape_Leng,Shape_Area,Orig_zone,Zoning
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (1),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,26146.1029234,22777367.7161,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (2),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,11063.5753996,6468093.81027,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (3),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,8206.18555144,3631479.83946,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (4),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,6055.44599434,1882031.7604,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (5),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,7981.66669786,3490599.68238,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (6),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,4752.4304145,1079728.05881,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (7),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2476.93696105,254394.081461,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (8),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1946.62693563,229982.850599,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (9),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,12093.3574077,5769319.6445,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (10),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1664.66722932,116243.205053,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (11),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,584.231833261,19035.7020377,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (12),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,8111.21941487,2672500.12461,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (13),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,306.542151998,5604.75379546,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (14),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,15646.4179265,8854980.65851,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (15),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,6527.22866056,1970937.17701,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (16),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1081.07673964,64084.5626686,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (17),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,840.162191726,44045.4422188,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (18),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2143.93782895,211897.30013,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (19),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2423.99222989,224769.144263,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (20),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1382.0281666,115974.308111,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (21),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,35036.5594712,23975316.9389,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (22),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,590.320683056,21779.9068014,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (23),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,19303.709574,14778770.1105,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (24),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,19778.6594544,13284281.0052,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (25),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,4121.64627071,695385.890252,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (26),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,36784.6149635,56375680.7255,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (27),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2911.21998597,352648.123679,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (28),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1597.69679327,124682.531101,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (29),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,16887.5948966,759883.998842,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (30),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,946.340104345,43002.078793400004,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (31),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,10299.2440164,6609331.02017,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (32),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,10431.8713085,5090625.95229,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (33),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,72344.5141742,147094424.071,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (34),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,5266.15981253,1733036.48238,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (35),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,7543.15643876,3215058.49869,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (36),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,3022.29755263,484618.096592,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (37),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,612.442297747,15656.2760676,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (38),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,10169.189115,6461530.02523,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (39),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1592.08293654,152692.761579,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (40),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,693.369411258,28616.7427809,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (41),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1123.79057627,55785.1038685,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (42),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,3171.00118438,636012.484005,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (43),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2638.17609668,437309.774981,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (44),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,5119.06332855,1410767.45833,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (45),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2214.69755085,213389.993249,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (46),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,16688.0500996,8108968.82561,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (47),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,4605.94389638,585514.587518,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (48),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,12452.4459273,1581809.86084,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (49),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1203.05500776,96043.3351737,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (50),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,110904.490008,171529633.121,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (51),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,9361.72102105,3127489.81174,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (52),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,212423.704514,323023454.988,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (53),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,3901.31632883,1038729.12338,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (54),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,3495.95384682,412655.735972,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (55),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2280.78306823,107821.892156,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (56),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2555.83753328,196882.090924,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (57),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,36073.6945563,27233346.9818,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (58),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2530.23477396,277546.930952,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (59),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1280.25247816,86697.7349067,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (60),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,19168.0583307,14943230.2358,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (61),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,9632.97870994,2485373.49895,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (62),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,4013.35860483,688307.514589,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (63),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,3553.82224951,766669.528813,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (64),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1221.18685652,71650.924753,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (65),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,3805.44459807,482617.287324,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (66),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,11192.2569804,6005316.37156,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (67),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1213.94638983,83187.0351683,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (68),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,46589.459475,30082591.5292,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (69),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,26530.3635502,17667709.574,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (70),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,796.676175424,29042.7849723,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (71),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,3166.65302789,563964.347857,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (72),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,8007.79781151,3519238.96654,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (73),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2407.38607051,308723.049121,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (74),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,87623.0930899,76882565.9055,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (75),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,2366.81492097,201868.525505,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (76),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,3839.67215001,337662.478811,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (77),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,17880.5066015,1739832.89641,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (78),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1765.78535851,58678.8280555,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (79),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,838.342911219,43921.7734192,A-2,NA
NA,A-2,General Agricultural,NA,5 Acre Minimum Parcel Size,http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-38GEAGDI.html#TOPTITLE,A-2 (80),http://library.municode.com/HTML/16286/level3/TIT8ZO_DIV84LAUSDI_CH84-,38GEAGDI.html,1160.63445219,65252.4151012,A-2,NA
