general_pl,id,Zoning
C-N,1085,NA
C-N,1086,NA
R-2,1087,2
R-3,1088,2
R-2,1089,2
R-2A,1090,2
R-2,1091,2
R-2,1092,2
R-2A,1093,2
R-2,1094,2
C-W,1095,NA
R-2,1096,2
C-1,1097,NA
C-SA,1098,NA
R-2A,1099,2
C-W,1100,NA
C-1,1101,NA
R-2A,1102,2
R-1A,1103,2
R-2A,1104,2
R-2A,1105,2
C-SA,1106,NA
C-SA,1107,NA
C-SA,1108,NA
R-1A,1109,2
R-2A,1110,2
R-2,1111,2
R-4,1112,2
R-1A,1113,2
R-4,1114,2
R-2A,1115,2
R-2,1116,2
R-2,1117,2
R-2A,1118,2
R-1A,1119,2
C-N,1120,NA
C-SA,1121,NA
R-2A,1122,2
R-2A,1123,2
R-1,1124,1
R-2A,1125,2
R-2A,1126,2
R-1A,1127,2
R-2,1128,2
R-2,1129,2
C-1,1130,NA
C-SA,1131,NA
R-2A,1132,2
R-2,1133,2
R-1,1134,1
C-1,1135,NA
MUR,1136,NA
R-2,1137,2
C-SA,1138,NA
R-2,1139,2
R-2,1140,2
R-2A,1141,2
R-2,1142,2
R-2,1143,2
R-2,1144,2
R-1,1145,1
R-2A,1146,2
MUR,1147,NA
R-2,1148,2
MULI,1149,NA
R-2A,1150,2
R-2,1151,2
R-2,1152,2
R-2,1153,2
R-3,1154,2
R-2A,1155,2
R-2A,1156,2
R-2,1157,2
R-2,1158,2
R-1,1159,1
R-2,1160,2
R-3,1161,2
R-2,1162,2
C-W,1163,NA
R-1,1164,1
R-2,1165,2
R-2,1166,2
