gnrl_p_,LABEL,id,edt_g__,zonng_d,zoning
Low Residential,R-1-6,1975,R-1-6,33,1
Low Residential,R-2,1976,R-2,191,2
Low Residential,R-2,1977,R-2,191,2
Low Residential,PI,1978,PI,83,0
Low Residential,R-1-9,1979,R-1-9,291,1
Low Residential,R-1-6,1980,R-1-6,33,1
Low Residential,R-1-15,1981,R-1-15,197,1
Low Residential,RR-40,1982,RR-40,8,1
Low Residential,R-1-6,1983,R-1-6,33,1
Low Residential,R-1-15,1984,R-1-15,197,1
Low Residential,R-1-6,1985,R-1-6,33,1
Low Residential,PI,1986,PI,83,0
Low Residential,PD,1987,PD__SF,212,1
Low Residential,R-1-6,1988,R-1-6,33,1
Low Residential,PD,1989,PD__SF,212,1
Low Residential,PD,1990,PD__SF,212,1
Low Residential,R-1-6,1991,R-1-6,33,1
Low Residential,PD,1992,PD__SF,212,1
Low Residential,R-1-15,1993,R-1-15,197,1
Low Residential,R-2-SA,1994,R-2-SA,1201,2
Low Residential,R-3-15-SA,1995,R-3-15-SA,187,2
Low Residential,R-1-6,1996,R-1-6,33,1
Low Residential,PD,1997,PD__SF,212,1
Low Residential,PD,1998,PD__SF,212,1
Low Residential,PD,1999,PD__SF,212,1
Low Residential,R-1-6,2000,R-1-6,33,1
Low Residential,R-1-6,2001,R-1-6,33,1
Low Residential,R-1-7.5,2002,R-1-7.5,370,1
Low Residential,PI,2003,PI,83,0
Low Residential,R-1-6,2004,R-1-6,33,1
Low Residential,R-1-7.5,2005,R-1-7.5,370,1
Low Residential,R-1-6,2006,R-1-6,33,1
Low Residential,RR-20,2007,RR-20,15,1
Low Residential,RR-20,2008,RR-20,15,1
Low Residential,PD,2009,PD__SF,212,1
Low Residential,R-1-6,2010,R-1-6,33,1
Low Residential,R-1-7.5,2011,R-1-7.5,370,1
Low Residential,PD,2012,PD__SF,212,1
Low Residential,PD,2013,PD__SF,212,1
Low Residential,R-1-6,2014,R-1-6,33,1
Low Residential,R-1-6,2015,R-1-6,33,1
Low Residential,R-1-15,2016,R-1-15,197,1
Low Residential,PD,2017,PD__SF,212,1
Low Residential,CG,2018,CG,138,0
Low Residential,PD,2019,PD__SF,212,1
Low Residential,R-1-6,2020,R-1-6,33,1
Low Residential,R-1-6,2021,R-1-6,33,1
Low Residential,R-1-6,2022,R-1-6,33,1
Low Residential,R-1-6,2023,R-1-6,33,1
Low Residential,PD,2024,PD__SF,212,1
Low Residential,CN,2025,CN,196,0
Low Residential,R-1-6,2026,R-1-6,33,1
Low Residential,R-1-6,2027,R-1-6,33,1
Low Residential,R-1-6,2028,R-1-6,33,1
Low Residential,R-1-6-SR,2029,R-1-6-SR,322,1
Low Residential,PD,2030,PD__SF,212,1
Low Residential,R-1-6,2031,R-1-6,33,1
Low Residential,R-1-6,2032,R-1-6,33,1
Low Residential,R-1-6,2033,R-1-6,33,1
Low Residential,PD,2034,PD__SF,212,1
Low Residential,PD,2035,PD__SF,212,1
Low Residential,PD,2036,PD__SF,212,1
Low Residential,R-1-6,2037,R-1-6,33,1
Low Residential,R-1-6,2038,R-1-6,33,1
Low Residential,R-1-6,2039,R-1-6,33,1
Low Residential,R-1-6,2040,R-1-6,33,1
Low Residential,R-1-6,2041,R-1-6,33,1
Low Residential,PD,2042,PD__SF,212,1
Low Residential,PI,2043,PI,83,0
Low Residential,R-1-6,2044,R-1-6,33,1
Low Residential,R-1-6,2045,R-1-6,33,1
Low Residential,R-1-6,2046,R-1-6,33,1
Low Residential,R-1-6,2047,R-1-6,33,1
Low Residential,R-1-6,2048,R-1-6,33,1
Low Residential,RR-20,2049,RR-20,15,1
Low Residential,RR-20,2050,RR-20,15,1
Low Residential,RR-20,2051,RR-20,15,1
Low Residential,PD,2052,PD__SF,212,1
Low Residential,PD,2053,PD__SF,212,1
Low Residential,PD,2054,PD__SF,212,1
Low Residential,PD,2055,PD__SF,212,1
Low Residential,PD,2056,PD__SF,212,1
Low Residential,PD,2057,PD__SF,212,1
Low Residential,RR-40,2058,RR-40,8,1
Low Residential,RR-40,2059,RR-40,8,1
Low Residential,RR-40,2060,RR-40,8,1
Low Residential,R-1-6,2061,R-1-6,33,1
Low Residential,R-1-9,2062,R-1-9,291,1
Low Residential,R-1-6,2063,R-1-6,33,1
Low Residential,RR-20,2064,RR-20,15,1
Low Residential,PD,2065,PD__SF,212,1
Low Residential,PD,2066,PD__SF,212,1
Low Residential,PD,2067,PD__SF,212,1
Low Residential,RR-40,2068,RR-40,8,1
Low Residential,RR-20,2069,RR-20,15,1
Low Residential,PD,2070,PD__SF,212,1
Low Residential,R-1-6,2071,R-1-6,33,1
Low Residential,R-1-6,2072,R-1-6,33,1
Low Residential,R-1-6,2073,R-1-6,33,1
Low Residential,R-1-6-SR,2074,R-1-6-SR,322,1
Low Residential,PD,2075,PD__SF,212,1
Low Residential,PD,2076,PD__SF,212,1
Low Residential,RR-20-SR,2077,RR-20-SR,1262,1
Low Residential,R-1-6,2078,R-1-6,33,1
Low Residential,R-1-6,2079,R-1-6,33,1
Low Residential,CG,2080,CG,138,0
Low Residential,RR-20,2081,RR-20,15,1
Low Residential,R-1-6,2082,R-1-6,33,1
Low Residential,R-1-6,2083,R-1-6,33,1
Low Residential,PD,2084,PD__SF,212,1
Low Residential,R-1-6,2085,R-1-6,33,1
Low Residential,R-1-6,2086,R-1-6,33,1
Low Residential,R-1-6,2087,R-1-6,33,1
Low Residential,PD-SR,2088,PD-SR__SF,1268,1
Low Residential,R-1-6-SR,2089,R-1-6-SR,322,1
Low Residential,RR-40,2090,RR-40,8,1
Low Residential,RR-20,2091,RR-20,15,1
Low Residential,R-1-6,2092,R-1-6,33,1
Low Residential,R-1-6,2093,R-1-6,33,1
Low Residential,R-1-6,2094,R-1-6,33,1
Low Residential,R-1-6,2095,R-1-6,33,1
Low Residential,R-1-6,2096,R-1-6,33,1
Low Residential,R-1-6,2097,R-1-6,33,1
Low Residential,PD-SR,2098,PD-SR__SF,1268,1
Low Residential,R-1-6-SR,2099,R-1-6-SR,322,1
Low Residential,R-1-6,2100,R-1-6,33,1
Low Residential,R-1-6,2101,R-1-6,33,1
Low Residential,R-1-6,2102,R-1-6,33,1
Low Residential,R-1-6,2103,R-1-6,33,1
Low Residential,PD,2104,PD__SF,212,1
Low Residential,R-2,2105,R-2,191,2
Low Residential,R-2,2106,R-2,191,2
Low Residential,R-3-15-SA,2107,R-3-15-SA,187,2
Low Residential,R-3-15-SA,2108,R-3-15-SA,187,2
Low Residential,R-3-18-SA,2109,R-3-18-SA,152,2
Low Residential,PD,2110,PD__SF,212,1
Low Residential,PI-SA,2111,PI-SA,156,0
Low Residential,R-1-6,2112,R-1-6,33,1
Low Residential,R-1-6,2113,R-1-6,33,1
Low Residential,R-1-6,2114,R-1-6,33,1
Low Residential,R-1-6,2115,R-1-6,33,1
Low Residential,RR-20,2116,RR-20,15,1
Low Residential,RR-20,2117,RR-20,15,1
Low Residential,R-1-6-SR,2118,R-1-6-SR,322,1
Low Residential,R-1-6,2119,R-1-6,33,1
Low Residential,RR-20-SR,2120,RR-20-SR,1262,1
Low Residential,R-1-6-SR,2121,R-1-6-SR,322,1
Low Residential,R-1-6,2122,R-1-6,33,1
Low Residential,PD,2123,PD__SF,212,1
Low Residential,CO,2124,CO,725,0
Low Residential,R-1-6,2125,R-1-6,33,1
Low Residential,RR-40,2126,RR-40,8,1
Low Residential,PD,2127,PD__SF,212,1
Low Residential,R-1-6,2128,R-1-6,33,1
Low Residential,R-1-6,2129,R-1-6,33,1
Low Residential,PD,2130,PD__SF,212,1
Low Residential,R-1-6,2131,R-1-6,33,1
Low Residential,PD,2132,PD__SF,212,1
Low Residential,R-1-6,2133,R-1-6,33,1
Low Residential,PD,2134,PD__SF,212,1
Low Residential,R-1-6,2135,R-1-6,33,1
Low Residential,R-1-6-SR,2136,R-1-6-SR,322,1
Low Residential,PD,2137,PD__SF,212,1
Low Residential,PD,2138,PD__SF,212,1
Low Residential,R-1-6,2139,R-1-6,33,1
Low Residential,PD,2140,PD__SF,212,1
Low Residential,PD,2141,PD__SF,212,1
Low Residential,R-1-6,2142,R-1-6,33,1
Low Residential,R-1-6,2143,R-1-6,33,1
Low Residential,R-1-6-SR,2144,R-1-6-SR,322,1
Low Residential,R-1-6,2145,R-1-6,33,1
Low Residential,R-1-6,2146,R-1-6,33,1
Low Residential,R-3-18,2147,R-3-18,136,2
Low Residential,R-1-6,2148,R-1-6,33,1
Low Residential,R-1-6,2149,R-1-6,33,1
Low Residential,R-1-6,2150,R-1-6,33,1
Low Residential,PD,2151,PD__SF,212,1
Low Residential,PD,2152,PD__SF,212,1
Low Residential,PD,2153,PD__SF,212,1
Low Residential,PD,2154,PD__SF,212,1
Low Residential,PD,2155,PD__SF,212,1
Low Residential,PD,2156,PD__SF,212,1
Low Residential,PD,2157,PD__SF,212,1
Low Residential,PD-SR,2158,PD-SR__SF,1268,1
Low Residential,CG,2159,CG,138,0
Low Residential,OSR,2160,OSR,80,0
Low Residential,RR-40,2161,RR-40,8,1
Low Residential,RR-40,2162,RR-40,8,1
Low Residential,RR-40,2163,RR-40,8,1
Low Residential,County RR-20,2164,County RR-20,293,3
Low Residential,R-1-6-SR,2165,R-1-6-SR,322,1
Low Residential,PD,2166,PD__SF,212,1
Low Residential,R-1-6,2167,R-1-6,33,1
Low Residential,MH,2168,MH,29,2
Low Residential,R-1-6,2169,R-1-6,33,1
Low Residential,R-2,2170,R-2,191,2
Low Residential,PD,2171,PD__SF,212,1
Low Residential,PD,2172,PD__SF,212,1
Low Residential,R-1-15-SR,2173,R-1-15-SR,1300,1
Low Residential,R-1-6-SR,2174,R-1-6-SR,322,1
Low Residential,R-1-6,2175,R-1-6,33,1
Low Residential,R-2,2176,R-2,191,2
Low Residential,R-3-18-SR,2177,R-3-18-SR,1300,2
Low Residential,PD,2178,PD__SF,212,1
Low Residential,RR-40-SR,2179,RR-40-SR,1218,1
Low Residential,R-1-6-SR,2180,R-1-6-SR,322,1
Low Residential,R-1-9,2181,R-1-9,291,1
Low Residential,RR-20,2182,RR-20,15,1
Low Residential,PD,2183,PD__SF,212,1
Low Residential,PD,2184,PD__SF,212,1
Low Residential,PD,2185,PD__SF,212,1
Low Residential,R-1-6,2186,R-1-6,33,1
Low Residential,R-1-6,2187,R-1-6,33,1
Low Residential,R-1-6,2188,R-1-6,33,1
Low Residential,R-1-6,2189,R-1-6,33,1
Low Residential,R-1-6,2190,R-1-6,33,1
Low Residential,R-1-6-SR,2191,R-1-6-SR,322,1
Low Residential,R-1-6,2192,R-1-6,33,1
Low Residential,R-1-6,2193,R-1-6,33,1
Low Residential,PI,2194,PI,83,0
Low Residential,PD,2195,PD__SF,212,1
Low Residential,R-1-6,2196,R-1-6,33,1
Low Residential,R-1-6,2197,R-1-6,33,1
Low Residential,R-1-6,2198,R-1-6,33,1
Low Residential,RR-20,2199,RR-20,15,1
Low Residential,RR-20,2200,RR-20,15,1
Low Residential,R-3-18,2201,R-3-18,136,2
Low Residential,R-1-6,2202,R-1-6,33,1
Low Residential,PD,2203,PD__SF,212,1
Low Residential,PD,2204,PD__SF,212,1
Low Residential,PD,2205,PD__SF,212,1
Low Residential,PD,2206,PD__SF,212,1
Low Residential,R-1-6,2207,R-1-6,33,1
Low Residential,RR-20,2208,RR-20,15,1
Low Residential,R-3-15,2209,R-3-15,170,2
Low Residential,R-3-15,2210,R-3-15,170,2
Low Residential,PD,2211,PD__SF,212,1
Low Residential,PD,2212,PD__SF,212,1
Low Residential,PD,2213,PD__SF,212,1
Low Residential,R-1-6,2214,R-1-6,33,1
Low Residential,R-1-6,2215,R-1-6,33,1
Low Residential,PD,2216,PD__SF,212,1
Low Residential,R-3-30,2217,R-3-30,173,2
Low Residential,PD,2218,PD__SF,212,1
Low Residential,R-1-6,2219,R-1-6,33,1
Low Residential,R-1-6,2220,R-1-6,33,1
Low Residential,R-1-6,2221,R-1-6,33,1
Low Residential,R-1-6,2222,R-1-6,33,1
Low Residential,R-1-6,2223,R-1-6,33,1
Low Residential,R-1-6,2224,R-1-6,33,1
Low Residential,R-1-6,2225,R-1-6,33,1
Low Residential,R-1-6,2226,R-1-6,33,1
Low Residential,R-1-6,2227,R-1-6,33,1
Low Residential,RR-40,2228,RR-40,8,1
Low Residential,R-1-6,2229,R-1-6,33,1
Low Residential,R-1-6,2230,R-1-6,33,1
Low Residential,PD,2231,PD__SF,212,1
Low Residential,PD,2232,PD__SF,212,1
Low Residential,R-1-6,2233,R-1-6,33,1
Low Residential,R-1-6,2234,R-1-6,33,1
Low Residential,R-1-6,2235,R-1-6,33,1
Low Residential,PD,2236,PD__SF,212,1
Low Residential,CG,2237,CG,138,0
Low Residential,R-1-6,2238,R-1-6,33,1
Low Residential,CG,2239,CG,138,0
Low Residential,PD,2240,PD__SF,212,1
Low Residential,PD,2241,PD__SF,212,1
Low Residential,PD,2242,PD__SF,212,1
Low Residential,PD,2243,PD__SF,212,1
Low Residential,PD,2244,PD__SF,212,1
Low Residential,R-1-6,2245,R-1-6,33,1
Low Residential,R-1-6,2246,R-1-6,33,1
Low Residential,R-1-6,2247,R-1-6,33,1
Low Residential,R-1-6,2248,R-1-6,33,1
Low Residential,RR-20,2249,RR-20,15,1
Low Residential,MH,2250,MH,29,2
Low Residential,RR-20,2251,RR-20,15,1
Low Residential,PD,2252,PD__SF,212,1
Low Residential,PD,2253,PD__SF,212,1
Low Residential,R-1-6,2254,R-1-6,33,1
Low Residential,R-2,2255,R-2,191,2
Low Residential,County R-3-18,2256,County R-3-18,1334,3
Low Residential,R-1-6,2257,R-1-6,33,1
Low Residential,R-1-6,2258,R-1-6,33,1
Low Residential,PD,2259,PD__SF,212,1
Low Residential,IG,2260,IG,80,0
Low Residential,IL,2261,IL,137,0
Low Residential,R-1-6,2262,R-1-6,33,1
Low Residential,PD,2263,PD__SF,212,1
Low Residential,PD-G,2264,PD-G__SF,247,1
Low Residential,PD,2265,PD__SF,212,1
Low Residential,R-1-6,2266,R-1-6,33,1
Low Residential,R-1-6,2267,R-1-6,33,1
Low Residential,R-3-15,2268,R-3-15,170,2
Low Residential,R-1-6,2269,R-1-6,33,1
Low Residential,PD,2270,PD__SF,212,1
Low Residential,PD,2271,PD__SF,212,1
Low Residential,PD,2272,PD__SF,212,1
Low Residential,R-1-6,2273,R-1-6,33,1
Low Residential,R-1-6,2274,R-1-6,33,1
Low Residential,R-1-6,2275,R-1-6,33,1
Low Residential,R-1-6,2276,R-1-6,33,1
Low Residential,R-1-6,2277,R-1-6,33,1
Low Residential,R-1-6,2278,R-1-6,33,1
Low Residential,RR-20,2279,RR-20,15,1
Low Residential,R-3-30,2280,R-3-30,173,2
Low Residential,R-1-7.5,2281,R-1-7.5,370,1
Low Residential,R-1-6,2282,R-1-6,33,1
Low Residential,PD,2283,PD__SF,212,1
Low Residential,R-1-6,2284,R-1-6,33,1
Low Residential,PD-G,2285,PD-G__SF,247,1
Low Residential,PD,2286,PD__SF,212,1
Low Residential,R-1-6,2287,R-1-6,33,1
Low Residential,PD,2288,PD__SF,212,1
Low Residential,R-1-6,2289,R-1-6,33,1
Low Residential,RR-40,2290,RR-40,8,1
Low Residential,R-1-6,2291,R-1-6,33,1
Low Residential,R-3-15,2292,R-3-15,170,2
Low Residential,CG,2293,CG,138,0
Low Residential,R-1-6,2294,R-1-6,33,1
Low Residential,R-2,2295,R-2,191,2
Low Residential,PD,2296,PD__SF,212,1
Low Residential,PD,2297,PD__SF,212,1
Low Residential,R-1-6,2298,R-1-6,33,1
Low Residential,R-1-6,2299,R-1-6,33,1
Low Residential,RR-20,2300,RR-20,15,1
Low Residential,RR-40,2301,RR-40,8,1
Low Residential,R-1-6,2302,R-1-6,33,1
Low Residential,R-1-6,2303,R-1-6,33,1
Low Residential,R-1-6,2304,R-1-6,33,1
Low Residential,R-1-6,2305,R-1-6,33,1
Low Residential,R-3-30,2306,R-3-30,173,2
Low Residential,R-1-7.5,2307,R-1-7.5,370,1
Low Residential,R-1-6,2308,R-1-6,33,1
Low Residential,PD,2309,PD__SF,212,1
Low Residential,R-2,2310,R-2,191,2
Low Residential,R-1-6,2311,R-1-6,33,1
Low Residential,R-1-15,2312,R-1-15,197,1
Low Residential,R-1-6,2313,R-1-6,33,1
Low Residential,PD,2314,PD__SF,212,1
Low Residential,RR-20,2315,RR-20,15,1
Low Residential,R-1-6,2316,R-1-6,33,1
Low Residential,RR-40,2317,RR-40,8,1
Low Residential,PD-G,2318,PD-G__SF,247,1
Low Residential,PD,2319,PD__SF,212,1
Low Residential,RR-20,2320,RR-20,15,1
Low Residential,MH,2321,MH,29,2
Low Residential,R-1-6,2322,R-1-6,33,1
Low Residential,R-1-15,2323,R-1-15,197,1
Low Residential,R-1-6,2324,R-1-6,33,1
Low Residential,PD,2325,PD__SF,212,1
Low Residential,PD,2326,PD__SF,212,1
Low Residential,RR-20,2327,RR-20,15,1
Low Residential,R-1-6,2328,R-1-6,33,1
Low Residential,R-1-6,2329,R-1-6,33,1
Low Residential,R-1-6,2330,R-1-6,33,1
Low Residential,RR-20,2331,RR-20,15,1
Low Residential,CN,2332,CN,196,0
Low Residential,MH,2333,MH,29,2
Low Residential,R-1-6,2334,R-1-6,33,1
Low Residential,R-2,2335,R-2,191,2
Low Residential,R-2,2336,R-2,191,2
Low Residential,R-1-6,2337,R-1-6,33,1
Low Residential,PD,2338,PD__SF,212,1
Low Residential,RR-40,2339,RR-40,8,1
Low Residential,R-1-6,2340,R-1-6,33,1
Low Residential,R-2,2341,R-2,191,2
Low Residential,R-2,2342,R-2,191,2
Low Residential,PD,2343,PD__SF,212,1
Low Residential,IL,2344,IL,137,0
Low Residential,R-1-6,2345,R-1-6,33,1
Low Residential,PD,2346,PD__SF,212,1
Low Residential,PI,2347,PI,83,0
Low Residential,PD,2348,PD__SF,212,1
Low Residential,PD,2349,PD__SF,212,1
Low Residential,R-1-7.5,2350,R-1-7.5,370,1
Low Residential,RR-40,2351,RR-40,8,1
Low Residential,PD,2352,PD__SF,212,1
Low Residential,RR-40,2353,RR-40,8,1
Low Residential,R-1-6,2354,R-1-6,33,1
Low Residential,PD,2355,PD__SF,212,1
Low Residential,PD,2356,PD__SF,212,1
Low Residential,PD,2357,PD__SF,212,1
Low Residential,PD,2358,PD__SF,212,1
Low Residential,R-1-6,2359,R-1-6,33,1
Low Residential,R-2,2360,R-2,191,2
Low Residential,R-1-6,2361,R-1-6,33,1
Low Residential,PD,2362,PD__SF,212,1
Low Residential,PD,2363,PD__SF,212,1
Low Residential,CG,2364,CG,138,0
Low Residential,RR-20,2365,RR-20,15,1
Low Residential,R-1-6,2366,R-1-6,33,1
Low Residential,R-1-6,2367,R-1-6,33,1
Low Residential,PD,2368,PD__SF,212,1
Low Residential,R-1-6,2369,R-1-6,33,1
Low Residential,PD,2370,PD__SF,212,1
Low Residential,R-1-6,2371,R-1-6,33,1
Low Residential,PD,2372,PD__SF,212,1
Low Residential,R-1-6,2373,R-1-6,33,1
Low Residential,R-1-6,2374,R-1-6,33,1
Low Residential,PD,2375,PD__SF,212,1
Low Residential,PD,2376,PD__SF,212,1
Low Residential,R-1-6,2377,R-1-6,33,1
Low Residential,PD,2378,PD__SF,212,1
Low Residential,PD,2379,PD__SF,212,1
Low Residential,R-1-6,2380,R-1-6,33,1
Low Residential,PD,2381,PD__SF,212,1
Low Residential,PD,2382,PD__SF,212,1
Low Residential,R-1-6,2383,R-1-6,33,1
Low Residential,R-1-6,2384,R-1-6,33,1
Low Residential,RR-20,2385,RR-20,15,1
Low Residential,RR-20,2386,RR-20,15,1
Low Residential,PD,2387,PD__SF,212,1
Low Residential,R-1-6,2388,R-1-6,33,1
Low Residential,R-1-6,2389,R-1-6,33,1
Low Residential,R-1-6,2390,R-1-6,33,1
Low Residential,PD,2391,PD__SF,212,1
Low Residential,RR-20,2392,RR-20,15,1
Low Residential,PD-G,2393,PD-G__SF,247,1
Low Residential,R-1-6,2394,R-1-6,33,1
Low Residential,PD-G,2395,PD-G__SF,247,1
Low Residential,PD,2396,PD__SF,212,1
Low Residential,PD,2397,PD__SF,212,1
Low Residential,R-1-6,2398,R-1-6,33,1
Low Residential,PD,2399,PD__SF,212,1
Low Residential,RR-20,2400,RR-20,15,1
Low Residential,RR-20,2401,RR-20,15,1
Low Residential,RR-20,2402,RR-20,15,1
Low Residential,PD,2403,PD__SF,212,1
Low Residential,R-1-6,2404,R-1-6,33,1
Low Residential,PD,2405,PD__SF,212,1
Low Residential,R-1-6-RC,2406,R-1-6-RC,39,1
Low Residential,MH-RC,2407,MH-RC,159,2
Low Residential,PD,2408,PD__SF,212,1
Low Residential,PD,2409,PD__SF,212,1
Low Residential,PD,2410,PD__SF,212,1
Low Residential,R-1-6,2411,R-1-6,33,1
Low Residential,RR-20,2412,RR-20,15,1
Low Residential,R-1-7.5,2413,R-1-7.5,370,1
Low Residential,R-1-6,2414,R-1-6,33,1
Low Residential,RR-20,2415,RR-20,15,1
Low Residential,PD,2416,PD__SF,212,1
Low Residential,PD,2417,PD__SF,212,1
Low Residential,PD,2418,PD__SF,212,1
Low Residential,RR-20,2419,RR-20,15,1
Low Residential,R-1-6,2420,R-1-6,33,1
Low Residential,R-1-6,2421,R-1-6,33,1
Low Residential,R-2,2422,R-2,191,2
Low Residential,R-3-18-SR,2423,R-3-18-SR,1300,2
Low Residential,R-1-6,2424,R-1-6,33,1
Low Residential,R-1-6,2425,R-1-6,33,1
Low Residential,R-2,2426,R-2,191,2
Low Residential,R-1-6,2427,R-1-6,33,1
Low Residential,PD,2428,PD__SF,212,1
Low Residential,PD,2429,PD__SF,212,1
Low Residential,RR-40,2430,RR-40,8,1
Low Residential,R-1-6,2431,R-1-6,33,1
Low Residential,R-1-6,2432,R-1-6,33,1
Low Residential,R-1-6,2433,R-1-6,33,1
Low Residential,R-1-6,2434,R-1-6,33,1
Low Residential,R-1-6,2435,R-1-6,33,1
Low Residential,PD,2436,PD__SF,212,1
Low Residential,R-1-6,2437,R-1-6,33,1
Low Residential,R-1-6,2438,R-1-6,33,1
Low Residential,PD,2439,PD__SF,212,1
Low Residential,R-1-6,2440,R-1-6,33,1
Low Residential,R-1-6,2441,R-1-6,33,1
Low Residential,R-1-6,2442,R-1-6,33,1
Low Residential,R-1-6,2443,R-1-6,33,1
Low Residential,R-1-6,2444,R-1-6,33,1
Low Residential,R-1-6,2445,R-1-6,33,1
Low Residential,PD,2446,PD__SF,212,1
Low Residential,R-1-6,2447,R-1-6,33,1
Low Residential,R-1-6,2448,R-1-6,33,1
Low Residential,RR-20,2449,RR-20,15,1
Low Residential,PD,2450,PD__SF,212,1
Low Residential,PD,2451,PD__SF,212,1
Low Residential,PD,2452,PD__SF,212,1
Low Residential,R-1-7.5,2453,R-1-7.5,370,1
Low Residential,R-1-6,2454,R-1-6,33,1
Low Residential,RR-20,2455,RR-20,15,1
Low Residential,R-1-6,2456,R-1-6,33,1
Low Residential,R-1-6-SR,2457,R-1-6-SR,322,1
Low Residential,R-1-15,2458,R-1-15,197,1
Low Residential,R-1-7.5-SR,2459,R-1-7.5-SR,1423,1
Low Residential,R-1-6,2460,R-1-6,33,1
Low Residential,R-1-7.5-SR,2461,R-1-7.5-SR,1423,1
Low Residential,R-1-15-SR,2462,R-1-15-SR,1300,1
Low Residential,R-1-6-SR,2463,R-1-6-SR,322,1
Low Residential,RR-20-SR,2464,RR-20-SR,1262,1
Low Residential,RR-20,2465,RR-20,15,1
Low Residential,R-1-6,2466,R-1-6,33,1
Low Residential,R-1-6,2467,R-1-6,33,1
Low Residential,R-1-6,2468,R-1-6,33,1
Low Residential,PD,2469,PD__SF,212,1
Low Residential,R-1-6,2470,R-1-6,33,1
Low Residential,R-3-18-RC,2471,R-3-18-RC,836,2
Low Residential,CG,2472,CG,138,0
Low Residential,RR-40,2473,RR-40,8,1
Low Residential,PD,2474,PD__SF,212,1
Low Residential,R-1-6,2475,R-1-6,33,1
Low Residential,R-1-6,2476,R-1-6,33,1
Low Residential,R-1-6,2477,R-1-6,33,1
Low Residential,RR-40,2478,RR-40,8,1
Low Residential,R-1-6,2479,R-1-6,33,1
Low Residential,PI,2480,PI,83,0
Low Residential,R-1-6,2481,R-1-6,33,1
Low Residential,R-1-6,2482,R-1-6,33,1
Low Residential,R-1-6,2483,R-1-6,33,1
Low Residential,R-1-6,2484,R-1-6,33,1
Low Residential,R-1-6,2485,R-1-6,33,1
Low Residential,R-1-6,2486,R-1-6,33,1
Low Residential,R-1-6,2487,R-1-6,33,1
Low Residential,R-1-6,2488,R-1-6,33,1
Low Residential,PD,2489,PD__SF,212,1
Low Residential,R-1-6,2490,R-1-6,33,1
Low Residential,R-1-6,2491,R-1-6,33,1
Low Residential,PD-RC,2492,PD-RC__SF,120,1
Low Residential,PD-RC,2493,PD-RC__SF,120,1
Low Residential,R-1-6,2494,R-1-6,33,1
Low Residential,R-2,2495,R-2,191,2
Low Residential,RR-20,2496,RR-20,15,1
Low Residential,R-1-15,2497,R-1-15,197,1
Low Residential,R-1-6,2498,R-1-6,33,1
Low Residential,PD,2499,PD__SF,212,1
Low Residential,PD,2500,PD__SF,212,1
Low Residential,R-1-15,2501,R-1-15,197,1
Low Residential,R-1-6,2502,R-1-6,33,1
Low Residential,PD,2503,PD__SF,212,1
Low Residential,R-1-6,2504,R-1-6,33,1
Low Residential,RR-40,2505,RR-40,8,1
Low Residential,PD,2506,PD__SF,212,1
Low Residential,R-1-6-RC,2507,R-1-6-RC,39,1
Low Residential,PD-RC,2508,PD-RC__SF,120,1
Low Residential,R-1-6,2509,R-1-6,33,1
Low Residential,R-1-6,2510,R-1-6,33,1
Low Residential,PD,2511,PD__SF,212,1
Low Residential,R-1-6,2512,R-1-6,33,1
Low Residential,PD,2513,PD__SF,212,1
Low Residential,PD,2514,PD__SF,212,1
Low Residential,RR-40,2515,RR-40,8,1
Low Residential,R-1-15,2516,R-1-15,197,1
Low Residential,R-1-6,2517,R-1-6,33,1
Low Residential,RR-20,2518,RR-20,15,1
Low Residential,RR-20,2519,RR-20,15,1
Low Residential,PD-RC,2520,PD-RC__SF,120,1
Low Residential,PD-RC,2521,PD-RC__SF,120,1
Low Residential,R-1-6,2522,R-1-6,33,1
Low Residential,R-1-6,2523,R-1-6,33,1
Low Residential,R-1-6,2524,R-1-6,33,1
Low Residential,PD,2525,PD__SF,212,1
Low Residential,R-1-6,2526,R-1-6,33,1
Low Residential,R-1-9,2527,R-1-9,291,1
Low Residential,RR-40,2528,RR-40,8,1
Low Residential,R-1-6,2529,R-1-6,33,1
Low Residential,PD-G,2530,PD-G__SF,247,1
Low Residential,PD,2531,PD__SF,212,1
Low Residential,RR-40,2532,RR-40,8,1
Low Residential,R-1-7.5-RC,2533,R-1-7.5-RC,1467,1
Low Residential,R-1-6-RC,2534,R-1-6-RC,39,1
Low Residential,R-1-6-RC,2535,R-1-6-RC,39,1
Low Residential,PD,2536,PD__SF,212,1
Low Residential,R-1-6,2537,R-1-6,33,1
Low Residential,R-1-6,2538,R-1-6,33,1
Low Residential,PD,2539,PD__SF,212,1
Low Residential,R-1-6-RC,2540,R-1-6-RC,39,1
Low Residential,PD,2541,PD__SF,212,1
Low Residential,R-1-6,2542,R-1-6,33,1
Low Residential,PD,2543,PD__SF,212,1
Low Residential,R-1-7.5,2544,R-1-7.5,370,1
Low Residential,R-1-6,2545,R-1-6,33,1
Low Residential,R-1-7.5,2546,R-1-7.5,370,1
Low Residential,PD,2547,PD__SF,212,1
Low Residential,R-1-6,2548,R-1-6,33,1
Low Residential,PD,2549,PD__SF,212,1
Low Residential,R-1-9,2550,R-1-9,291,1
Low Residential,R-1-6,2551,R-1-6,33,1
Low Residential,PD,2552,PD__SF,212,1
Low Residential,PD,2553,PD__SF,212,1
