FID_1,DATE_CREAT,DATE_UPDAT,EDITOR,SPECIFICPL,PRIMARY_ZO,COMBINING_,COMBININ_1,COMBININ_2,COMBININ_3,YARD_REQUI,AREAPLAN,PD_ZU_NUMB,MBSA_ACRE,MBSA_SQFT,MEDIAN_LOT,FRONT_YARD,SIDE_YARD,LABEL,Notes,GlobalID,SHAPE_Leng,SHAPE_Area,Zoning
947,2011-02-14,2013-03-07,ppa,FASP,PD,NA,NA,NA,NA,"R1-BE w/30'ht-limt 10000MBSA 85'MLW, 30'FY, 15'SY",NA,1697,NA,NA,NA,NA,NA,FASP-PD-1697,NA,{6F0D332E-7C99-4E8A-9A49-9D6BCD273502},0.001259614439241,9.4151732e-8,NA
948,2011-02-14,2011-02-14,C1,FASP,PD,NA,NA,NA,NA,R1-BEreqmnts w/30'ht.lim 10000MBSA 85MLW 30FY 15SY,NA,1697,NA,NA,NA,NA,NA,FASP-PD-1697,NA,{EEBC4BDE-36D7-4851-9DF6-41CA48147212},0.001239597281792,2.1778858e-8,NA
949,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{BD40ADAE-CE4F-4922-B508-34858895E2AC},0.001205046026747,8.7596328e-8,1
950,2003-01-01,NA,C1,NA,R1,SU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-SU,NA,{52A3992F-6F4D-4472-AF60-CCAF98835A84},0.00106637747184,4.8937565e-8,1
951,2003-01-01,NA,C1,NA,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CN,NA,{18A0D949-FF98-454D-A50D-67EBF0339BCD},0.00168476947569,1.6982345e-7,NA
952,2003-01-01,NA,C1,NA,R1,SU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-SU,NA,{46DBCD8D-85BA-4DBD-BF22-BDE187E82D7D},0.005582497254709,9.79898402e-7,1
953,2003-01-01,NA,C1,NA,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO,NA,{D8E97280-6DEA-4063-B442-1078119CF87C},0.001409077552365,1.05216663e-7,NA
954,2003-01-01,NA,C1,NA,R1,SU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-SU,NA,{7FECEBDB-E3B8-47BB-882C-E0A93D919599},0.002634739323772,3.16828449e-7,1
955,2003-01-01,NA,C1,NA,R1,SU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-SU,NA,{4A6E840F-17A0-44F8-8F14-D8330E1447EA},0.004747438016839,1.061363029e-6,1
956,2011-09-13,2016-02-05,RT,ACBD,AC-R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-R1,NA,{FD31E42F-B1AE-464B-B344-58B4556EECB2},0.001991351167799,2.047195e-7,NA
957,2011-09-13,2016-02-05,RT,ACBD,AC-R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-R1,NA,{1B05091C-A40F-477D-8EB2-5955E0641ADE},9.09797240391e-4,4.9393732e-8,NA
958,2011-09-13,2016-02-05,RT,ACBD,AC-R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-R1,NA,{F79A972E-5310-492D-83EF-AA7F5B44EE7D},0.001360318714031,8.4464198e-8,NA
959,2011-09-13,2016-02-05,RT,ACBD,AC-R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-R1,NA,{BB009F8D-69D7-415A-9A88-40306910E6F1},0.001312605051455,7.2122487e-8,NA
960,2003-01-01,NA,C1,NA,R1,B40,NA,NA,NA,150' MLW 30' FY 20' SY,NA,NA,NA,NA,NA,NA,NA,R1-B40,NA,{EBEE45ED-F19E-4DC5-83B6-02DF3577B32A},0.001177431019543,8.5392513e-8,1
961,2003-01-01,NA,C1,NA,R1,B10,NA,NA,NA,100' MLW 30' FY 15' SY,NA,NA,NA,NA,NA,NA,NA,R1-B10,NA,{A8B89E1C-5063-4678-BEA4-EC223E799CE8},0.005472285011084,1.579930895e-6,1
962,2011-05-26,2011-05-26,C1,NA,A,CA,NA,NA,NA,NA,SLAP,NA,NA,NA,NA,NA,NA,A-CA,NA,{3AFED6D4-B187-412E-8CB6-10C117E2E968},0.031605365954751,3.9950847722e-5,NA
963,2003-01-01,2013-02-21,ppa,NA,PD,NA,NA,NA,NA,NA,SLAP,2107,NA,NA,NA,NA,NA,PD-2107,NA,{49AD637E-5A5F-4A37-94B5-845F29B3F9DF},0.006098245927928,2.013819063e-6,NA
964,2012-12-10,NA,ppa,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{88C8D532-23F6-4639-8051-D6671159FF34},0.004736041940458,7.35784846e-7,NA
965,2012-12-10,NA,ppa,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{FC1B800D-69A8-4155-8526-A2A2DD575BDD},0.001441473158045,2.5580838e-8,NA
966,2003-01-01,2012-11-02,ppa,NA,R1,L,BE,CSU,RV,5 Ac. MBSA 100' MLW 30' FY,NA,NA,5,NA,NA,NA,NA,R1-L-BE-CSU-RV,NA,{818E8C07-D4CE-414A-B8F4-E5A0EF8A6594},9.96289047139e-4,5.6980587e-8,1
967,2011-03-18,2011-03-18,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{B4431E11-C0FC-415C-B56A-351F98D5A043},0.009945510817942,2.266196838e-6,1
968,2011-03-18,2011-03-18,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{99E4C96A-70DA-4193-B57B-B569C033F015},0.013778221083114,2.795985743e-6,1
969,2011-03-18,2011-03-18,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{5F5E6C14-B057-4EB4-A888-77D36B3FB7FE},0.008212546013332,2.924726439e-6,1
970,2011-03-18,2011-03-18,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{05377BB4-CCF3-42BD-B6F2-13F6B22AC606},0.019738108457823,3.836346224e-6,1
971,2011-03-18,2011-03-18,C1,CVCBD,S07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVCBD-S07,NA,{6257F914-3D07-4C78-9516-1B116169DB44},0.003764530801771,7.6943182e-7,NA
972,2011-03-18,2011-03-18,C1,CVCBD,S07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVCBD-S07,NA,{27BCA3B6-F243-473A-B7A6-56889D0EB770},0.007263827917149,1.705777959e-6,NA
973,2011-03-18,2011-03-18,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{BAB4F301-3F5A-43B5-A6DD-72860EBB5AF3},0.006865583661583,2.540735447e-6,1
974,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{AC54AE9E-00A8-4386-823E-BA6859504CA1},0.006310903184404,1.498659537e-6,1
975,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{52462165-42FE-433D-BCCA-4D61C541233C},0.006278633663066,1.562614191e-6,1
976,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{0A2AC1FD-AB44-4107-9D72-A09CA718D20D},0.006272262372389,1.55434205e-6,1
977,2003-01-01,NA,C1,NA,C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1,NA,{61D8A7C6-7AF8-49F2-A002-CBF1669FCFAA},0.003857489290906,5.67875248e-7,NA
978,2011-09-09,2011-09-09,C1,NA,RS,DV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-DV,NA,{37153D18-4F84-46FD-A2B8-31D64116ACA0},0.003542126387087,7.22615229e-7,2
979,2011-03-01,2011-03-01,C1,NA,PD,NA,NA,NA,NA,NA,NA,1487,NA,NA,NA,NA,NA,PD-1487,NA,{6ADCA185-5F8F-41F8-9B42-FB300594254B},0.002114981231561,2.54525303e-7,NA
980,2003-01-01,2012-07-23,ppa,NA,RS,SU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-SU,NA,{9E8B8A99-7932-4E5E-8AE3-092E4A2C42CB},0.001540358830486,1.24688533e-7,2
981,2003-01-01,2012-07-23,ppa,NA,RS,SU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-SU,NA,{20E60B86-EE5C-4276-BBDE-E39D578C8DF9},0.001229647799101,7.0211234e-8,2
982,2003-01-01,NA,C1,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,{6FCBAE3B-2A71-4E3D-A454-51B7601773E1},8.26999527747e-4,3.2466714e-8,NA
983,2003-01-01,NA,C1,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,{935B047C-73ED-4620-BE8F-59E9A56A73AC},0.004233283338235,4.04064878e-7,NA
984,2003-01-01,2012-07-23,ppa,NA,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CN,NA,{DD63F2C3-6DE3-45F9-B839-790EF554DAAC},9.14505400183e-4,4.3937215e-8,NA
985,2003-01-01,NA,C1,NA,R1,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-RV,NA,{06B3DEC9-0EEB-48A1-BAFE-0DB7ADD0A9EF},0.004985433696489,7.16470323e-7,1
986,2011-09-14,2016-02-05,RT,ACBD,AC-R2,NA,NA,NA,NA,R1,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-R2,NA,{D278935F-D8BE-47C9-B445-E277076DAADD},0.006224863999133,1.445266e-6,NA
987,2011-03-15,2011-03-15,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{D5E5CE91-E47D-4F61-90B7-3D7EFB9CF20A},0.009866366474323,3.291439995e-6,1
988,2011-03-15,2011-03-15,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{8BCF679C-074F-4CB3-8F40-F24D0D9AD4A3},0.001909733942236,1.83755563e-7,1
989,2011-03-15,2011-03-15,C1,NA,R1,BE,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-BE-CSU-RV,NA,{8A177C20-8BCA-4221-AE29-ED84735461BF},0.003274902607932,3.77780278e-7,1
990,2011-03-15,2011-03-15,C1,NA,R1,BE,CSU,RV,NA,"10000 sf.M.B.S.A., 75' M.L.W.",NA,NA,NA,NA,NA,NA,NA,R1-BE-CSU-RV,NA,{54EA00AB-F13B-45AD-B374-3566E0600049},0.015190633489308,3.308283144e-6,1
991,2011-03-15,2011-03-15,C1,NA,R1,BE,CSU,RV,NA,1/2 ac. M.B.S.A.,NA,NA,NA,NA,NA,NA,NA,R1-BE-CSU-RV,NA,{084CCDEB-0E24-4B17-9F2D-DCEE01273EE9},0.01467374501377,4.173391533e-6,1
992,2011-03-15,2011-03-15,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{451A8B06-FAB5-4D6A-AAA7-FF2AAF559A04},0.017841071977174,4.813387468e-6,1
993,2011-03-17,2011-03-17,C1,CVCBD,S11E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVCBD-S11E,NA,{2DD8FC1F-0238-4565-BC75-EB23B98CA3F5},0.002281670173527,2.45953111e-7,NA
994,2011-03-25,2011-03-25,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{15A6DAFE-F038-406F-AE28-A23914F44CF8},0.004583094142985,1.071718795e-6,1
995,2011-03-25,2011-03-25,C1,NA,PD,NA,NA,NA,NA,NA,NA,1834,NA,NA,NA,NA,NA,PD-1834,NA,{0D1C1389-5D5F-4902-BB6E-9B5F36DB606F},0.003761377985325,5.27511949e-7,NA
996,2011-03-18,2011-03-18,C1,NA,PD,NA,NA,NA,NA,NA,NA,1608,NA,NA,NA,NA,NA,PD-1608,NA,{E5511558-812D-40BA-9739-402E6F1B1642},0.001312319260591,1.10691109e-7,NA
997,2011-11-08,2011-11-08,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{2755ED08-C8E2-4BCC-A240-ACCB47296376},0.101454092939986,5.26508805013e-4,NA
998,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{FDB82F2F-37AD-4823-B574-D13278BE140A},0.101063401851684,5.17645008156e-4,NA
999,2011-02-08,2011-02-08,C1,FASP,R1,BE,NA,NA,NA,6000 sf.MBSA 60' MLW 20' FY 7' SY,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{F7E6EF52-F6DE-4C4C-975D-B462C4C3C26F},0.008256305926001,3.214166473e-6,1
1000,2003-01-01,NA,C1,NA,C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1,NA,{11B1DDD5-B10C-4C5D-AAA6-8754A23F941B},4.01318636918e-4,9.620461e-9,NA
1001,2003-01-01,NA,C1,NA,R1,SU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-SU,NA,{92BE8D03-A330-4C88-AE73-C6A3C80B25D5},0.005842910521836,9.88536414e-7,1
1002,2003-01-01,NA,C1,NA,R1,SU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-SU,NA,{56518201-B936-4BD0-8F28-50C693495664},0.004863043788154,1.161143012e-6,1
1003,2011-03-08,2011-03-08,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{2743DDA5-2DD3-4CF0-92F7-309FA2C098FC},0.006842636404923,1.58408613e-6,1
1004,2011-03-08,2011-03-08,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{7601E6B7-7276-4529-BB80-9EC677A124D7},0.012435144248548,2.504233273e-6,1
1005,2011-03-09,2011-03-09,C1,NA,RS,D3,NA,NA,NA,2300 sf./DU,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{68C4B1D4-CFCE-406E-8EDE-0A34B6D42528},0.00396299096114,7.84514518e-7,2
1006,2011-03-09,2011-03-09,C1,NA,RS,D3,NA,NA,NA,2700 sf./DU,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{66F4B4D0-B946-4907-BDA4-F8AD37B3AD4D},0.002767981474762,2.60847139e-7,2
1007,2010-11-30,2012-11-02,ppa,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{29507073-D76B-4701-B476-BB7AF71B7CBC},0.012169238202,7.303463619e-6,NA
1008,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1337,NA,NA,NA,NA,NA,PD-1337,NA,{05F93A8B-4E74-4896-BF40-9256D19C19C6},0.013000198812712,3.336668467e-6,NA
1009,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1337,NA,NA,NA,NA,NA,PD-1337,NA,{403660AC-20F3-4B5B-AAA0-DE0AE978EC5E},0.016844864090526,3.363152869e-6,NA
1010,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{1FEBC4C8-9D56-4923-BCB5-866531DEDC97},0.005850149612753,1.430986213e-6,1
1011,2003-01-01,NA,C1,NA,R2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2,NA,{634E6E40-6E65-4098-ADA4-DF48C070554B},0.001585767495205,1.42325694e-7,2
1012,2011-01-20,2011-01-20,C1,NA,RS,D15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D15,NA,{6649B082-5C20-4CC7-8679-2CA326703712},0.001287358101945,9.4458025e-8,2
1013,2011-01-20,2011-01-20,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{3033C432-503B-4CF4-8FF5-A9F1601AC761},0.005767905250996,1.297738987e-6,1
1014,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,PD-2001,NA,{4F0F5CB2-7616-40A3-A9E3-0071FC2E46DB},0.005724285133488,9.81812262e-7,NA
1015,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,PD-2001,NA,{58A83A34-8B55-4379-9B37-DDA24505BD3C},0.005331808764974,7.13546754e-7,NA
1016,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,PD-2001,NA,{B8B016A1-C4F6-49F8-BBEC-AE35638CD55B},0.007383697112569,1.988257023e-6,NA
1017,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,PD-2001,NA,{0CCE5737-6163-40C9-92F3-BDAE789CCFE2},0.005235153973112,1.612769361e-6,NA
1018,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,PD-2001,NA,{4A460E0D-A0A9-44B7-99B4-568245DE77F3},0.003299989650776,4.16354007e-7,NA
1019,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,PD-2001,NA,{84CC04E4-B0BF-4245-B987-F386BFE32120},0.009136852084465,2.159947145e-6,NA
1020,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,PD-2001,NA,{ED7E04E0-9FB1-40F6-A27C-B89363D79A9C},7.28969473723e-4,3.0350358e-8,NA
1021,2009-08-05,2013-05-08,ppa,NA,RS,DV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-DV,NA,{DE06729A-6736-43CF-A63A-FFB15D8B77DB},0.002853342478979,2.19291132e-7,2
1022,2003-01-01,2013-05-08,ppa,NA,RS,DV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-DV,NA,{6006046C-E853-4195-BB49-3EC6A516FEEC},0.001033680094665,5.1845867e-8,2
1023,2011-03-01,2011-03-01,C1,NA,C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1,NA,{4BAF3E57-A9AD-431F-BB40-06120C8A440A},0.002912806177726,2.90922887e-7,NA
1024,2003-01-01,NA,C1,CVCBD,S11W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVCBD-S11W,NA,{FE4A44BC-F557-4527-9A30-804B5844D809},0.004926186017935,1.237083994e-6,NA
1025,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{F6B2FF03-B515-4EE9-998C-4A60196FD505},9.46828049346e-4,5.194365e-8,1
1026,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{5185399B-3C3E-482B-AE66-79A8A0226F43},0.021339960722236,1.1544473028e-5,1
1027,2010-11-01,2012-12-06,ppa,FASP,R1,BE,NA,NA,NA,10000 s.f. MBSA,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{6A708CF1-7578-4741-8180-C163F25D1D78},0.004159924997642,5.72177537e-7,1
1028,2011-09-28,2013-03-25,ppa,FASP,R1,BE1AC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE1AC,NA,{12B00DA0-FE4F-4426-86E0-E97B37D6A7D3},0.005224315473714,1.459172338e-6,1
1029,2003-01-01,NA,C1,NA,R1,L,BE,CSU,RV,5 Ac. MBSA 300' MLW 30' FY,NA,NA,5,NA,NA,NA,NA,R1-L-BE-CSU-RV,NA,{637A7561-506A-4CBA-95BF-D1A970C7F94F},0.005643259517246,2.068890794e-6,1
1030,2003-01-01,NA,C1,NA,R1,L,BE,CSU,RV,5 Ac.MBSA 300' MLW 30' FY,NA,NA,5,NA,NA,NA,NA,R1-L-BE-CSU-RV,NA,{33BA3F90-AE7D-4BBF-8B61-9DA0DD880A9B},0.003017276042196,4.63005546e-7,1
1031,2010-12-27,2010-12-27,C1,FASP,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FASP-R1,NA,{BD1BF756-9C95-4C46-A844-732FC596BC9C},0.006305685503343,2.439699317e-6,1
1032,2010-12-27,2010-12-27,C1,FASP,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FASP-R1,NA,{D5E3296A-4F3F-41B0-8813-488B96CDA53E},0.006237079454357,1.549455961e-6,1
1033,2011-01-04,2011-01-04,C1,FASP,R1,BE,NA,NA,NA,1 ACRE. M.B.S.A.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{DF7BBD65-D0E8-4523-8F18-40D352DD6B74},0.005648324514122,1.191364202e-6,1
1034,2011-01-04,2012-12-07,ppa,FASP,R1,BE,NA,NA,NA,10000 s.f. MBSA,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{5C6FE006-C7A3-4B17-BDB1-12D6D3559712},0.006340541451395,1.211085257e-6,1
1035,2011-01-05,2011-01-05,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{B9D45E96-F95E-440F-B7B0-FAEE7EEF55B4},0.008039153489333,1.683778419e-6,NA
1036,2011-01-05,2011-01-05,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{99827C8D-90D7-42EB-B4AD-C8736AA7BDED},0.015949155855939,4.21357539e-6,NA
1037,2011-01-05,2011-01-05,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{2F455435-C322-408E-8796-5CED270E4349},0.002916849717495,5.53298029e-7,NA
1038,2011-02-02,2011-02-02,C1,FASP,R1,L,BE,NA,NA,"5 ACRE MBSA, 300' MLW, 30' FY 20' SY",NA,NA,NA,NA,NA,NA,NA,FASP-R1-L-BE,NA,{9AB4BD29-D32B-4619-88DD-421158E13221},0.017045460488331,6.873866264e-6,1
1039,2011-02-04,2011-02-04,C1,FASP,R1,L,BE,NA,NA,5 Ac MBSA 300' MLW 30' FY 20' SY (107th ZU),NA,NA,NA,NA,NA,NA,NA,FASP-R1-L-BE,NA,{12D5202B-76D5-4554-B819-B566D5CC41A2},0.017593291665605,9.685840387e-6,1
1040,2011-02-04,2011-02-04,C1,FASP,R1,L,BE,NA,NA,5 Ac MBSA 300' MLW 30' FY 20' SY (see 107th ZU),NA,NA,NA,NA,NA,NA,NA,FASP-R1-L-BE,NA,{6EAFAE09-85E1-4077-B4D9-1B176E4D69EA},0.012185020694718,7.255198564e-6,1
1041,2011-01-03,2011-01-03,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{D05C5B4F-2ADF-4F65-BED9-15BCB0445FB4},0.004030909447157,5.65198277e-7,NA
1042,2011-01-03,2011-01-03,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{5E1DA007-85BE-4A0A-9427-97E4F8261E6E},0.016506187070519,3.941114277e-6,NA
1043,2011-01-03,2011-01-03,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{FEC59713-8860-4C3A-A956-0A8B8FCDADB6},0.013394164066441,7.4873280559999996e-006,NA
1044,2011-01-03,2011-01-03,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{47E1BDC9-DD0D-4F9A-9845-0CCD3B0EBDBB},0.00301339383866,4.77404733e-7,NA
1045,2011-01-03,2011-01-03,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{70CC275C-4ECE-465A-867D-8D3310DCD476},0.013918239551601,5.587558777e-6,NA
1046,2003-01-01,2012-11-12,ppa,NA,PD,NA,NA,NA,NA,NA,NA,1489,NA,NA,NA,NA,NA,PD-1489,NA,{159CA09B-F9CE-4D8D-BC4C-CF765524F5CA},0.004916147658296,1.135569602e-6,NA
1047,2011-03-28,2011-03-28,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{E84402CD-9970-45BD-850E-8B137AAC427E},0.014067531355442,2.72362955e-6,1
1048,2011-01-14,2012-11-24,ppa,NA,RS,D15,NA,NA,NA,1500 s.f. M.B.S.A./D.U.,NA,NA,NA,NA,NA,NA,NA,RS-D15,NA,{4DBCB986-4983-49D7-AC8A-08827DC7B9B6},2.93248891914e-4,2.256527e-9,2
1049,2003-01-01,NA,C1,NA,CN,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CN-S,NA,{BCD9F2AD-402D-484D-9CD9-67EAE50B181F},6.26790841219e-4,1.8428393e-8,NA
1050,2003-01-01,NA,C1,NA,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CN,NA,{C82E1DCA-45E2-4111-B1C2-D58145C729A4},7.54672445988e-4,3.3139224e-8,NA
1051,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1930,NA,NA,NA,NA,NA,PD-1930,NA,{8208C1A4-CE50-4B52-AF31-4DBF4AD01DCA},0.001169017883661,7.9741152e-8,NA
1052,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1890,NA,NA,NA,NA,NA,PD-1890,NA,{76182337-0446-4F23-B796-513427DA5CAB},0.001134639880307,7.3709529e-8,NA
1053,2003-01-01,NA,C1,NA,R1,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-RV,NA,{06F3A042-D675-4C4A-96FD-7ED76BA5CE2E},0.002603959815178,3.28481256e-7,1
1054,2011-03-16,2011-03-16,C1,NA,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CN,NA,{B6E45A66-1A52-4D9E-9EBA-E8BF3499C107},1.1475474901e-5,1.41e-13,NA
1055,2011-03-14,2011-03-14,C1,NA,RS,D3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{10D67400-6BDA-44B8-A76D-E76A9CD48DE5},0.006952369330501,1.136028228e-6,2
1056,2011-03-14,2011-03-14,C1,NA,RS,D25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D25,NA,{525B4962-4CBA-45C6-A5E7-7CD14423A25D},0.002596505177397,2.62766708e-7,2
1057,2011-03-14,2011-03-14,C1,NA,RS,D20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D20,NA,{C411AC76-3750-4494-B867-7677C75962D8},0.002072097123068,2.51706939e-7,2
1058,2011-03-14,2011-03-14,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{12BE8043-13E0-4120-9F55-7B8531AE5EC1},0.001926546802891,2.306826e-7,1
