Name,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,snippet,Zoning
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF(H-I),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF(H-I),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-79-17(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF(H-I),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF(Q)(H-I),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
PF(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-67-1,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-2016-270,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2014-195,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-6(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-40,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-2006-173,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2004-78,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-X-28,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-85-10,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-80-17,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2011-154,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-X-27.28,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-95-8,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-94-4,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-87-12,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2013-188,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-71-3,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2005-348,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-1-8,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-2006-344(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2005-239(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-24(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-24(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-24(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-24(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-24(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-24(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-24(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-2004-308,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2004-92(I),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
OS,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-8,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-83-14(Q),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-86-13,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-86-19,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2005-292,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-X-35.39,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-2000-352,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-68-11,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-89-13(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-79-14,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-89-13,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-87-7,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-79-14,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-20(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-89-13,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-10(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-72-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-72-2(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-8(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-8(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-8(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-8(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-10(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-10(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-2012-109,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
OS,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2013-103,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2014-20,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
OS,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2002-336,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-85-21,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-10,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-2012-109,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-8,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-G-X-30.92,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-40,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-81-11,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-95-3,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2005-73,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2005-73,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-3-15,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-90-6,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-77-8,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-3-30,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-99-3,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-90-19,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-90-19,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2000-142,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-83-7,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-94-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-79-6,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-68-11,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15OO,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15Q,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15R,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15S,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15T,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15U,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15Y,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
"P-81-15K,M",NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15E,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15F,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15FF,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15G,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15G,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-81-15H,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-79-11,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-2005-292,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-3-70,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-70,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-70,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-67-1,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-19,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-87-13,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-65-8,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-X-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-19,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-24,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-24,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-24,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-24,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-2005-73,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2015-122,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2010-3,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-19,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-19,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-19,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-19,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-19,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-19,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-85-1,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-90-15,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-3-27,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-2014-84,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-95-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-19,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-83-9,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-G-19,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-27,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-85-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-86-13,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-6(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-83-14,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-76-7,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-78-1,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-6(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-87-9,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-85-7,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-18,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-G-29,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-G-X-32.23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
R-3-23,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,2
P-83-11,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-85-19,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-68-11,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-66-1,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-66-1,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-90-19,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-82-1B,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-82-1E,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-82-1A,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-88-8,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-20(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-79-19,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-84-13,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-94-3,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-84-14,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-84-13,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-10(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-20(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-20(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-96-10,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-85-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-86-13,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-83-14(Q),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-84-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-85-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-20(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-83-14(Q),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-84-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-86-1,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-86-1(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-90-17,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-90-5(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-20(HOD)(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-96-12(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-87-17,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-87-17(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-87-7(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-88-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-89-8(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-90-11(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-97-4(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-20(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-90-17,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-20(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-2007-207,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-2007-207(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-20(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-8(H-I)(MP),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-8(HOD)(H-I)(MP),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-8(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-78-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-95-7,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-8,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-80-15,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-90-4,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-74-1,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-76-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-10,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-10,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-10,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-10,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-2010-280,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-8,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-84-10,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-99-1,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-88-9,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-8(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-71-3,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-8,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-8,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-8,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-97-8,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-6(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-2000-114,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-10(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-85-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-77-7,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-10(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-20(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-20(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-82-7,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-10(H-I),NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-76-3,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-82-7,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-10,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-10,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-X-6,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
R-1-X-7.4,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
P-83-14,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-84-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-84-2,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-86-11,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-86-11(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-87-7(HOD),NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-87-7,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
P-79-14,NA,NA,NA,clampToGround,-1,0,-1,NA,NA,NA,NA
R-1-10,NA,NA,NA,clampToGround,-1,0,-1,0,NA,NA,1
