OBJECTID,BASEZONING,DISTRICT,DENSITY,Shape_Leng,Shape_Area,Zoning
1611,DA B6 20/3 (Ac/DU)/Ac MIN,DA,20/3 (Ac/DU)/Ac MIN,10494.4083775,6796895.92656,NA
1612,DA B6 20/3 (Ac/DU)/Ac MIN,DA,20/3 (Ac/DU)/Ac MIN,945.777657604,47267.9690775,NA
1613,DA B6 20/3 (Ac/DU)/Ac MIN,DA,20/3 (Ac/DU)/Ac MIN,9600.56907326,3030267.78669,NA
1614,DA B6 20/3 (Ac/DU)/Ac MIN Z,DA,20/3 (Ac/DU)/Ac MIN,6361.04336777,1813916.71015,NA
1615,DA B6 20/40 (Ac/DU)/Ac MIN,DA,20/40 (Ac/DU)/Ac MIN,7923.35696952,3757057.61001,NA
1616,DA B6 20/40 (Ac/DU)/Ac MIN Z,DA,20/40 (Ac/DU)/Ac MIN,4757.71525863,751387.347991,NA
1617,DA B6 20/40 (Ac/DU)/Ac MIN Z,DA,20/40 (Ac/DU)/Ac MIN,5149.62076841,1652188.37098,NA
1618,DA B6 20/40 (Ac/DU)/Ac MIN Z,DA,20/40 (Ac/DU)/Ac MIN,15091.1982009,12544015.0487,NA
1619,DA B6 25,DA,25,8366.81425409,4260230.72712,NA
1620,DA B6 25 Z,DA,25,17583.0272799,7180691.8345,NA
1621,DA B6 29,DA,29,7886.32169023,3274419.27187,NA
1622,DA B6 30,DA,30,10162.649851,5573529.60181,NA
1623,DA B6 30,DA,30,7938.63959496,2077597.45247,NA
1624,DA B6 30,DA,30,7781.86993466,3679441.54622,NA
1625,DA B6 30,DA,30,9590.64364171,5704090.33652,NA
1626,DA B6 30,DA,30,11575.1554177,4766353.24596,NA
1627,DA B6 30 Z,DA,30,3714.817448,645608.217522,NA
1628,DA B6 30 Z,DA,30,11300.7933358,6448608.26803,NA
1629,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,9166.76137193,3182491.94089,NA
1630,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,6646.7091849,2697062.5548,NA
1631,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,7938.84000992,3570939.41557,NA
1632,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,12931.4783467,7863976.91613,NA
1633,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,4127.54906283,1060883.99553,NA
1634,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,5060.65463702,1471033.73887,NA
1635,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,9404.15437359,3188938.4159,NA
1636,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,15230.1132612,14092396.7628,NA
1637,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,15036.9668628,6881362.33016,NA
1638,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,1887.50552757,209748.671845,NA
1639,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,27088.7084645,15495408.3936,NA
1640,DA B6 30/3 (Ac/DU)/Ac MIN,DA,30/3 (Ac/DU)/Ac MIN,32420.1776627,39657455.044,NA
1641,DA B6 30/3 (Ac/DU)/Ac MIN Z,DA,30/3 (Ac/DU)/Ac MIN,3761.30645006,707334.553203,NA
1642,DA B6 30/3 (Ac/DU)/Ac MIN Z,DA,30/3 (Ac/DU)/Ac MIN,10660.497708,6810217.7275,NA
1643,DA B6 35,DA,35,8103.67040803,3272861.15738,NA
1644,DA B6 40,DA,40,18075.2853777,16472947.5445,NA
1645,DA B6 40,DA,40,2406.32072317,284040.625447,NA
1646,DA B6 40,DA,40,1009.0335482,46827.9201542,NA
1647,DA B6 40,DA,40,15721.5218239,5753597.99937,NA
1648,DA B6 40,DA,40,9882.85035447,2877992.65576,NA
1649,DA B6 40,DA,40,7703.90498992,1599855.23971,NA
1650,DA B6 40,DA,40,1205.60982323,90650.3855148,NA
1651,DA B6 40,DA,40,2841.58492,168433.682678,NA
1652,DA B6 40,DA,40,5747.1053081,1056593.40071,NA
1653,DA B6 40,DA,40,9155.04849994,3329456.46297,NA
1654,DA B6 40,DA,40,1102.91145292,40729.1620197,NA
1655,DA B6 40,DA,40,917.659032388,43877.7473127,NA
1656,DA B6 40,DA,40,13978.820709,3945854.26401,NA
1657,DA B6 40,DA,40,6800.99743688,2615040.20871,NA
1658,DA B6 40,DA,40,17530.1030051,13229796.4065,NA
1659,DA B6 40,DA,40,7187.79991379,2720077.14401,NA
1660,DA B6 40,DA,40,15009.4496365,9247338.1336,NA
1661,DA B6 40,DA,40,37282.1594056,14470203.5924,NA
1662,DA B6 40,DA,40,8446.54855928,2497477.10616,NA
1663,DA B6 40,DA,40,21253.4199499,8872065.12358,NA
1664,DA B6 40,DA,40,7880.57964405,3444481.61148,NA
1665,DA B6 40,DA,40,6975.92513087,2105596.29647,NA
1666,DA B6 40,DA,40,24103.6240904,11925797.7943,NA
1667,DA B6 40,DA,40,14411.8603499,6828844.47262,NA
1668,DA B6 40,DA,40,2890.8637005,422981.602747,NA
1669,DA B6 40,DA,40,7868.04637676,3460765.02175,NA
1670,DA B6 40,DA,40,12421.019381,8137263.68987,NA
1671,DA B6 40,DA,40,12880.2040337,9959229.32339,NA
1672,DA B6 40,DA,40,3872.28853196,833403.532317,NA
1673,DA B6 40,DA,40,12471.8331496,3935419.64981,NA
1674,DA B6 40,DA,40,889.877951258,39795.7459894,NA
1675,DA B6 40,DA,40,3688.76370081,869618.867762,NA
1676,DA B6 40,DA,40,6122.28244721,2038437.65658,NA
1677,DA B6 40,DA,40,3804.975431,875399.851592,NA
1678,DA B6 40,DA,40,14195.4286161,5844190.00549,NA
1679,DA B6 40 Z,DA,40,11683.9819188,7075012.64586,NA
1680,DA B6 40 Z,DA,40,8723.27145032,4007979.53232,NA
1681,DA B6 40 Z,DA,40,4202.6132811,1090214.12708,NA
1682,DA B6 40 Z,DA,40,23010.426758,14320894.3986,NA
1683,DA B6 40 Z,DA,40,5836.1347034,2019382.26374,NA
1684,DA B6 40 Z,DA,40,28274.1355985,22664332.9308,NA
1685,DA B6 40 Z,DA,40,19967.2092764,23555215.4833,NA
1686,DA B6 40 Z,DA,40,10890.7404139,5179999.09118,NA
1687,DA B6 40 Z,DA,40,1695.5822897,88734.1850231,NA
1688,DA B6 40 Z,DA,40,38301.3320501,40121857.1808,NA
1689,DA B6 40 Z,DA,40,10298.789901,3340455.13847,NA
1690,DA B6 40 Z,DA,40,4177.4131105,822286.444727,NA
1691,DA B6 40 Z,DA,40,9980.04135146,4417672.21841,NA
1692,DA B6 40 Z,DA,40,12348.3691062,7767235.27067,NA
1693,DA B6 40 Z,DA,40,9439.67928353,3309178.16282,NA
1694,DA B6 40 Z,DA,40,7086.23880108,1865251.09044,NA
1695,DA B6 40 Z,DA,40,34244.6986966,27837519.3238,NA
1696,DA B6 40 Z,DA,40,18021.3364929,11977337.4698,NA
1697,DA B6 40 Z,DA,40,1258.14362218,58883.2959117,NA
1698,DA B6 40 Z,DA,40,30278.1105538,16364733.9184,NA
1699,DA B6 40 Z,DA,40,10869.9226637,5230521.47126,NA
1700,DA B6 40/10 (Ac/DU)/Ac MIN Z,DA,40/10 (Ac/DU)/Ac MIN,7790.27383733,3418785.55863,NA
1701,DA B6 40/3 (Ac/DU)/Ac MIN,DA,40/3 (Ac/DU)/Ac MIN,6087.12074473,1805835.99067,NA
1702,DA B6 40/3 (Ac/DU)/Ac MIN,DA,40/3 (Ac/DU)/Ac MIN,5020.83127055,1328168.2563,NA
1703,DA B6 40/3 (Ac/DU)/Ac MIN,DA,40/3 (Ac/DU)/Ac MIN,12621.6017522,6677125.48673,NA
1704,DA B6 40/3 (Ac/DU)/Ac MIN,DA,40/3 (Ac/DU)/Ac MIN,17277.5495754,14742310.1277,NA
1705,DA B6 40/3 (Ac/DU)/Ac MIN,DA,40/3 (Ac/DU)/Ac MIN,32831.8288734,28033922.6367,NA
1706,DA B6 40/3 (Ac/DU)/Ac MIN Z,DA,40/3 (Ac/DU)/Ac MIN,14428.6029203,8600843.3494,NA
1707,DA B6 40/3 (Ac/DU)/Ac MIN Z,DA,40/3 (Ac/DU)/Ac MIN,9292.40544363,4164407.59111,NA
1708,DA B6 40/40 (Ac/DU)/Ac MIN,DA,40/40 (Ac/DU)/Ac MIN,1185.31137847,87392.97658,NA
1709,DA B6 40/40 (Ac/DU)/Ac MIN Z,DA,40/40 (Ac/DU)/Ac MIN,3912.80557516,867426.346609,NA
1710,DA B6 50 Z,DA,50,16650.699102,6893183.31916,NA
1711,DA B6 60,DA,60,9946.68369124,3482422.30367,NA
1712,DA B6 60,DA,60,4199.73812202,1041428.49503,NA
1713,DA B6 60,DA,60,2367.41851729,354631.254686,NA
1714,DA B6 60,DA,60,3053.6468261,435659.344276,NA
1715,DA B6 60,DA,60,7248.37509856,2445483.03512,NA
1716,DA B6 60,DA,60,4458.22772391,1170385.17131,NA
1717,DA B6 60,DA,60,18941.4642428,11976420.2892,NA
1718,DA B6 60,DA,60,14278.5508055,6746096.24522,NA
1719,DA B6 60,DA,60,9820.41860745,4503245.03502,NA
1720,DA B6 60 Z,DA,60,6297.98573456,2351535.64604,NA
1721,DA B6 60 Z,DA,60,6172.60526467,2188101.42269,NA
1722,DA B6 60 Z,DA,60,28701.4305957,20732069.1165,NA
1723,DA B6 80 Z,DA,80,16304.552047,9002590.87716,NA
1724,DA B7,DA,NA,8722.46054866,2225193.7872,NA
1725,DA B7,DA,NA,8477.59243999,3836685.8741,NA
1726,DA B7,DA,NA,10021.8911406,3389413.47291,NA
1727,DA B7,DA,NA,4399.68947712,146857.562256,NA
1728,DA B7,DA,NA,12141.8296128,5908871.77175,NA
1729,DA B7,DA,NA,6386.14285264,2212377.12428,NA
1730,DA B7,DA,NA,7100.27738037,2581469.7492,NA
1731,DA B7,DA,NA,19072.8916609,10274610.096,NA
1732,DA B7,DA,NA,13672.9176348,6795175.50246,NA
1733,DA B7,DA,NA,8722.81006452,2102331.25485,NA
1734,DA B7,DA,NA,8569.14766566,3464723.7555,NA
1735,DA B7,DA,NA,7914.5827941,3532727.97145,NA
1736,DA B7,DA,NA,11715.4070455,5437426.71583,NA
1737,DA B7,DA,NA,14065.9498287,5343027.7915,NA
1738,DA B7,DA,NA,2471.39159478,287759.878886,NA
1739,DA B7,DA,NA,7998.61912505,2142649.45878,NA
1740,DA B7,DA,NA,3582.97187306,551244.470109,NA
1741,DA B7,DA,NA,13043.2683923,4430192.45389,NA
1742,DA B7,DA,NA,2382.29982857,103624.203273,NA
1743,DA B7,DA,NA,4576.44050717,1125993.08814,NA
1744,DA B7,DA,NA,2301.58557321,85577.7360199,NA
1745,DA B7,DA,NA,19261.3226485,6099671.22193,NA
1746,DA B7,DA,NA,6527.57654167,2118685.55493,NA
1747,DA B7,DA,NA,5023.05918687,824362.221025,NA
1748,DA B7,DA,NA,6325.69412218,2484592.35354,NA
1749,DA B7,DA,NA,6584.49599109,1833170.85574,NA
1750,DA B7,DA,NA,5549.7868113,1848473.62233,NA
1751,DA B7,DA,NA,7504.30163868,1899730.25528,NA
1752,DA B7,DA,NA,9716.70611206,4215771.47477,NA
1753,DA B7,DA,NA,4882.36142646,1088017.97349,NA
1754,DA B7,DA,NA,9147.64988534,3933182.28908,NA
1755,DA B7,DA,NA,9187.61829439,2402039.61327,NA
1756,DA B7,DA,NA,5193.9862635,1198731.00608,NA
1757,DA B7,DA,NA,3480.37465727,519816.087345,NA
1758,DA B7,DA,NA,4002.34916125,786578.985361,NA
1759,DA B7,DA,NA,4063.05507674,924838.173208,NA
1760,DA B7,DA,NA,20190.4402286,11516046.4821,NA
1761,DA B7,DA,NA,4828.58024234,1142489.57718,NA
1762,DA B7,DA,NA,4618.57475323,1232783.6776,NA
1763,DA B7,DA,NA,3822.10905361,911373.196839,NA
1764,DA B7,DA,NA,3932.94377753,622157.837009,NA
1765,DA B7,DA,NA,3833.77161127,830716.371071,NA
1766,DA B7,DA,NA,1639.13550234,143530.548208,NA
1767,DA B7,DA,NA,2824.20524643,297402.863079,NA
1768,DA B7,DA,NA,5737.19708947,1405120.55785,NA
1769,DA B7,DA,NA,4940.78968434,1026682.72874,NA
1770,DA B7,DA,NA,4180.1751821,694928.734022,NA
1771,DA B7,DA,NA,24331.4649862,6900736.29485,NA
1772,DA B7,DA,NA,3791.9087157,758672.407731,NA
1773,DA B7,DA,NA,4770.32459179,870659.87904,NA
1774,DA B7,DA,NA,5020.81168897,764296.31106,NA
1775,DA B7,DA,NA,4383.68895326,894757.189357,NA
1776,DA B7,DA,NA,7712.0611579,2020089.20436,NA
1777,DA B7,DA,NA,4406.46993418,1024594.31034,NA
1778,DA B7,DA,NA,7787.6588278,1626123.35985,NA
1779,DA B7,DA,NA,9632.5468976,3246981.33995,NA
1780,DA B7,DA,NA,6832.94022981,2705159.39069,NA
1781,DA B7,DA,NA,4002.15466928,892639.181332,NA
1782,DA B7,DA,NA,10602.5605952,4387103.42329,NA
1783,DA B7,DA,NA,10297.2584707,3059754.21711,NA
1784,DA B7,DA,NA,7969.86167388,2042892.41184,NA
1785,DA B7,DA,NA,946.628341179,54243.2186131,NA
1786,DA B7,DA,NA,2174.03628282,275881.266678,NA
1787,DA B7 20,DA,20,6468.75731978,1406946.0829,NA
1788,DA B7 Z,DA,NA,8808.14056505,1593528.97174,NA
1789,DA B7 Z,DA,NA,28028.6544069,5376016.03862,NA
1790,DA B7 Z,DA,NA,5599.11687604,1125559.00011,NA
1791,DA B7 Z,DA,NA,10448.1937781,4479386.25734,NA
1792,DA B7 Z,DA,NA,10263.6461598,6134781.97149,NA
1793,DA B7 Z,DA,NA,3917.88096383,860454.079343,NA
1794,DA B7 Z,DA,NA,10881.5096187,5370133.69107,NA
1795,DA B7 Z,DA,NA,12586.2336279,4917465.8496,NA
1796,DA B7 Z,DA,NA,13468.2587859,5013977.85372,NA
1797,DA B7 Z,DA,NA,4553.20644766,896702.660868,NA
1798,DA B7 Z,DA,NA,1316.07183076,111274.646965,NA
1799,DA B7 Z,DA,NA,6388.9173117,2182892.20481,NA
1800,DA B7 Z,DA,NA,5561.50421586,1792470.02903,NA
1801,DA B7 Z,DA,NA,9675.9009001,2242971.53441,NA
1802,DA B7 Z,DA,NA,3481.57496935,372299.441178,NA
1803,DA B7 Z,DA,NA,3415.16849153,621326.20462,NA
1804,DA B8,DA,NA,5050.29385455,858293.025808,NA
1805,DA B8,DA,NA,3989.8898565,530957.78125,NA
1806,DA B8 Z,DA,NA,5341.49094838,1379383.03272,NA
1807,DA CC B6 20,DA,20,2723.45716457,224821.068541,NA
1808,DA CC B6 40/160 (Ac/DU)/Ac MIN,DA,40/160 (Ac/DU)/Ac MIN,18495.5149549,20877262.4506,NA
1809,DA CC B6 40/160 (Ac/DU)/Ac MIN,DA,40/160 (Ac/DU)/Ac MIN,20243.2736576,20520533.5373,NA
1810,DA CC B6 40/160 (Ac/DU)/Ac MIN,DA,40/160 (Ac/DU)/Ac MIN,22748.8282324,14136601.1486,NA
1811,DA CC B6 40/160 (Ac/DU)/Ac MIN,DA,40/160 (Ac/DU)/Ac MIN,11857.0720047,4284256.78386,NA
1812,DA CC B6 40/160 (Ac/DU)/Ac MIN,DA,40/160 (Ac/DU)/Ac MIN,10982.419344,1903744.67894,NA
1813,DA CC B6 40/160 (Ac/DU)/Ac MIN,DA,40/160 (Ac/DU)/Ac MIN,491.520171617,10343.8222427,NA
1814,DA CC B6 40/160 (Ac/DU)/Ac MIN Z,DA,40/160 (Ac/DU)/Ac MIN,2852.78267777,487928.150671,NA
1815,K,K,NA,10584.4667142,4683761.75435,NA
1816,K,K,NA,6769.54362391,2336716.11829,NA
1817,K,K,NA,23678.8029083,29621485.1363,NA
1818,K,K,NA,1793.91535607,139012.613539,NA
1819,K,K,NA,10806.3605581,5037253.18397,NA
1820,K,K,NA,3961.48638014,967576.18791,NA
1821,K,K,NA,2640.48412514,431418.294991,NA
1822,K,K,NA,2920.7192897,423325.082519,NA
1823,K,K,NA,1969.52097753,191384.524345,NA
1824,K,K,NA,606.495611486,21339.0333086,NA
1825,K,K,NA,11239.9153202,7596427.33615,NA
1826,K,K,NA,1068.08997572,63294.3358115,NA
1827,K,K,NA,1112.06004576,56408.5481616,NA
1828,K,K,NA,433.297959682,11321.3031322,NA
1829,K,K,NA,1159.54883335,76285.6264472,NA
1830,K,K,NA,800.662865577,38318.3788411,NA
1831,K,K,NA,4221.36352571,666659.210268,NA
1832,K,K,NA,1251.74289815,91387.9696144,NA
1833,K,K,NA,1750.31561406,155328.77112,NA
1834,K,K,NA,634.755898708,23699.476672,NA
1835,K,K,NA,867.093193045,36925.9419609,NA
1836,K,K,NA,1445.79716495,109026.199142,NA
1837,K,K,NA,699.396549865,22153.0983024,NA
1838,K,K,NA,537.300881096,12826.5783033,NA
1839,K,K,NA,1224.63448838,60088.1334135,NA
1840,K,K,NA,444.222098786,9224.06783445,NA
1841,K,K,NA,5523.14272376,979384.067268,NA
1842,K,K,NA,6189.07160441,1413403.39234,NA
1843,K,K,NA,1253.87922886,75250.3173629,NA
1844,K,K,NA,2139.7118271,231774.312407,NA
1845,K,K,NA,575.986145621,18929.8479887,NA
1846,K,K,NA,333.407808554,5782.45139338,NA
1847,K,K,NA,497.392167091,14759.2416048,NA
1848,K,K,NA,281.605377078,4436.10977327,NA
1849,K,K,NA,794.719887482,39048.768739,NA
1850,K,K,NA,1180.02432523,75517.7419898,NA
1851,K,K,NA,539.31137926,16842.1318183,NA
1852,K,K,NA,461.53043188,11161.908466,NA
1853,K,K,NA,1260.43926423,73382.6097928,NA
1854,K,K,NA,657.661916486,19467.8003817,NA
1855,K,K,NA,958.469838696,54273.0201346,NA
1856,K,K,NA,532.327064199,17466.2018521,NA
1857,K,K,NA,2291.3713161,169923.912336,NA
1858,K,K,NA,5289.14494435,1549315.18417,NA
1859,K,K,NA,2517.34089993,278924.085129,NA
1860,K,K,NA,5769.04408253,428258.437854,NA
1861,K,K,NA,2826.76116027,431956.447731,NA
1862,K,K,NA,3464.05917357,653570.847137,NA
1863,K,K,NA,2088.99434669,222099.218806,NA
1864,K,K,NA,2014.67018557,158672.872426,NA
1865,K,K,NA,2642.38083678,165354.82292,NA
1866,K,K,NA,2986.35610932,514136.399583,NA
1867,K,K,NA,643.659540537,22323.0505938,NA
1868,K,K,NA,3074.36569906,253172.360474,NA
1869,K,K,NA,2095.07029287,273308.547037,NA
1870,K,K,NA,1437.0497226,92035.5786955,NA
1871,K,K,NA,1664.12940164,146251.644507,NA
1872,K,K,NA,1036.57164785,53686.0898712,NA
1873,K,K,NA,624.647606772,24073.1953674,NA
1874,K,K,NA,1405.25289136,79023.2727342,NA
1875,K,K,NA,3976.98510231,368344.921849,NA
1876,K,K,NA,1624.20911563,131231.3054,NA
1877,K,K,NA,895.155669127,40760.3425919,NA
1878,K,K,NA,21891.8158225,3526230.83709,NA
1879,K,K,NA,7276.52052389,1201242.75903,NA
1880,K,K,NA,2449.4282166,117436.878556,NA
1881,K,K,NA,1558.27931018,100744.415592,NA
1882,K,K,NA,2613.20769795,205439.058315,NA
1883,K,K,NA,2114.72873301,257060.213003,NA
1884,K,K,NA,2128.84777427,264294.976169,NA
1885,K,K,NA,3508.42346852,627046.182679,NA
1886,K,K,NA,701.086278403,29407.4370685,NA
1887,K,K,NA,9551.18715255,1261332.83681,NA
1888,K,K,NA,1089.15136353,61916.8178359,NA
1889,K,K,NA,3936.90266819,109318.303469,NA
1890,K,K,NA,218.589745462,2786.05112063,NA
1891,K,K,NA,249.622633882,3819.7645871,NA
1892,K,K,NA,1430.29319787,84792.1339123,NA
1893,K,K,NA,826.460130073,28802.0818026,NA
1894,K,K,NA,1124.48181633,44920.7548171,NA
1895,K,K,NA,1739.50575767,160733.631038,NA
1896,K,K,NA,1841.49056188,162200.070268,NA
1897,K,K,NA,1712.5565954,130287.223758,NA
1898,K,K,NA,2124.30672922,204664.005089,NA
1899,K,K,NA,5899.29130911,770997.79582,NA
1900,K,K,NA,2110.59198693,238958.374321,NA
1901,K,K,NA,4727.93737729,469315.463087,NA
1902,K,K,NA,4641.25426451,936850.646523,NA
1903,K,K,NA,2519.28819298,278763.436593,NA
1904,K,K,NA,4621.93932809,873945.703452,NA
1905,K,K,NA,2230.09526175,184998.577446,NA
1906,K,K,NA,3474.78896579,431907.89045,NA
1907,K,K,NA,866.263524282,38013.5391518,NA
1908,K,K,NA,378.14202389,8865.2729217,NA
1909,K,K,NA,1594.43543344,147387.969911,NA
1910,K,K,NA,7381.46676864,2967086.86055,NA
1911,K,K,NA,1138.30973475,32579.3534754,NA
1912,K,K,NA,3346.87509698,303962.849916,NA
1913,K,K,NA,3994.87446859,930433.726931,NA
1914,K,K,NA,8035.20184334,2671091.98462,NA
1915,K,K,NA,2216.07216888,229541.916964,NA
1916,K,K,NA,4809.62208131,823270.178073,NA
1917,K,K,NA,6975.07789277,1009464.95783,NA
1918,K,K,NA,6243.95034195,1628435.6481,NA
1919,K B7,K,NA,12702.1265,5485947.13795,NA
1920,K Z,K,NA,3334.63406123,422403.727527,NA
1921,K Z,K,NA,2055.15880844,266075.271568,NA
1922,K Z,K,NA,1386.09654862,84334.8811125,NA
1923,LC,LC,NA,1212.63409906,75609.8333818,NA
1924,LC,LC,NA,44.0170856107,120.067576492,NA
1925,LC,LC,NA,3025.35860839,376522.302544,NA
1926,LC,LC,NA,4477.77487395,1133464.70426,NA
1927,LC,LC,NA,11955.7443677,1200625.1907,NA
1928,LC,LC,NA,1817.37612198,189118.635319,NA
1929,LC,LC,NA,3828.26374905,810840.290569,NA
1930,LC,LC,NA,1253.52258211,96830.791826,NA
1931,LC,LC,NA,718.865675798,26342.5657734,NA
1932,LC,LC,NA,2387.88893015,284152.894291,NA
1933,LC,LC,NA,658.54821715800006,23351.0215066,NA
1934,LC,LC,NA,1204.03895561,83502.6240042,NA
1935,LC,LC,NA,928.705204638,37031.0886072,NA
1936,LC,LC,NA,4407.79024685,1103455.93193,NA
1937,LC,LC,NA,986.280010652,55164.1113671,NA
1938,LC,LC,NA,830.849165405,31525.6751292,NA
1939,LC,LC,NA,2896.18350002,467624.863103,NA
1940,LC,LC,NA,2470.26018958,300519.676355,NA
1941,LC,LC,NA,1931.78821664,124008.269294,NA
1942,LC,LC,NA,965.618177891,57484.6812726,NA
1943,LC,LC,NA,1922.35192145,213695.101542,NA
1944,LC,LC,NA,3869.4357932,341341.890924,NA
1945,LC,LC,NA,574.490587857,13269.0119226,NA
1946,LC,LC,NA,793.693491266,32874.946217,NA
1947,LC,LC,NA,2169.48042826,192049.132256,NA
1948,LC,LC,NA,1144.16992308,52609.0236473,NA
1949,LC,LC,NA,5295.50985012,748723.040269,NA
1950,LC,LC,NA,450.493801488,11183.8286357,NA
1951,LC,LC,NA,2319.56437974,294525.0325,NA
1952,LC,LC,NA,922.438603438,49211.6643883,NA
1953,LC,LC,NA,644.296092317,25952.0746594,NA
1954,LC,LC,NA,659.998411458,26600.2433652,NA
1955,LC,LC,NA,874.421602076,43999.0153706,NA
1956,LC,LC,NA,1655.69877606,105164.253469,NA
1957,LC,LC,NA,1725.25115955,58230.6832613,NA
1958,LC,LC,NA,463.045292289,9235.92955849,NA
1959,LC,LC,NA,874.791857591,42732.9735116,NA
1960,LC,LC,NA,1040.32951635,45804.0221177,NA
1961,LC,LC,NA,1372.19367303,116069.155587,NA
1962,LC,LC,NA,705.540246326,30647.8145429,NA
1963,LC,LC,NA,743.745430995,31370.4093569,NA
1964,LC,LC,NA,1788.8172985,203931.786251,NA
1965,LC,LC,NA,799.326165036,36274.862016,NA
1966,LC,LC,NA,631.380206564,25385.6417148,NA
1967,LC,LC,NA,3578.03689688,352729.827965,NA
1968,LC,LC,NA,1324.93729577,96101.5127495,NA
1969,LC,LC,NA,1485.83575074,133627.912341,NA
1970,LC,LC,NA,1618.54370864,154922.279782,NA
1971,LC,LC,NA,1084.56351486,46182.4244185,NA
1972,LC,LC,NA,1074.09079585,74657.0155866,NA
1973,LC,LC,NA,1209.71261952,77768.6449597,NA
1974,LC,LC,NA,527.938099076,13365.2879053,NA
1975,LC,LC,NA,676.096147016,25477.9826455,NA
1976,LC,LC,NA,834.958013743,43319.8880737,NA
1977,LC,LC,NA,1233.62762791,71750.37152,NA
1978,LC,LC,NA,1522.04071251,95140.9315534,NA
1979,LC,LC,NA,1083.16979654,53452.8712026,NA
1980,LC,LC,NA,601.214126794,21210.4753132,NA
1981,LC,LC,NA,714.556275708,31124.869179,NA
1982,LC,LC,NA,728.137264911,30148.8064752,NA
1983,LC,LC,NA,1417.4560371,83385.9431189,NA
1984,LC,LC,NA,3886.9721826,410564.342926,NA
1985,LC,LC,NA,900.817204638,23185.5364729,NA
1986,LC,LC,NA,1113.03555653,57360.9966182,NA
1987,LC,LC,NA,1309.79600747,85390.107242,NA
1988,LC,LC,NA,1515.1276128,108231.39263,NA
1989,LC,LC,NA,4068.65308538,443352.165828,NA
1990,LC,LC,NA,2351.86712236,294317.778977,NA
1991,LC,LC,NA,1690.05668615,126828.538449,NA
1992,LC,LC,NA,1408.30195567,113441.033132,NA
1993,LC,LC,NA,2129.92358985,222564.808106,NA
1994,LC,LC,NA,813.153926512,39917.9551148,NA
1995,LC,LC,NA,874.155172328,34709.9041613,NA
1996,LC,LC,NA,838.474490746,38253.4509191,NA
1997,LC,LC,NA,1248.14227317,43467.6501446,NA
1998,LC,LC,NA,1739.09381553,143248.557833,NA
1999,LC,LC,NA,924.275959188,49399.7084345,NA
2000,LC,LC,NA,823.84991536,35351.2632663,NA
2001,LC,LC,NA,1270.15902782,45822.5199073,NA
2002,LC,LC,NA,5136.82876483,714732.085424,NA
2003,LC,LC,NA,2817.22838862,490085.27666,NA
2004,LC,LC,NA,1501.46661687,141243.606934,NA
2005,LC,LC,NA,1505.0932026,116129.000925,NA
2006,LC,LC,NA,1647.3117659,166758.295531,NA
2007,LC,LC,NA,2160.65249047,186935.46046,NA
2008,LC,LC,NA,1261.83060626,75762.7871279,NA
2009,LC,LC,NA,774.013801207,35486.2175002,NA
2010,LC,LC,NA,2219.85780004,254720.046602,NA
2011,LC,LC,NA,738.676355678,33780.146842,NA
2012,LC,LC,NA,1325.04646248,104743.493657,NA
2013,LC,LC,NA,1055.59551142,68077.6672567,NA
2014,LC,LC,NA,348.021339457,6819.52201695,NA
2015,LC,LC,NA,855.363494742,24896.3995576,NA
2016,LC,LC,NA,2664.99847765,416022.304589,NA
2017,LC,LC,NA,562.602622772,14019.5772178,NA
2018,LC,LC,NA,1376.15740082,58019.9111114,NA
2019,LC,LC,NA,1211.08355777,88055.8785715,NA
2020,LC,LC,NA,293.311363005,5319.18246805,NA
2021,LC,LC,NA,488.007207859,12074.8449925,NA
2022,LC,LC,NA,525.896659395,15388.7090806,NA
2023,LC,LC,NA,463.721680787,9949.75936669,NA
2024,LC,LC,NA,768.905125229,28950.2368556,NA
2025,LC,LC,NA,2532.37365909,368799.593225,NA
2026,LC,LC,NA,784.075218351,33406.8023506,NA
2027,LC,LC,NA,779.064097246,35834.697653,NA
2028,LC,LC,NA,312.988016566,5767.0078446,NA
2029,LC,LC,NA,464.848065938,6924.01674872,NA
2030,LC,LC,NA,372.275071582,8223.12752779,NA
2031,LC,LC,NA,409.608626731,9716.5748861,NA
2032,LC,LC,NA,2195.41188972,198415.304251,NA
2033,LC,LC,NA,872.966839265,41204.1990856,NA
