OBJECTID,BASEZONING,DISTRICT,DENSITY,Shape_Leng,Shape_Area,Zoning
4187,R1 B6 4 DU,R1,4 DU,4281.43957073,197330.491072,1
4188,R1 B6 4 DU,R1,4 DU,1249.78756932,52006.6694782,1
4189,R1 B6 4 DU,R1,4 DU,5223.51015773,266638.212285,1
4190,R1 B6 4 DU,R1,4 DU,3723.43560701,207195.904127,1
4191,R1 B6 4 DU,R1,4 DU,2838.2010756,135268.174078,1
4192,R1 B6 4 DU,R1,4 DU,8593.33090798,624645.270865,1
4193,R1 B6 4 DU,R1,4 DU,758.923388705,25543.5289959,1
4194,R1 B6 4 DU,R1,4 DU,3560.66155503,229948.873578,1
4195,R1 B6 4 DU,R1,4 DU,1141.91129216,41849.0509557,1
4196,R1 B6 4 DU,R1,4 DU,816.197255351,28779.99562,1
4197,R1 B6 4 DU,R1,4 DU,2043.2189403,96642.8521636,1
4198,R1 B6 4 DU,R1,4 DU,1654.81725461,56937.2730086,1
4199,R1 B6 4 DU,R1,4 DU,2950.52500879,299726.505867,1
4200,R1 B6 4 DU,R1,4 DU,2490.25201927,309845.274395,1
4201,R1 B6 4 DU,R1,4 DU,942.610068899,36915.2371963,1
4202,R1 B6 4 DU,R1,4 DU,3318.21726149,235393.58719,1
4203,R1 B6 4 DU,R1,4 DU,1604.85577969,33093.2283779,1
4204,R1 B6 4 DU,R1,4 DU,1495.88522793,50619.5081115,1
4205,R1 B6 4 DU,R1,4 DU,946.261893394,51621.0046809,1
4206,R1 B6 4 DU,R1,4 DU,297.647129694,5094.74485114,1
4207,R1 B6 4 DU,R1,4 DU,1035.65267484,34301.1971136,1
4208,R1 B6 4 DU,R1,4 DU,396.788703515,7698.36771597,1
4209,R1 B6 4 DU,R1,4 DU,1769.21447911,197741.91372,1
4210,R1 B6 4 DU,R1,4 DU,1860.24378655,104204.517146,1
4211,R1 B6 4 DU,R1,4 DU,3366.58765245,295439.564968,1
4212,R1 B6 4 DU,R1,4 DU,2103.46686982,141127.458902,1
4213,R1 B6 4 DU,R1,4 DU,961.269902634,61372.2890811,1
4214,R1 B6 4 DU,R1,4 DU,1631.54029086,78266.1260388,1
4215,R1 B6 4 DU,R1,4 DU,5481.72368229,672865.057633,1
4216,R1 B6 4 DU,R1,4 DU,909.389061788,45490.4378914,1
4217,R1 B6 4 DU,R1,4 DU,3998.70116883,218060.258603,1
4218,R1 B6 4 DU,R1,4 DU,3416.17954328,211076.264142,1
4219,R1 B6 4 DU,R1,4 DU,3692.55762861,344552.213027,1
4220,R1 B6 4 DU,R1,4 DU,4933.62314001,345553.496268,1
4221,R1 B6 4 DU,R1,4 DU,738.96595967,31887.1759614,1
4222,R1 B6 4 DU,R1,4 DU,440.616932191,8634.95543435,1
4223,R1 B6 4 DU,R1,4 DU,1744.73583483,71277.6244548,1
4224,R1 B6 4 DU,R1,4 DU,1577.30646724,99289.7327015,1
4225,R1 B6 4 DU,R1,4 DU,1733.30727084,76446.2546208,1
4226,R1 B6 4 DU,R1,4 DU,2028.15856667,224576.935593,1
4227,R1 B6 4 DU,R1,4 DU,1554.41725463,78420.1443825,1
4228,R1 B6 4 DU,R1,4 DU,1637.02491096,62221.3384009,1
4229,R1 B6 4 DU,R1,4 DU,886.362006317,26272.2942209,1
4230,R1 B6 4 DU,R1,4 DU,1882.60057347,94040.3560831,1
4231,R1 B6 4 DU,R1,4 DU,1220.66395603,53060.3551446,1
4232,R1 B6 4 DU,R1,4 DU,945.317514386,35161.9242731,1
4233,R1 B6 4 DU,R1,4 DU,449.776677792,10223.9142162,1
4234,R1 B6 4 DU,R1,4 DU,1084.88424887,56227.1290606,1
4235,R1 B6 4 DU,R1,4 DU,3236.91341524,203501.295778,1
4236,R1 B6 4 DU,R1,4 DU,1925.37789845,84088.9717358,1
4237,R1 B6 4 DU,R1,4 DU,1871.10436388,82032.245183,1
4238,R1 B6 4 DU,R1,4 DU,1496.49542366,63152.2333325,1
4239,R1 B6 4 DU,R1,4 DU,1282.49818302,90282.4752474,1
4240,R1 B6 4 DU,R1,4 DU,818.178128271,33211.9282398,1
4241,R1 B6 4 DU,R1,4 DU,3158.38567486,284048.378032,1
4242,R1 B6 4 DU,R1,4 DU,1194.94556644,53679.1803435,1
4243,R1 B6 4 DU,R1,4 DU,444.286683599,6622.78653086,1
4244,R1 B6 4 DU,R1,4 DU,1400.13503214,90867.9591368,1
4245,R1 B6 4 DU,R1,4 DU,2249.39690853,99599.0339002,1
4246,R1 B6 4 DU,R1,4 DU,1507.6840443,74926.8891488,1
4247,R1 B6 4 DU,R1,4 DU,1194.42634886,72389.8613249,1
4248,R1 B6 4 DU,R1,4 DU,3206.8608623,211085.842512,1
4249,R1 B6 4 DU,R1,4 DU,3720.09922481,219396.211148,1
4250,R1 B6 4 DU,R1,4 DU,1370.03346636,60568.7639088,1
4251,R1 B6 4 DU,R1,4 DU,1729.82243238,73352.3702175,1
4252,R1 B6 4 DU,R1,4 DU,1452.28845028,62727.0863619,1
4253,R1 B6 4 DU,R1,4 DU,1528.49090493,111814.00191,1
4254,R1 B6 4 DU,R1,4 DU,463.305662535,4898.76723022,1
4255,R1 B6 4 DU,R1,4 DU,2288.47028677,182157.281674,1
4256,R1 B6 4 DU,R1,4 DU,1722.42988776,75515.9733938,1
4257,R1 B6 4 DU,R1,4 DU,3851.99794921,489916.861984,1
4258,R1 B6 4 DU,R1,4 DU,2033.96913341,171152.822882,1
4259,R1 B6 4 DU,R1,4 DU,1836.60303037,92465.2550713,1
4260,R1 B6 4 DU,R1,4 DU,1504.46903883,109186.300928,1
4261,R1 B6 4 DU,R1,4 DU,2491.29821826,135531.385744,1
4262,R1 B6 4 DU,R1,4 DU,1519.97806104,86457.5636136,1
4263,R1 B6 4 DU,R1,4 DU,257.526586543,3587.82824665,1
4264,R1 B6 4 DU,R1,4 DU,3277.19136666,233860.772439,1
4265,R1 B6 4 DU,R1,4 DU,2000.65528733,98698.82104,1
4266,R1 B6 4 DU,R1,4 DU,412.140659196,9115.87385212,1
4267,R1 B6 4 DU,R1,4 DU,807.763991191,29833.8883937,1
4268,R1 B6 4 DU,R1,4 DU,1727.29072882,61958.9735821,1
4269,R1 B6 4 DU,R1,4 DU,2483.51776166,123695.927563,1
4270,R1 B6 4 DU,R1,4 DU,656.695317955,10468.0362024,1
4271,R1 B6 4 DU,R1,4 DU,775.892124227,25950.6697573,1
4272,R1 B6 4 DU,R1,4 DU,1373.34602673,74191.109237,1
4273,R1 B6 4 DU,R1,4 DU,522.808718562,10315.9422985,1
4274,R1 B6 4 DU,R1,4 DU,1536.02351203,71865.2724609,1
4275,R1 B6 4 DU,R1,4 DU,415.752485827,11276.8866897,1
4276,R1 B6 4 DU,R1,4 DU,1456.21278245,71793.2648994,1
4277,R1 B6 4 DU,R1,4 DU,678.581129894,20209.2507059,1
4278,R1 B6 4 DU,R1,4 DU,129.048104098,1097.08825036,1
4279,R1 B6 4 DU,R1,4 DU,324.117946419,5316.25219961,1
4280,R1 B6 4 DU,R1,4 DU,897.596418191,35801.4090515,1
4281,R1 B6 4 DU,R1,4 DU,958.307595466,38499.6397139,1
4282,R1 B6 4 DU,R1,4 DU,1263.08205972,41125.6737731,1
4283,R1 B6 4 DU,R1,4 DU,3445.78359778,154133.310554,1
4284,R1 B6 4 DU,R1,4 DU,3660.32533429,181933.650658,1
4285,R1 B6 4 DU,R1,4 DU,767.384779833,26540.8506359,1
4286,R1 B6 4 DU,R1,4 DU,12912.0863179,915217.168085,1
4287,R1 B6 4 DU,R1,4 DU,2313.94165543,96549.2804536,1
4288,R1 B6 4 DU,R1,4 DU,2252.82282263,78151.2092284,1
4289,R1 B6 4 DU,R1,4 DU,2358.40342964,108784.096035,1
4290,R1 B6 4 DU,R1,4 DU,12378.5449224,735049.034084,1
4291,R1 B6 4 DU,R1,4 DU,2038.40990519,86611.732898,1
4292,R1 B6 4 DU,R1,4 DU,3114.70958813,142305.359626,1
4293,R1 B6 4 DU,R1,4 DU,1252.90201601,41071.0249646,1
4294,R1 B6 4 DU,R1,4 DU,687.991750086,23950.2699974,1
4295,R1 B6 4 DU,R1,4 DU,2062.69177887,85253.2974453,1
4296,R1 B6 4 DU,R1,4 DU,782.185338055,38195.2017212,1
4297,R1 B6 4 DU,R1,4 DU,2932.68398142,140521.022573,1
4298,R1 B6 4 DU,R1,4 DU,832.844195429,29532.7229181,1
4299,R1 B6 4 DU,R1,4 DU,1152.52895852,48783.6443512,1
4300,R1 B6 4 DU,R1,4 DU,401.968174201,10089.213112,1
4301,R1 B6 4 DU,R1,4 DU,5730.1288912,271165.524661,1
4302,R1 B6 4 DU,R1,4 DU,315.053928846,5686.47028139,1
4303,R1 B6 4 DU,R1,4 DU,2455.9544175,125571.560057,1
4304,R1 B6 4 DU,R1,4 DU,9077.44314692,457372.377366,1
4305,R1 B6 4.3 DU,R1,4.3 DU,1056.70603655,53703.5283622,1
4306,R1 B6 4.8 DU,R1,4.8 DU,4904.75590442,273660.147352,1
4307,R1 B6 4.8 DU,R1,4.8 DU,1845.34103804,198982.592288,1
4308,R1 B6 5 DU,R1,5 DU,2595.30649075,144614.21867,1
4309,R1 B6 5 DU,R1,5 DU,2077.59559471,132915.104619,1
4310,R1 B6 5 DU,R1,5 DU,782.713669446,35316.4518275,1
4311,R1 B6 5 DU,R1,5 DU,1420.92007773,83304.0234717,1
4312,R1 B6 5 DU,R1,5 DU,848.218882674,39856.6815426,1
4313,R1 B6 5 DU,R1,5 DU,1079.84122044,56072.7389309,1
4314,R1 B6 5 DU,R1,5 DU,1076.06487585,55618.8715933,1
4315,R1 B6 5 DU,R1,5 DU,2868.8611815,163148.521615,1
4316,R1 B6 5 DU,R1,5 DU,870.440746913,41349.5977027,1
4317,R1 B6 5 DU,R1,5 DU,1077.45610881,55861.6161882,1
4318,R1 B6 5 DU,R1,5 DU,1380.03528909,116516.592184,1
4319,R1 B6 5 DU,R1,5 DU,1438.7080687,123155.969216,1
4320,R1 B6 5 DU,R1,5 DU,1235.98930401,95288.0053035,1
4321,R1 B6 5 DU,R1,5 DU,2034.22327575,123560.694714,1
4322,R1 B6 5 DU,R1,5 DU,1988.8942113,202167.185593,1
4323,R1 B6 5 DU,R1,5 DU,2025.27658474,124151.517192,1
4324,R1 B6 5 DU,R1,5 DU,957.640055265,47718.9239111,1
4325,R1 B6 5 DU,R1,5 DU,1339.98723898,74198.1766295,1
4326,R1 B6 5 DU,R1,5 DU,989.460073497,50685.2372983,1
4327,R1 B6 5 DU,R1,5 DU,579.995093299,16749.6352815,1
4328,R1 B6 5 DU,R1,5 DU,1790.31224885,183598.523945,1
4329,R1 B6 5 DU,R1,5 DU,1071.05235713,55876.3622158,1
4330,R1 B6 5 DU,R1,5 DU,1015.48007316,51457.4048251,1
4331,R1 B6 5 DU,R1,5 DU,1038.46487332,53066.9439823,1
4332,R1 B6 5 DU,R1,5 DU,1079.98634993,55998.5041051,1
4333,R1 B6 5 DU,R1,5 DU,2040.65935416,123247.307909,1
4334,R1 B6 5 DU,R1,5 DU,1678.52410205,103009.878628,1
4335,R1 B6 5 DU,R1,5 DU,1070.48703418,55307.9447997,1
4336,R1 B6 5 DU,R1,5 DU,2039.73654933,124421.416824,1
4337,R1 B6 5 DU,R1,5 DU,675.555438303,27605.4892501,1
4338,R1 B6 5 DU,R1,5 DU,1385.00731136,115337.93418,1
4339,R1 B6 5 DU,R1,5 DU,520.104698987,15869.4232938,1
4340,R1 B6 5 DU,R1,5 DU,1104.69786322,58733.6350983,1
4341,R1 B6 5 DU,R1,5 DU,760.503166612,32659.0723209,1
4342,R1 B6 5 DU,R1,5 DU,1078.03432258,58100.1652662,1
4343,R1 B6 5 DU,R1,5 DU,562.508087609,15320.8206966,1
4344,R1 B6 5 DU,R1,5 DU,500.813527925,14391.4562748,1
4345,R1 B6 5 DU,R1,5 DU,1210.61368465,85316.6062907,1
4346,R1 B6 5 DU,R1,5 DU,2207.35580404,147417.316179,1
4347,R1 B6 5 DU,R1,5 DU,578.429345616,20378.9115255,1
4348,R1 B6 5 DU,R1,5 DU,2848.42268627,182783.921414,1
4349,R1 B6 5 DU,R1,5 DU,1565.66105309,121645.22937,1
4350,R1 B6 5 DU,R1,5 DU,2490.92037362,148715.900806,1
4351,R1 B6 5 DU,R1,5 DU,648.472815109,25185.5845769,1
4352,R1 B6 5 DU,R1,5 DU,1957.09019889,78280.5519633,1
4353,R1 B6 5 DU,R1,5 DU,2004.5983932,107615.559389,1
4354,R1 B6 5 DU,R1,5 DU,1503.67167749,138906.432982,1
4355,R1 B6 5 DU,R1,5 DU,3680.51210787,267923.54954,1
4356,R1 B6 5 DU,R1,5 DU,2038.23530431,107517.984284,1
4357,R1 B6 5 DU,R1,5 DU,2155.91886892,217643.326431,1
4358,R1 B6 5 DU,R1,5 DU,1827.77625824,83826.3494067,1
4359,R1 B6 5 DU,R1,5 DU,1842.19548369,148990.476407,1
4360,R1 B6 5 DU,R1,5 DU,1712.25329818,75387.8152286,1
4361,R1 B6 5 DU,R1,5 DU,3397.26955813,241999.581904,1
4362,R1 B6 5 DU,R1,5 DU,2221.62106008,105837.065497,1
4363,R1 B6 5 DU,R1,5 DU,3849.39763137,350475.928724,1
4364,R1 B6 5 DU,R1,5 DU,2814.24236696,169205.279646,1
4365,R1 B6 5 DU,R1,5 DU,3348.30621732,315538.408366,1
4366,R1 B6 5 DU,R1,5 DU,3820.37454529,386926.078369,1
4367,R1 B6 5 DU,R1,5 DU,2389.62695556,108439.998723,1
4368,R1 B6 5 DU,R1,5 DU,2576.20893015,215298.548553,1
4369,R1 B6 5 DU,R1,5 DU,2565.11341409,214684.076351,1
4370,R1 B6 5 DU,R1,5 DU,1992.02886619,148247.793208,1
4371,R1 B6 5 DU,R1,5 DU,1212.73663404,78309.2404606,1
4372,R1 B6 5 DU,R1,5 DU,1435.33232774,88911.2374247,1
4373,R1 B6 5 DU,R1,5 DU,1198.16325352,76190.2169326,1
4374,R1 B6 5 DU,R1,5 DU,1150.05971172,74909.0689997,1
4375,R1 B6 5 DU,R1,5 DU,738.262888951,31090.2965199,1
4376,R1 B6 5 DU,R1,5 DU,1166.67327708,77017.2531759,1
4377,R1 B6 5 DU,R1,5 DU,521.554176379,15862.4498085,1
4378,R1 B6 5 DU,R1,5 DU,1422.34516887,95709.555317200007,1
4379,R1 B6 5 DU,R1,5 DU,1248.69463945,57743.3390083,1
4380,R1 B6 5 DU,R1,5 DU,1266.59426463,56195.5786013,1
4381,R1 B6 5 DU,R1,5 DU,1379.60186614,107573.957943,1
4382,R1 B6 5 DU,R1,5 DU,1262.50554938,94846.6396307,1
4383,R1 B6 5 DU,R1,5 DU,1040.59209156,42830.4425242,1
4384,R1 B6 5 DU,R1,5 DU,1209.08384595,75199.4232695,1
4385,R1 B6 5 DU,R1,5 DU,638.82173066,25887.8016774,1
4386,R1 B6 5 DU,R1,5 DU,2050.20296031,100698.282175,1
4387,R1 B6 5 DU,R1,5 DU,2373.73985411,202718.878947,1
4388,R1 B6 5 DU,R1,5 DU,639.396328645,21306.5550853,1
4389,R1 B6 5 DU,R1,5 DU,1014.44261743,61296.8276297,1
4390,R1 B6 5 DU,R1,5 DU,904.200427989,37820.3162102,1
4391,R1 B6 5 DU,R1,5 DU,2478.58362754,165173.680501,1
4392,R1 B6 5 DU,R1,5 DU,1602.61926855,119885.300759,1
4393,R1 B6 5 DU,R1,5 DU,1293.12001782,92059.7672595,1
4394,R1 B6 5 DU,R1,5 DU,594.080336173,19912.7430522,1
4395,R1 B6 5 DU,R1,5 DU,1016.12754546,53892.0957008,1
4396,R1 B6 5 DU,R1,5 DU,1599.87516662,120503.19559,1
4397,R1 B6 5 DU,R1,5 DU,1368.92655668,108676.238275,1
4398,R1 B6 5 DU,R1,5 DU,1601.02844814,120101.316536,1
4399,R1 B6 5 DU,R1,5 DU,1497.59779338,122084.238133,1
4400,R1 B6 5 DU,R1,5 DU,1242.00749917,80898.9421478,1
4401,R1 B6 5 DU,R1,5 DU,1204.07761841,69251.0197459,1
4402,R1 B6 5 DU,R1,5 DU,7169.81536104,895231.91494,1
4403,R1 B6 5 DU,R1,5 DU,1321.49599308,91761.875008,1
4404,R1 B6 5 DU,R1,5 DU,1172.58378923,81441.5653361,1
4405,R1 B6 5 DU,R1,5 DU,2740.44162081,129978.921627,1
4406,R1 B6 5 DU,R1,5 DU,1509.52296767,85571.7122959,1
4407,R1 B6 5 DU,R1,5 DU,1463.16440326,110231.569022,1
4408,R1 B6 5 DU,R1,5 DU,1205.08192012,83699.3188315,1
4409,R1 B6 5 DU,R1,5 DU,1091.75070023,37970.575708,1
4410,R1 B6 5 DU,R1,5 DU,1580.14493382,108065.648214,1
4411,R1 B6 5 DU,R1,5 DU,974.697414588,48829.8572218,1
4412,R1 B6 5 DU,R1,5 DU,1159.5646657,83167.066682400007,1
4413,R1 B6 5 DU,R1,5 DU,1745.66867418,134482.090382,1
4414,R1 B6 5 DU,R1,5 DU,1327.12271466,104883.793936,1
4415,R1 B6 5 DU,R1,5 DU,1039.37414495,52584.169934,1
4416,R1 B6 5 DU,R1,5 DU,6706.57421092,428097.158681,1
4417,R1 B6 5 DU,R1,5 DU,1584.31175179,121385.458171,1
4418,R1 B6 5 DU,R1,5 DU,993.922813407,47568.6164348,1
4419,R1 B6 5 DU,R1,5 DU,867.856471842,38107.7247149,1
4420,R1 B6 5 DU,R1,5 DU,1550.0176178,117971.112826,1
4421,R1 B6 5 DU,R1,5 DU,2970.83861383,259075.78834,1
4422,R1 B6 5 DU,R1,5 DU,785.961887133,32939.9911823,1
4423,R1 B6 5 DU,R1,5 DU,535.935539407,16190.1751372,1
4424,R1 B6 5 DU,R1,5 DU,1063.33244626,50743.8182108,1
4425,R1 B6 5 DU,R1,5 DU,1895.00681454,145685.448875,1
4426,R1 B6 5 DU,R1,5 DU,1570.22638376,100918.733012,1
4427,R1 B6 5 DU,R1,5 DU,4426.45213619,253463.134739,1
4428,R1 B6 5 DU,R1,5 DU,994.003288665,44870.3391912,1
4429,R1 B6 5 DU,R1,5 DU,1091.98369825,55782.8864388,1
4430,R1 B6 5 DU,R1,5 DU,1412.65482681,61902.0681579,1
4431,R1 B6 5 DU,R1,5 DU,571.413791636,17346.6377407,1
4432,R1 B6 5 DU,R1,5 DU,2256.35107869,126542.116054,1
4433,R1 B6 5 DU,R1,5 DU,1493.91514929,104054.791591,1
4434,R1 B6 5 DU,R1,5 DU,1091.57889895,62850.3270341,1
4435,R1 B6 5 DU,R1,5 DU,1253.09017122,99431.9011852,1
4436,R1 B6 5 DU,R1,5 DU,2010.47119964,112186.911026,1
4437,R1 B6 5 DU,R1,5 DU,1016.9848242,43852.1349511,1
4438,R1 B6 5 DU,R1,5 DU,631.674171686,16093.6909772,1
4439,R1 B6 5 DU,R1,5 DU,1571.03714655,114235.491398,1
4440,R1 B6 5 DU,R1,5 DU,856.650417515,40599.4170609,1
4441,R1 B6 5 DU,R1,5 DU,1671.19071358,102453.194932,1
4442,R1 B6 5 DU,R1,5 DU,2107.98806632,192502.193531,1
4443,R1 B6 5 DU,R1,5 DU,1061.38212421,43114.9041488,1
4444,R1 B6 5 DU,R1,5 DU,971.159621192,58462.2306296,1
4445,R1 B6 5 DU,R1,5 DU,12161.9083268,986840.023795,1
4446,R1 B6 5 DU,R1,5 DU,1425.17611936,99137.2385229,1
4447,R1 B6 5 DU,R1,5 DU,1947.08899609,169651.857761,1
4448,R1 B6 5 DU,R1,5 DU,3167.82984668,227913.893629,1
4449,R1 B6 5 DU,R1,5 DU,846.884135277,36312.0357857,1
4450,R1 B6 5 DU,R1,5 DU,400.149005423,7396.01073,1
4451,R1 B6 5 DU,R1,5 DU,1318.40755451,84499.2613936,1
4452,R1 B6 5 DU,R1,5 DU,1625.54739264,95562.4950868,1
4453,R1 B6 5 DU,R1,5 DU,1217.55881184,64333.2812802,1
4454,R1 B6 5 DU,R1,5 DU,566.462006829,15788.7629421,1
4455,R1 B6 5 DU,R1,5 DU,449.964846307,12058.5937262,1
4456,R1 B6 5 DU,R1,5 DU,398.884123552,7319.9787012,1
4457,R1 B6 5 DU,R1,5 DU,1450.82628466,78578.4231208,1
4458,R1 B6 5 DU,R1,5 DU,3165.66894177,491871.345708,1
4459,R1 B6 5 DU,R1,5 DU,1669.72798552,78421.8938616,1
4460,R1 B6 5 DU,R1,5 DU,1931.17068537,190997.781077,1
4461,R1 B6 5 DU,R1,5 DU,3501.23434121,441641.192128,1
4462,R1 B6 5 DU,R1,5 DU,1147.4436861,81754.9664635,1
4463,R1 B6 5 DU,R1,5 DU,1664.89593254,83000.5372814,1
4464,R1 B6 5 DU,R1,5 DU,1616.27630078,76802.7563015,1
4465,R1 B6 5 DU,R1,5 DU,1437.76062998,71842.1532903,1
4466,R1 B6 5 DU,R1,5 DU,1096.24478351,62829.5231504,1
4467,R1 B6 5 DU,R1,5 DU,1726.04237169,99505.2026694,1
4468,R1 B6 5 DU,R1,5 DU,1042.44460988,54581.1129586,1
4469,R1 B6 5 DU,R1,5 DU,851.628827078,46837.7474727,1
4470,R1 B6 5 DU,R1,5 DU,2299.04677331,162068.677408,1
4471,R1 B6 5 DU,R1,5 DU,362.964041738,6682.02107284,1
4472,R1 B6 5 DU,R1,5 DU,860.75558403,43614.1680543,1
4473,R1 B6 5 DU,R1,5 DU,1648.81479393,60826.8973252,1
4474,R1 B6 5 DU,R1,5 DU,730.009328073,33655.4518751,1
4475,R1 B6 5 DU,R1,5 DU,1595.87673134,93817.6020525,1
4476,R1 B6 5 DU,R1,5 DU,2961.46539128,141619.263755,1
4477,R1 B6 5 DU,R1,5 DU,1387.65769109,125726.260952,1
4478,R1 B6 5 DU,R1,5 DU,4774.58210821,199781.243726,1
4479,R1 B6 5 DU,R1,5 DU,2763.88427714,124441.71599,1
4480,R1 B6 5 DU,R1,5 DU,1087.23030698,45097.2402844,1
4481,R1 B6 5 DU,R1,5 DU,3067.81021125,285287.810395,1
4482,R1 B6 5 DU,R1,5 DU,2380.25220988,216073.395637,1
4483,R1 B6 5 DU,R1,5 DU,1194.17148154,86308.3723531,1
4484,R1 B6 5 DU,R1,5 DU,3392.65186672,310119.719088,1
4485,R1 B6 5 DU,R1,5 DU,3993.93507044,215643.99423,1
4486,R1 B6 5 DU,R1,5 DU,3118.25135375,167647.741921,1
4487,R1 B6 5 DU,R1,5 DU,1653.30847394,147593.5906,1
4488,R1 B6 5 DU,R1,5 DU,1705.89164509,116033.574376,1
4489,R1 B6 5 DU,R1,5 DU,1293.74127194,104277.968695,1
4490,R1 B6 5 DU,R1,5 DU,3453.12278246,376728.567733,1
4491,R1 B6 5 DU,R1,5 DU,998.078427958,52297.9303997,1
4492,R1 B6 5 DU,R1,5 DU,1274.13460429,100468.936604,1
4493,R1 B6 5 DU,R1,5 DU,966.40797506,46684.4277878,1
4494,R1 B6 5 DU,R1,5 DU,981.526666603,49284.5807865,1
4495,R1 B6 5 DU,R1,5 DU,978.107455815,48811.5057406,1
4496,R1 B6 5 DU,R1,5 DU,969.902187162,46897.4719689,1
4497,R1 B6 5 DU,R1,5 DU,970.604833611,46976.1906554,1
4498,R1 B6 5 DU,R1,5 DU,975.363296532,57577.5399613,1
4499,R1 B6 5 DU,R1,5 DU,2195.63252584,158345.950674,1
4500,R1 B6 5 DU,R1,5 DU,469.074469033,13317.5484304,1
4501,R1 B6 5 DU,R1,5 DU,919.38887776,43542.541826,1
4502,R1 B6 5 DU,R1,5 DU,863.852579072,39466.5816653,1
4503,R1 B6 5 DU,R1,5 DU,2087.73446779,161043.41299,1
4504,R1 B6 5 DU,R1,5 DU,1663.12436297,156857.901885,1
4505,R1 B6 5 DU,R1,5 DU,925.783045671,25070.6592439,1
4506,R1 B6 5 DU,R1,5 DU,2913.07609415,242939.901776,1
4507,R1 B6 5 DU,R1,5 DU,447.932389866,12300.9164108,1
4508,R1 B6 5 DU,R1,5 DU,3821.3532229,293996.470411,1
4509,R1 B6 5 DU,R1,5 DU,7418.70714377,582423.668559,1
4510,R1 B6 5 DU,R1,5 DU,2581.413408,125473.247866,1
4511,R1 B6 5 DU,R1,5 DU,1785.72838042,145644.100422,1
4512,R1 B6 5 DU,R1,5 DU,654.999296582,27624.4355668,1
4513,R1 B6 5 DU,R1,5 DU,1239.42885548,86557.6704143,1
4514,R1 B6 5 DU,R1,5 DU,3515.52171733,331613.957016,1
4515,R1 B6 5 DU,R1,5 DU,3151.66201981,313219.347494,1
4516,R1 B6 5 DU,R1,5 DU,9203.86761022,793915.468599,1
4517,R1 B6 5 DU,R1,5 DU,3593.67391592,215942.392643,1
4518,R1 B6 5 DU,R1,5 DU,2438.60992815,193709.514531,1
4519,R1 B6 5 DU,R1,5 DU,7412.99854113,655209.139098,1
4520,R1 B6 5 DU,R1,5 DU,548.81740971,19353.7158859,1
4521,R1 B6 5 DU,R1,5 DU,2540.4676875,227684.132612,1
4522,R1 B6 5 DU,R1,5 DU,803.360162881,32812.9944447,1
4523,R1 B6 5 DU,R1,5 DU,6914.97911841,424096.210003,1
4524,R1 B6 5 DU,R1,5 DU,2064.94188764,179439.743234,1
4525,R1 B6 5 DU,R1,5 DU,5156.19649174,470573.886537,1
4526,R1 B6 5 DU,R1,5 DU,3303.66922771,197926.441452,1
4527,R1 B6 5 DU,R1,5 DU,10587.2889594,999440.088901,1
4528,R1 B6 5 DU,R1,5 DU,6665.00707944,351912.385993,1
4529,R1 B6 5 DU,R1,5 DU,1995.99625708,114500.666246,1
4530,R1 B6 5 DU,R1,5 DU,6044.02203428,760504.292868,1
4531,R1 B6 5 DU Z,R1,5 DU,2406.11835101,257259.530948,1
4532,R1 B6 5 DU Z,R1,5 DU,1864.75871214,155319.174107,1
4533,R1 B6 5 DU Z,R1,5 DU,4411.07234244,266001.274246,1
4534,R1 B6 5 DU Z,R1,5 DU,2270.07537362,149583.359743,1
4535,R1 B6 5 DU Z,R1,5 DU,607.927073358,22752.7335316,1
4536,R1 B6 5 DU Z,R1,5 DU,1753.90143457,152574.824213,1
4537,R1 B6 5 DU Z,R1,5 DU,2921.29767113,187094.146223,1
4538,R1 B6 5 DU Z,R1,5 DU,3342.78300061,335743.203256,1
4539,R1 B6 5 DU Z,R1,5 DU,1785.05482837,177941.399752,1
4540,R1 B6 5 DU Z,R1,5 DU,4002.57537145,207407.998774,1
4541,R1 B6 5.5 DU,R1,5.5 DU,816.796231384,40129.9003929,1
4542,R1 B6 6 DU,R1,6 DU,908.786751015,44135.9373526,1
4543,R1 B6 60 DU/15 AC,R1,60 DU/15 AC,3504.08817667,239161.248651,1
4544,R1 B6 60 DU/15 AC,R1,60 DU/15 AC,1475.55755275,105992.707304,1
4545,R1 B6 60 DU/15 AC,R1,60 DU/15 AC,1332.92460828,57397.9472108,1
4546,R1 B6 60 DU/15 AC,R1,60 DU/15 AC,1191.97795702,52168.4674501,1
4547,R1 B6 60 DU/15 AC,R1,60 DU/15 AC,781.859429039,30382.8534183,1
4548,R1 B6 60 DU/15 AC,R1,60 DU/15 AC,475.333610557,14246.1381432,1
4549,R1 B7,R1,NA,1985.59416923,153835.055428,1
4550,R1 B7,R1,NA,2995.22669527,216499.654224,1
4551,R1 B7,R1,NA,4397.99554597,441807.594617,1
4552,R1 B7,R1,NA,1294.42079276,53239.1895379,1
4553,R1 B7,R1,NA,2468.49911551,123372.552303,1
4554,R1 B7,R1,NA,3398.09790872,226234.816095,1
4555,R1 B7,R1,NA,2888.40621098,190136.614084,1
4556,R1 B7,R1,NA,745.327865285,32726.6558355,1
4557,R1 B7,R1,NA,1913.36391535,195074.384364,1
4558,R1 B7,R1,NA,2653.2012897,233796.902712,1
4559,R1 B7,R1,NA,1948.34730981,197114.507169,1
4560,R1 B7,R1,NA,1459.92999122,73720.5643725,1
