APN,LevelNm,GP,gnrl_p_,ASMT,Shp_Lng,Shap_Ar,Acres,id,edt_g__,zoning
066-420-004,1,VLDR,SR,066420004,567.915103319,20058.8746252,0.46048839819,3595,SR,1
066-490-006,1,LDR,VR,066490006,443.485637629,8551.02671798,0.19630456194,3596,VR,1
163-190-024,1,ER,PD,163190024,889.671201774,39436.6119731,0.90534003611,3597,PD,1
161-410-026,1,VLDR,SR,161410026,400.08152586,8306.09532283,0.19068171081,3598,SR,1
161-410-071,1,VLDR,SR,161410071,432.637163575,11706.1511126,0.26873625144,3599,SR,1
161-540-002,1,VLDR,SR,161540002,330.281736396,6266.36287905,0.14385589713,3600,SR,1
163-110-016,1,VLDR,SR,163110016,332.151752519,6023.08439309,0.13827099158,3601,SR,1
162-250-044,1,VLDR,SR,162250044,371.669603064,7278.10811855,0.16708237187,3602,SR,1
163-110-003,1,VLDR,SR,163110003,371.484312672,7356.02769059,0.1688711591,3603,SR,1
161-410-082,1,VLDR,SR,161410082,359.690312817,7146.99314087,0.16407238615,3604,SR,1
163-080-041,1,VLDR,SR,163080041,379.713074795,8215.14154617,0.18859369941,3605,SR,1
161-550-010,1,LDR,VR,161550010,287.952881135,4283.01431519,0.09832447923,3606,VR,1
161-430-061,1,VLDR,SR,161430061,315.886164137,5839.88336615,0.1340652747,3607,SR,1
161-190-039,1,VLDR,SR,161190039,336.464351463,6553.15892611,0.15043982842,3608,SR,1
162-120-024,1,VLDR,SR,162120024,373.650547289,7662.5152364,0.175907145,3609,SR,1
162-031-062,1,OS,OS,162031062,2707.89444041,263223.089127,6.04277064111,3610,OS,0
164-260-016,1,LDR,VR,164260016,237.693819328,3263.35148688,0.07491624166,3611,VR,1
161-120-028,1,ER,ER,161120028,2516.95228147,55128.1526979,1.26556824375,3612,ER,1
161-150-070,1,ER,ER,161150070,561.04241777,13672.9121584,0.31388687232,3613,ER,1
163-190-068,1,ER,PD,163190068,511.654998744,15067.2304041,0.34589601478,3614,PD,1
161-180-031,1,VLDR,SR,161180031,388.330931858,7819.50986316,0.17951124571,3615,SR,1
163-080-039,1,VLDR,SR,163080039,409.795202538,8582.77773131,0.19703346491,3616,SR,1
163-110-038,1,VLDR,SR,163110038,347.488057471,7878.5606433,0.18086686509,3617,SR,1
162-120-033,1,VLDR,SR,162120033,331.03606026,6069.45425061,0.13933549703,3618,SR,1
162-160-032,1,VLDR,SR,162160032,348.187795157,7115.98864256,0.16336062081,3619,SR,1
162-130-042,1,VLDR,SR,162130042,356.910231074,7009.60680979,0.16091842998,3620,SR,1
162-120-007,1,VLDR,SR,162120007,340.999685966,6578.89100952,0.15103055577,3621,SR,1
161-540-042,1,VLDR,SR,161540042,339.605517792,6569.6090191,0.1508174706,3622,SR,1
164-270-003,1,LDR,VR,164270003,277.946220434,4400.03625824,0.10101093339,3623,VR,1
162-120-047,1,VLDR,SR,162120047,364.171689397,7564.41702307,0.1736551199,3624,SR,1
162-130-027,1,VLDR,SR,162130027,345.852455277,6871.9039567,0.15775720745,3625,SR,1
164-060-001,1,VLDR,SR,164060001,451.78266837,13457.5753301,0.30894341896,3626,SR,1
162-250-022,1,VLDR,SR,162250022,432.543501788,10421.502689,0.23924478166,3627,SR,1
161-540-001,1,VLDR,SR,161540001,322.838512245,6091.80117342,0.13984851179,3628,SR,1
161-150-018,1,ER,ER,161150018,496.460166951,14200.8815517,0.32600738181,3629,ER,1
161-270-010,1,VLDR,SR,161270010,321.620075762,5524.29912667,0.12682045745,3630,SR,1
161-260-014,1,VLDR,SR,161260014,315.651035123,5407.16409979,0.12413140725,3631,SR,1
161-480-010,1,MDR,MDR,161480010,203.67561229,2477.6462034,0.05687893029,3632,MDR,2
161-530-008,1,MDR,MDR,161530008,185.975249144,1254.71539168,0.02880430192,3633,MDR,2
161-530-020,1,MDR,MDR,161530020,189.088650889,1751.68056491,0.04021305245,3634,MDR,2
164-300-014,1,MDR,MDR,164300014,209.295239144,2610.9837779,0.05993993981,3635,MDR,2
164-300-006,1,MDR,MDR,164300006,202.958067667,2232.74125994,0.05125668641,3636,MDR,2
164-420-032,1,LDR,PD_VntgGrn,164420032,351.35164863,5803.2275903,0.13322377388,3637,PD_VntgGrn,1
066-502-029,1,VLDR,SR,066502029,305.66092507,5919.4657437,0.1358922347,3638,SR,1
066-342-010,1,VLDR,SR,066342010,393.498234268,9923.63557491,0.22781532541,3639,SR,1
066-580-013,1,VLDR,SR,066580013,428.697875106,9009.35706081,0.20682637881,3640,SR,1
066-022-002,1,ER,ER,066022002,650.360436976,21920.1264472,0.50321686059,3641,ER,1
161-410-007,1,VLDR,SR,161410007,394.068345034,8919.27059019,0.20475827801,3642,SR,1
161-150-071,1,ER,ER,161150071,581.262106169,17626.5280518,0.40464940431,3643,ER,1
161-210-044,1,VLDR,SR,161210044,424.418496264,9041.05787465,0.20755412935,3644,SR,1
161-440-011,1,VLDR,SR,161440011,282.521013482,4327.28514175,0.09934079756,3645,SR,1
162-120-042,1,VLDR,SR,162120042,332.7855439,6365.31987128,0.14612763708,3646,SR,1
161-550-011,1,LDR,VR,161550011,286.523498842,4378.05893719,0.10050640352,3647,VR,1
161-410-006,1,VLDR,SR,161410006,406.496654262,9038.61785653,0.20749811425,3648,SR,1
161-380-037,1,VLDR,SR,161380037,364.855874558,7966.30220098,0.18288113409,3649,SR,1
162-120-061,1,VLDR,SR,162120061,336.720270181,7070.2938756,0.16231161331,3650,SR,1
163-190-044,1,ER,PD,163190044,569.600333087,17040.7074181,0.39120081309,3651,PD,1
161-380-061,1,VLDR,SR,161380061,382.447554314,8291.92264702,0.19035635094,3652,SR,1
161-430-079,1,VLDR,SR,161430079,307.655417644,5021.26894528,0.11527247349,3653,SR,1
161-510-015,1,LDR,VR,161510015,266.975395755,4310.35459081,0.09895212559,3654,VR,1
164-190-056,1,VLDR,SR,164190056,325.588963428,6516.82718239,0.14960576635,3655,SR,1
163-190-064,1,ER,PD,163190064,424.990519718,10832.3396361,0.24867630019,3656,PD,1
161-220-025,1,VLDR,SR,161220025,370.696354868,7421.84843986,0.17038219559,3657,SR,1
161-150-084,1,ER,ER,161150084,569.229218122,19380.4047033,0.44491287198,3658,ER,1
161-540-044,1,VLDR,SR,161540044,470.739091271,11180.3843571,0.25666630755,3659,SR,1
164-550-003,1,LI,LI,164550003,1119.53274684,76864.7434061,1.76457170354,3660,LI,0
164-450-033,1,LDR,PD_VntgGrn,164450033,309.678477576,5159.9341806,0.11845578927,3661,PD_VntgGrn,1
164-220-058,1,OS,OS,164220058,2277.81676836,4283.21117565,0.09832899852,3662,OS,0
161-410-065,1,VLDR,SR,161410065,352.562792083,6976.04772129,0.16014801931,3663,SR,1
163-120-079,1,VLDR,SR,163120079,334.995673016,6586.17831542,0.1511978493,3664,SR,1
164-360-050,1,VLDR,PD_VntgGrn,164360050,580.621693649,18673.7249526,0.4286897372,3665,PD_VntgGrn,1
066-022-001,1,ER,ER,066022001,693.847502769,29108.4548171,0.66823817303,3666,ER,1
163-240-030,1,VLDR,SR,163240030,609.47263009,17724.6658476,0.4069023381,3667,SR,1
163-190-022,1,ER,PD,163190022,942.192583562,43081.3019012,0.98901060379,3668,PD,1
164-120-018,1,VLDR,SR,164120018,322.389237751,6090.06251938,0.13980859778,3669,SR,1
164-120-003,1,VLDR,SR,164120003,322.360168724,6088.79632711,0.13977953001,3670,SR,1
164-110-048,1,VLDR,SR,164110048,475.170637144,10952.8683641,0.25144325905,3671,SR,1
164-110-053,1,VLDR,SR,164110053,850.046722966,26250.1000817,0.60261937745,3672,SR,1
164-110-021,1,VLDR,SR,164110021,464.170391565,13271.1099716,0.30466276335,3673,SR,1
162-090-002,1,VLDR,SR,162090002,112.619718763,431.913002957,0.00991535819,3674,SR,1
162-080-082,1,VLDR,SR,162080082,282.036126496,4545.56643314,0.10435184649,3675,SR,1
163-120-004,1,VLDR,SR,163120004,344.522140855,7895.53631564,0.1812565729,3676,SR,1
164-070-011,1,VLDR,SR,164070011,319.962328832,5998.65291361,0.13771012198,3677,SR,1
164-060-024,1,VLDR,SR,164060024,359.802876467,8115.39458787,0.18630382433,3678,SR,1
164-050-022,1,BMU,BC,164050022,556.485798493,14806.9658202,0.33992116208,3679,BC__MF,2
163-280-002,1,GC,GC,163280002,794.149991979,39744.8423199,0.91241603122,3680,GC,0
161-380-051,1,VLDR,SR,161380051,590.922703265,15744.7992891,0.36145085604,3681,SR,1
164-210-061,1,LDR,VR,164210061,377.232000991,9301.09837946,0.21352383790999999,3682,VR,1
161-150-056,1,ER,ER,161150056,740.003485902,23831.1935809,0.54708892518,3683,ER,1
161-540-012,1,VLDR,SR,161540012,379.636015905,8453.52804916,0.19406630049,3684,SR,1
164-270-008,1,LDR,VR,164270008,255.679193227,4035.59878586,0.09264460023,3685,VR,1
164-360-052,1,VLDR,PD_VntgGrn,164360052,373.939237849,7923.19002999,0.18189141483,3686,PD_VntgGrn,1
066-560-019,1,ER,ER,066560019,585.54239263,19506.7533438,0.44781343764,3687,ER,1
161-030-028,1,BMU,BC,161030028,2150.26366924,61511.9336818,1.41211968966,3688,BC,0
161-060-012,1,VLDR,SR,161060012,366.486137603,8362.98468867,0.19198771094,3689,SR,1
164-060-005,1,VLDR,SR,164060005,340.583045496,6257.43114984,0.14365085284,3690,SR,1
161-100-025,1,ER,ER,161100025,478.107826085,12944.5679187,0.29716638932,3691,ER,1
163-080-038,1,VLDR,SR,163080038,412.109312122,8525.18650846,0.19571135235,3692,SR,1
164-210-050,1,LDR,VR,164210050,354.982704728,8146.70867702,0.1870226969,3693,VR,1
161-410-030,1,VLDR,SR,161410030,436.584034709,9736.77765962,0.22352565793,3694,SR,1
066-501-010,1,VLDR,SR,066501010,355.472254082,6664.73602944,0.15300128626,3695,SR,1
164-190-005,1,VLDR,SR,164190005,329.536046541,6625.0660213,0.15209058818,3696,SR,1
066-081-051,1,TC,TC,066081051,304.993828799,5249.44038594,0.12051056901,3697,TC__MF,2
164-010-021,1,TC,TC,164010021,341.158536338,6648.11146089,0.15261963868,3698,TC__MF,2
164-470-COM,1,TC,TC,164470COM,960.06975692,10605.773911,0.24347506683,3699,TC__MF,2
164-500-COM,1,TC,TC,164500COM,1721.88736953,21232.9095837,0.48744053223,3700,TC__MF,2
164-390-003,1,TC,TC,164390003,114.270392835,710.251525035,0.01630513143,3701,TC__MF,2
164-480-013,2,TC,TC,164480013,154.449379855,885.830087187,0.02033586059,3702,TC__MF,2
164-020-035,1,MDR,MDR,164020035,1450.56932979,100815.644631,2.31440873808,3703,MDR,2
163-150-019,1,VLDR,SR,163150019,362.408585436,8001.33793,0.18368544376,3704,SR,1
163-160-007,1,VLDR,SR,163160007,548.030595736,18762.248888,0.43072196713,3705,SR,1
066-510-008,1,LDR,VR,066510008,269.983009496,4249.93486437,0.09756507953,3706,VR,1
066-510-006,1,LDR,VR,066510006,271.960480074,4271.16676592,0.09805249692,3707,VR,1
066-510-012,1,LDR,VR,066510012,261.930443672,4253.67587936,0.09765096142,3708,VR,1
066-620-003,1,TC,TC-AUFO,066620003,193.208102992,1992.074737,0.04573174327,3709,TC-AUFO__MF,2
066-510-029,1,LDR,VR,066510029,340.151241899,6005.16715095,0.13785966829,3710,VR,1
066-510-028,1,LDR,VR,066510028,377.614727196,8732.70647355,0.20047535522,3711,VR,1
066-170-013,1,HDR,CR,066170013,1641.96179193,95117.1440738,2.18358916607,3712,CR,2
161-390-031,1,VLDR,SR,161390031,386.556451626,7967.75578991,0.1829145039,3713,SR,1
086-170-038,1,GC,GC,086170038,1771.76487887,182148.619192,4.18155691443,3714,GC,0
066-510-017,1,LDR,VR,066510017,270.114206374,4253.65306667,0.09765043771,3715,VR,1
066-510-031,1,LDR,VR,066510031,339.204212186,6001.8457238,0.13778341882,3716,VR,1
066-170-020,1,TC,TC,066170020,428.714498816,10177.8644375,0.23365161702,3717,TC__MF,2
164-110-081,1,VLDR,SR,164110081,571.118474287,12152.1093233,0.27897404324,3718,SR,1
164-110-027,1,VLDR,SR,164110027,420.000150817,10400.0011599,0.23875117447,3719,SR,1
164-110-007,1,VLDR,SR,164110007,534.000689695,17810.071783,0.40886298859,3720,SR,1
164-110-033,1,VLDR,SR,164110033,479.970568647,14298.0250204,0.32823748899,3721,SR,1
164-110-058,1,VLDR,SR,164110058,453.364234745,9591.73850282,0.22019601705,3722,SR,1
164-110-056,1,VLDR,SR,164110056,749.77881559,20750.2659113,0.47636055811,3723,SR,1
164-010-057,1,TC,TC,164010057,394.525662458,7366.71347405,0.16911647094,3724,TC,0
164-010-056,1,TC,TC,164010056,391.380275396,6859.00491663,0.15746108624,3725,TC,0
164-390-006,1,TC,TC,164390006,145.662504276,1131.8685112,0.0259841256,3726,TC__MF,2
164-480-007,1,TC,TC,164480007,110.328342643,624.419625193,0.01433470214,3727,TC__MF,2
163-160-021,1,VLDR,SR,163160021,449.841522004,10168.8510939,0.23344469912,3728,SR,1
164-050-041,1,VLDR,SR,164050041,411.682074283,8736.13391185,0.20055403838,3729,SR,1
164-070-036,1,VLDR,SR,164070036,319.966185821,6109.38048278,0.1402520772,3730,SR,1
164-300-009,1,MDR,MDR,164300009,504.591995583,5405.95166193,0.12410357351,3731,MDR,2
164-060-011,1,VLDR,SR,164060011,399.78975061,9497.99668206,0.21804400097,3732,SR,1
161-040-022,1,MDR,MDR,161040022,1377.75847897,110774.536348,2.54303343314,3733,MDR,2
161-280-002,1,VLDR,SR,161280002,329.165666282,6762.31239497,0.15524133138000001,3734,SR,1
163-160-027,1,VLDR,SR,163160027,359.872015465,7469.03516835,0.17146545382,3735,SR,1
161-030-020,1,VLDR,SR,161030020,535.196129658,12069.8386597,0.27708536868,3736,SR,1
161-060-014,1,VLDR,SR,161060014,738.1005995,22481.9781505,0.51611520088,3737,SR,1
161-270-011,1,VLDR,SR,161270011,321.80453455,5524.58560736,0.12682703414,3738,SR,1
161-260-018,1,VLDR,SR,161260018,321.418359632,5518.19645737,0.12668035944,3739,SR,1
161-040-025,1,VLDR,SR,161040025,451.596763651,12636.2933141,0.29008937819,3740,SR,1
161-280-007,1,VLDR,SR,161280007,367.654250135,6856.14369518,0.15739540163,3741,SR,1
161-270-045,1,VLDR,SR,161270045,386.882775852,6801.19346873,0.15613391802,3742,SR,1
164-550-010,1,LI,LI,164550010,1475.04575327,132835.022283,3.04947250421,3743,LI,0
161-480-020,1,MDR,MDR,161480020,958.886100578,13948.0674651,0.32020356899,3744,MDR,2
161-530-007,1,MDR,MDR,161530007,181.736610147,1227.8757283100001,0.02818814803,3745,MDR,2
161-260-032,1,VLDR,SR,161260032,457.856969233,10471.8371042,0.24040030083,3746,SR,1
161-040-009,1,BMU,BC,161040009,944.501126719,23630.9348068,0.54249161632,3747,BC,0
164-300-007,1,MDR,MDR,164300007,189.007005706,1917.79116361,0.04402642708,3748,MDR,2
162-080-048,1,VLDR,SR,162080048,299.457190415,4982.03516328,0.11437178979,3749,SR,1
162-080-001,1,VLDR,SR,162080001,284.637178314,5018.52212146,0.11520941509,3750,SR,1
162-080-059,1,VLDR,SR,162080059,294.45717666,4856.98662782,0.11150107043,3751,SR,1
162-190-078,1,VLDR,SR,162190078,288.455861425,4726.30594464,0.10850105474,3752,SR,1
162-180-025,1,VLDR,SR,162180025,311.357904872,5867.64415916,0.13470257482,3753,SR,1
162-190-074,1,VLDR,SR,162190074,360.717407843,6967.3513742,0.15994837866,3754,SR,1
162-190-036,1,VLDR,SR,162190036,289.711954496,4797.15379074,0.11012749749,3755,SR,1
162-180-028,1,VLDR,SR,162180028,293.350062666,4831.64710318,0.11091935499,3756,SR,1
162-190-052,1,VLDR,SR,162190052,357.433697427,6209.06940388,0.14254061992,3757,SR,1
162-190-038,1,VLDR,SR,162190038,286.964841735,4737.45083523,0.10875690623,3758,SR,1
066-081-082,1,TC,TC,066081082,380.753887669,7012.14628048,0.1609767282,3759,TC__MF,2
066-081-084,1,TC,TC,066081084,417.807051972,8828.30127323,0.20266990985,3760,TC,0
164-010-016,1,TC,TC,164010016,287.86623157,4396.44559831,0.10092850318,3761,TC__MF,2
164-480-011,2,TC,TC,164480011,159.476310642,948.872449442,0.02178311408,3762,TC__MF,2
163-160-002,1,VLDR,SR,163160002,608.497624709,22674.2573432,0.52052932376,3763,SR,1
163-250-047,1,VLDR,SR,163250047,505.845088877,14314.7661193,0.32862181174,3764,SR,1
161-270-014,1,VLDR,SR,161270014,322.500208189,5510.38749993,0.12650109045,3765,SR,1
161-530-016,1,MDR,MDR,161530016,203.749826732,1781.17001204,0.04089003701,3766,MDR,2
164-540-004,2,BMU,BC,164540004,177.629566014,1543.02607616,0.0354230045,3767,BC,0
164-300-010,1,MDR,MDR,164300010,189.05947078,1995.55827687,0.04581171434,3768,MDR,2
164-080-003,1,BMU,BC,164080003,355.114258489,4426.426323,0.10161676591,3769,BC__MF,2
161-390-032,1,VLDR,SR,161390032,386.536858114,7967.21101903,0.18290199768,3770,SR,1
066-560-028,1,ER,ER,066560028,576.636814902,17631.1257282,0.40475495244,3771,ER,1
066-450-020,1,VLDR,SR,066450020,335.790028456,7230.4303145,0.16598784009,3772,SR,1
066-430-011,1,VLDR,SR,066430011,369.034013198,8801.26311768,0.20204919921,3773,SR,1
164-110-020,1,VLDR,SR,164110020,464.160561934,13270.4312989,0.30464718317,3774,SR,1
164-110-008,1,VLDR,SR,164110008,463.00077928,13194.679136,0.3029081528,3775,SR,1
164-120-043,1,VLDR,SR,164120043,328.414072326,6555.9276471,0.15050338951,3776,SR,1
164-010-013,1,TC,TC,164010013,319.414469687,5990.63658482,0.1375260924,3777,TC__MF,2
164-010-050,1,TC,TC,164010050,344.22354493,6733.25573336,0.15457428222,3778,TC__MF,2
164-390-022,2,TC,TC,164390022,125.570140089,876.870141638,0.02013016854,3779,TC__MF,2
164-390-016,2,TC,TC,164390016,114.169084631,789.225003333,0.01811811302,3780,TC__MF,2
164-390-015,2,TC,TC,164390015,114.175163835,788.772181752,0.01810771767,3781,TC__MF,2
163-150-026,1,VLDR,SR,163150026,360.00941188,8000.30329272,0.18366169175,3782,SR,1
163-160-006,1,VLDR,SR,163160006,548.254888616,18778.0352727,0.43108437265,3783,SR,1
164-110-014,1,VLDR,SR,164110014,428.290520561,10938.875258,0.25112202153,3784,SR,1
164-110-010,1,VLDR,SR,164110010,420.000519136,10399.9436587,0.23874985442,3785,SR,1
164-110-012,1,VLDR,SR,164110012,419.995904739,10399.8335769,0.23874732729,3786,SR,1
164-120-056,1,VLDR,SR,164120056,460.599875587,9774.49064294,0.2243914289,3787,SR,1
161-390-034,1,VLDR,SR,161390034,389.438751215,7643.04847263,0.1754602496,3788,SR,1
066-540-004,1,VLDR,SR,066540004,343.835071406,6989.01106488,0.16044561673,3789,SR,1
066-570-057,1,VLDR,SR,066570057,407.454500989,8547.14272653,0.19621539776,3790,SR,1
162-031-057,1,VLDR,SR,162031057,408.018971569,8960.79813364,0.20571161923,3791,SR,1
161-430-015,1,VLDR,SR,161430015,305.071782143,5193.58296616,0.11922825909,3792,SR,1
162-130-026,1,VLDR,SR,162130026,349.436103008,6943.02754942,0.15938998047,3793,SR,1
161-410-081,1,VLDR,SR,161410081,372.28913227,8047.36910598,0.18474217415,3794,SR,1
161-100-066,1,RC,CC,161100066,1535.63803192,88268.9958653,2.02637731555,3795,CC,0
164-270-014,1,LDR,VR,164270014,251.441536954,3727.97808698,0.08558260071,3796,VR,1
162-250-051,1,VLDR,SR,162250051,357.768260346,7038.65145965,0.16158520339,3797,SR,1
161-150-004,1,ER,ER,161150004,568.78432363,15529.0924564,0.35649890855,3798,ER,1
161-430-012,1,VLDR,SR,161430012,308.208991789,5273.70832434,0.12106768421,3799,SR,1
161-380-062,1,VLDR,SR,161380062,376.371316962,7770.85846053,0.17839436319,3800,SR,1
161-410-057,1,VLDR,SR,161410057,377.247328926,8347.72766622,0.1916374579,3801,SR,1
162-120-032,1,VLDR,SR,162120032,328.689762371,6536.19913849,0.15005048527,3802,SR,1
161-410-069,1,VLDR,SR,161410069,403.903451051,9065.79308015,0.20812197154,3803,SR,1
162-250-089,1,VLDR,SR,162250089,357.322770185,7834.55876483,0.17985672096,3804,SR,1
164-070-022,1,VLDR,SR,164070022,316.036290087,6038.2155274,0.13861835462,3805,SR,1
164-050-011,1,VLDR,SR,164050011,579.810057851,20723.0714856,0.47573626,3806,SR,1
164-010-010,1,TC,TC,164010010,239.247569973,2691.98617942,0.06179949907,3807,TC__MF,2
164-010-018,1,TC,TC,164010018,299.528765741,4987.56423053,0.11449871971,3808,TC__MF,2
164-390-017,2,TC,TC,164390017,118.155765434,813.148336013,0.01866731717,3809,TC__MF,2
163-160-030,1,VLDR,SR,163160030,352.195668591,1644.77417762,0.0377588195,3810,SR,1
161-380-021,1,VLDR,SR,161380021,357.371293406,7060.41315958,0.16208478328,3811,SR,1
163-190-016,1,ER,PD,163190016,723.064105143,29368.6086047,0.6742104822,3812,PD,1
161-410-052,1,VLDR,SR,161410052,358.467821664,7539.18758297,0.17307593166,3813,SR,1
161-060-003,1,VLDR,SR,161060003,477.934366881,12622.3264385,0.28976874285,3814,SR,1
161-050-031,1,SC,SC,161050031,1360.54589034,101735.541953,2.33552667477,3815,SC,0
161-270-046,1,VLDR,SR,161270046,478.237389831,2324.11181783,0.05335426579,3816,SR,1
161-590-006,1,VLDR,SR,161590006,195.608475971,2252.74592911,0.05171593042,3817,SR,1
164-140-003,1,PQ,PI,164140003,2470.21683371,282277.669068,6.48020360577,3818,PI,0
164-110-063,1,VLDR,SR,164110063,579.9921598,18800.7862525,0.43160666328,3819,SR,1
164-110-083,1,VLDR,SR,164110083,458.884953873,12927.5019168,0.29677460782,3820,SR,1
164-110-067,1,VLDR,SR,164110067,416.157616647,10155.3488229,0.23313472963,3821,SR,1
164-120-017,1,VLDR,SR,164120017,322.390435771,6089.92022416,0.13980533113,3822,SR,1
164-120-007,1,VLDR,SR,164120007,322.359286214,6088.85989738,0.13978098938,3823,SR,1
164-110-078,1,VLDR,SR,164110078,479.086958649,7650.2275231,0.17562505792,3824,SR,1
164-120-041,1,VLDR,SR,164120041,332.924216517,6771.65929026,0.15545590657,3825,SR,1
162-180-043,1,VLDR,SR,162180043,280.017224016,4500.60155169,0.10331959485,3826,SR,1
162-080-005,1,VLDR,SR,162080005,289.199220106,4725.45201777,0.10848145128,3827,SR,1
162-080-055,1,VLDR,SR,162080055,309.100512798,5213.53359904,0.1196862626,3828,SR,1
162-090-009,1,VLDR,SR,162090009,337.335843631,5628.12971075,0.12920407968,3829,SR,1
164-240-014,1,HI,HI,164240014,1816.17900435,190942.15787,4.38342878491,3830,HI,0
164-150-039,1,LI,LI,164150039,1034.54430125,62856.3889227,1.44298413505,3831,LI,0
066-502-012,1,VLDR,SR,066502012,518.076930226,13467.0168303,0.30916016598,3832,SR,1
161-260-013,1,VLDR,SR,161260013,313.523068709,5312.63844464,0.1219613968,3833,SR,1
161-270-023,1,VLDR,SR,161270023,314.308538193,5398.222579,0.12392613818,3834,SR,1
161-040-024,1,VLDR,SR,161040024,914.28885919,46882.2313361,1.07626793701,3835,SR,1
161-480-006,1,MDR,MDR,161480006,218.892723062,2933.34185598,0.06734026299,3836,MDR,2
161-480-016,1,MDR,MDR,161480016,143.034879381,1117.5844352,0.02565620834,3837,MDR,2
161-530-005,1,MDR,MDR,161530005,182.833892599,1417.56842987,0.03254289325,3838,MDR,2
161-260-040,1,VLDR,SR,161260040,336.223839585,6544.44483318,0.15023978038,3839,SR,1
164-080-025,1,BMU,BC,164080025,256.338958144,4191.54509726,0.09622463492,3840,BC,0
164-540-002,1,BMU,BC,164540002,186.870361179,1539.4901827,0.03534183156,3841,BC,0
164-540-COM,1,BMU,BC,164540COM,611.029429726,15642.5053916,0.35910251129,3842,BC,0
164-300-011,1,MDR,MDR,164300011,167.555183702,1491.20515862,0.03423335993,3843,MDR,2
164-070-029,1,VLDR,SR,164070029,331.219802768,6416.54055659,0.14730350222,3844,SR,1
164-050-009,1,VLDR,SR,164050009,483.176306586,13637.8018407,0.31308085034,3845,SR,1
164-080-038,1,BMU,BC,164080038,703.248776735,25354.9731686,0.58207009111,3846,BC__MF,2
164-050-023,1,BMU,BC,164050023,475.778589989,12767.4168517,0.29309956042,3847,BC__MF,2
162-180-002,1,VLDR,SR,162180002,289.842006366,5192.87044564,0.11921190187,3848,SR,1
162-180-052,1,VLDR,SR,162180052,310.011570907,5250.33386084,0.12053108037,3849,SR,1
162-080-004,1,VLDR,SR,162080004,286.885309403,4667.76309867,0.10715709593,3850,SR,1
162-190-054,1,VLDR,SR,162190054,416.925499078,8696.96150465,0.19965476365,3851,SR,1
162-190-037,1,VLDR,SR,162190037,289.658323815,4806.48160053,0.11034163454,3852,SR,1
162-190-033,1,VLDR,SR,162190033,299.909279233,5048.30140964,0.11589305348,3853,SR,1
162-090-013,1,VLDR,SR,162090013,282.004871548,4491.80480769,0.1031176494,3854,SR,1
162-190-073,1,VLDR,SR,162190073,406.991301806,8955.05698752,0.20557982065,3855,SR,1
162-180-045,1,VLDR,SR,162180045,280.012006845,4500.31259479,0.10331296131,3856,SR,1
162-090-004,1,VLDR,SR,162090004,301.384192056,5016.11260804,0.11515410028,3857,SR,1
162-190-023,1,VLDR,SR,162190023,297.990057758,4948.04315719,0.11359144071,3858,SR,1
161-060-002,1,VLDR,SR,161060002,622.400515718,19179.2850535,0.44029580013,3859,SR,1
161-470-047,1,VLDR,SR,161470047,207.266815707,2670.42383617,0.06130449578,3860,SR,1
161-460-014,1,VLDR,SR,161460014,332.341789543,6638.98204817,0.1524100562,3861,SR,1
164-110-025,1,VLDR,SR,164110025,419.999849023,10399.9896881,0.23875091111,3862,SR,1
066-510-011,1,LDR,VR,066510011,269.61827229,4241.30502739,0.09736696573,3863,VR,1
066-510-018,1,LDR,VR,066510018,270.109272524,4253.50048666,0.09764693496,3864,VR,1
066-510-007,1,LDR,VR,066510007,270.118855894,4253.63887836,0.09765011199,3865,VR,1
066-510-048,1,LDR,VR,066510048,298.387786067,5636.25879515,0.12939069778,3866,VR,1
066-081-048,1,TC,TC,066081048,298.843012793,4971.15259643,0.11412196043,3867,TC__MF,2
086-220-018,1,SC,SC,086220018,758.560760906,29230.7113754,0.67104479742,3868,SC,0
164-050-007,1,VLDR,SR,164050007,508.46744542,15801.2838361,0.36274756281,3869,SR,1
161-040-045,1,VLDR,SR,161040045,539.908517696,16387.4719151,0.37620458942,3870,SR,1
161-280-017,1,VLDR,SR,161280017,399.463878003,8816.38517722,0.20239635393,3871,SR,1
161-270-013,1,VLDR,SR,161270013,323.691098707,5587.97589268,0.12828227485,3872,SR,1
161-270-036,1,VLDR,SR,161270036,303.834048093,5065.68763139,0.11629218621,3873,SR,1
161-480-012,1,MDR,MDR,161480012,212.072926907,2560.69781363,0.05878553291,3874,MDR,2
161-480-001,1,MDR,MDR,161480001,203.832903932,2476.88893774,0.05686154586,3875,MDR,2
161-040-016,1,LDR,VR,161040016,1031.01108065,25093.0486243,0.57605713095,3876,VR,1
161-530-027,1,MDR,MDR,161530027,174.376498433,1406.83749358,0.03229654485,3877,MDR,2
164-080-022,1,BMU,BC,164080022,435.993233273,11538.3934976,0.26488506652,3878,BC,0
164-540-005,2,BMU,BC,164540005,117.669712156,768.707144757,0.0176470878,3879,BC,0
164-540-011,2,BMU,BC,164540011,134.559442163,927.862597185,0.02130079424,3880,BC,0
164-010-062,1,TC,TC,164010062,772.625380692,35962.0535446,0.82557515024,3881,TC__MF,2
164-300-005,1,MDR,MDR,164300005,251.080670849,3151.53171605,0.07234921295,3882,MDR,2
161-270-012,1,VLDR,SR,161270012,321.74217958,5500.53142345,0.12627482607,3883,SR,1
161-260-012,1,VLDR,SR,161260012,343.688462082,6672.60767207,0.15318199431,3884,SR,1
