id,LAYER,COLOR,LABEL,gnrl_p_,GLOBALI,Shp__Ar,Shp__Ln,MuncplC,edt_g__,zoning
391,EX_ZONE_LDR,2,LDR,Low Density Residential,47227a7b-0d28-47cb-a492-d02d97032134,240055.554688,3470.82918833,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
392,EX_ZONE_MDR,41,MDR,Medium Density Residential,87859d60-6a2e-4c73-9192-fc7df4f2fdd1,2163.3515625,183.394038283499,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
393,EX_ZONE_LDR,2,LDR,Low Density Residential,ac8b953d-0886-4828-a455-de735e4e7d8d,623268.417969,5632.15346368,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
394,EX_ZONE_LDR,2,LDR,Low Density Residential,4e0d1217-fef3-4445-83c5-c0d59e7dd28d,624572.457031,3979.86592377,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
395,EX_ZONE_LDR,2,LDR,Low Density Residential,d924d00b-30dc-4d33-8727-751d94c1fbbe,1475633.12109,7039.0686978,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
396,EX_ZONE_PF,1,PF,Public Facilities,bc6fe6d2-2bc2-4cbc-87a8-bc601f87d438,22316.4609375,609.808467141076,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
397,EX_ZONE_PF,1,PF,Public Facilities,7a224118-167b-4da2-a921-00ce90e072bd,12751.6445313,469.903744735822,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
398,EX_ZONE_HDR,5,HDR,High Density Residential,22efd162-5f42-46d2-84f1-fac1c00710dd,9321.95703125,405.174894380118,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
399,EX_ZONE_M,5,M,Medical,1ff60948-0f4b-4e41-9922-86a12d13a788,230432.957031,2107.00674426,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medical,0
400,EX_ZONE_CL,6,CL,Linear Commercial,0eecdec4-04ac-4424-8502-84e8cd512a83,28758.8945313,964.317354816341,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
401,EX_ZONE_IUL,5,IUL,Limited Intesive Use,a959fe94-96f4-4299-ac80-07521fe6ef8f,3897.20703125,270.318847396443,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Intesive Use,0
402,EX_ZONE_IUL,5,IUL,Limited Intesive Use,612b8382-e053-49f5-b311-c52446f2d912,10968.8203125,419.417242209468,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Intesive Use,0
403,EX_ZONE_CL,6,CL,Linear Commercial,75fe11c1-3b8b-41f5-9626-13847e7e902b,18258.6640625,794.967876919418,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
404,EX_ZONE_CL,6,CL,Linear Commercial,c04d3ccf-806c-4587-97a4-ea8c285016c6,16082.765625,804.660912273532,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
405,EX_ZONE_CL,6,CL,Linear Commercial,f44a8d2e-416f-483f-8e2a-d5f6c614f84d,5283.54296875,294.217957722932,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
406,EX_ZONE_CL,6,CL,Linear Commercial,b1dcdf81-d8ce-4ca1-8bb6-4a460fd3ea46,5659.24609375,389.882110722965,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
407,EX_ZONE_CL,6,CL,Linear Commercial,991ab12a-0c0c-4f00-b26b-f0ce914c5a93,8810.890625,547.230952922896,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
408,EX_ZONE_CL,6,CL,Linear Commercial,6f7de9ce-6583-4aad-bffc-e10b31de9e8d,20916.8554688,739.701781840792,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
409,EX_ZONE_CN,5,CN,Neighborhood Shopping & Service,baa8f84f-d164-46f0-9789-e6fb501e7e1d,32665.625,854.826647676489,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Neighborhood Shopping & Service,0
410,EX_ZONE_CN,5,CN,Neighborhood Shopping & Service,6b947814-a1c8-45e4-bbfc-55591149e54f,1910.23046875,171.527826981349,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Neighborhood Shopping & Service,0
411,EX_ZONE_CN,5,CN,Neighborhood Shopping & Service,304e38f3-4f41-4001-804d-41764424b201,5847.18359375,380.059118928871,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Neighborhood Shopping & Service,0
412,EX_ZONE_CN,5,CN,Neighborhood Shopping & Service,0c82e61f-349b-4ad4-8f1b-5cccc9ec527c,48965.1953125,855.440458207005,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Neighborhood Shopping & Service,0
413,EX_ZONE_CP,8,CP,Pedestrian Shopping & Service,eeb2c85f-09ee-4f55-b624-6d07d3d197f2,150174.566406,1828.42995668,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Pedestrian Shopping & Service,0
414,EX_ZONE_CP,8,CP,Pedestrian Shopping & Service,acc9b323-0047-47f3-ba45-f67859d8e596,76727.3828125,1095.22503361,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Pedestrian Shopping & Service,0
415,EX_ZONE_CP,8,CP,Pedestrian Shopping & Service,103da72e-ce96-49af-8da7-e0b3c718f87a,111359.933594,2436.02057658,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Pedestrian Shopping & Service,0
416,EX_ZONE_CP,8,CP,Pedestrian Shopping & Service,fa724503-93a0-4a2f-8ac4-ded1e4aee9c1,18150.5195313,715.14688018423,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Pedestrian Shopping & Service,0
417,EX_ZONE_CP,8,CP,Pedestrian Shopping & Service,7f467004-2bd0-44d4-950c-4694a6a885aa,1167.17578125,148.139316337294,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Pedestrian Shopping & Service,0
418,EX_ZONE_HDR,5,HDR,High Density Residential,877796d7-a897-4bfe-aad5-40f898867037,10564.7890625,494.668095856668,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
419,EX_ZONE_HDR,5,HDR,High Density Residential,b00ffec6-b76d-44f7-bb5b-ec2d6c4a960d,630528.972656,6271.75949054,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
420,EX_ZONE_HDR,5,HDR,High Density Residential,55f0fab6-8601-4721-a750-37bb7aa91bdd,1660.12109375,166.228323496178,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
421,EX_ZONE_IU,4,IU,Intensive Use,b6d6076e-f1eb-4e59-9368-a3c2d72f7773,45629.671875,1428.64478063,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
422,EX_ZONE_IU,4,IU,Intensive Use,a4c74b9b-3c58-43ba-9485-a2df901483e8,80111.7226563,1330.37876207,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
423,EX_ZONE_IU,4,IU,Intensive Use,b2324066-b4df-461c-9a9d-44389cc0361a,44756.6054688,1160.01972888,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
424,EX_ZONE_IUL,5,IUL,Limited Intesive Use,8b5945ac-4716-425b-932c-cf4d9aea2b54,5454.50390625,320.447706364626,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Intesive Use,0
425,EX_ZONE_LDR,2,LDR,Low Density Residential,46c51c6d-d87a-4538-b215-5b4cd03109a4,157321.976563,2832.71238849,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
426,EX_ZONE_LDR,2,LDR,Low Density Residential,7722eb06-f7e8-4e88-a378-7e2d8e561315,1190037.83984,7970.60944518,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
427,EX_ZONE_LDR,2,LDR,Low Density Residential,5b62f663-2962-40f1-b29a-1052b8dae249,777358.582031,5774.78936691,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
428,EX_ZONE_LDR,2,LDR,Low Density Residential,8af0f0bb-1c5c-4a54-8fe7-162c66fedb2b,343075.8125,3891.95205374,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
429,EX_ZONE_LDR,2,LDR,Low Density Residential,3a497525-ec5c-4add-a365-1a38a05f9ccd,1060964.81641,4800.09818376,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
430,EX_ZONE_LDR,2,LDR,Low Density Residential,5033190b-dfe6-4bb2-8acc-be430b9d3bb9,1123548.93359,5761.86417176,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
431,EX_ZONE_LDR,2,LDR,Low Density Residential,a652b972-a33f-4e71-a3de-c634df23167e,1021193.04688,9527.34372837,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
432,EX_ZONE_LO,5,LO,Limited Office,3947a55e-4226-46b8-80c8-23f7e3975204,1383.78125,146.688069176877,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Office,0
433,EX_ZONE_LO,5,LO,Limited Office,25758093-b06e-40b4-b934-35533583cf80,2403.3828125,188.860820146652,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Office,0
434,EX_ZONE_LO,5,LO,Limited Office,5e77cd30-d47c-434b-9a3c-24a75a6c5058,2050.4375,181.384757989377,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Office,0
435,EX_ZONE_MDR,41,MDR,Medium Density Residential,917603f5-45e0-48ce-8146-f1c86e00891b,40548.1953125,1175.77262732,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
436,EX_ZONE_MDR,41,MDR,Medium Density Residential,c9048799-29f2-44d0-b52b-3339d5b8d190,2856.2734375,228.937446843986,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
437,EX_ZONE_MDR,41,MDR,Medium Density Residential,da22340d-51cd-4328-a06c-391fe724e362,1294.11328125,153.024034621743,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
438,EX_ZONE_MDR,41,MDR,Medium Density Residential,94d8e8fd-95b3-42c0-b686-4bbc72572f85,15115.4023438,488.072461326219,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
439,EX_ZONE_MDR,41,MDR,Medium Density Residential,e1ccfe12-4480-424b-b957-139c15247f3a,10134.9960938,451.488053565086,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
440,EX_ZONE_PDC,5,PDC,Planned Development Commercial,444cebc7-2ae3-431f-8754-da7f6fc830fb,35690.7109375,768.019977190045,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Planned Development Commercial,0
441,EX_ZONE_PF,1,PF,Public Facilities,d5bb893d-e681-4384-a1f6-2bddd79b5bd1,1056145.82031,4278.02628384,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
442,EX_ZONE_LDR,2,LDR,Low Density Residential,1df2f854-6534-4487-a55f-5735ec4905e2,47834.90625,866.884148266848,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
443,EX_ZONE_PDC,5,PDC,Planned Development Commercial,909b039b-28b6-4589-870d-97310f16cc9c,30777.8242188,1016.9664498,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Planned Development Commercial,0
444,EX_ZONE_CL,6,CL,Linear Commercial,5419414c-5ac5-4f91-8c85-456f2de90371,4906.5234375,298.922970535993,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
445,EX_ZONE_CL,6,CL,Linear Commercial,2229dd2a-4d14-4a58-bd01-43877d477ec1,12697.703125,436.314851304132,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
446,EX_ZONE_HDR,5,HDR,High Density Residential,caa1d171-f7eb-442e-96ec-f728ca8e4b94,104618.097656,1989.13592113,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
447,EX_ZONE_IU,4,IU,Intensive Use,171686ef-f9df-460e-9ef3-9ab69a2d89d0,507.39453125,91.9442700277199,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
448,EX_ZONE_IU,4,IU,Intensive Use,fe455270-bad4-4711-a134-54c51a290449,13015.2695313,546.549776218674,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
449,EX_ZONE_MDR,41,MDR,Medium Density Residential,357ff2be-8da1-4c58-b75b-89f7219db21f,98865.125,1285.28788822,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
450,EX_ZONE_IU,4,IU,Intensive Use,695df44b-8ed9-4acd-a9bf-b01e034045e0,18708.3867188,1181.60538618,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
451,EX_ZONE_IUL,5,IUL,Limited Intesive Use,517c9d0d-f9da-4e4c-87aa-808183a725bf,1643.359375,158.889021006316,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Intesive Use,0
452,EX_ZONE_PF,1,PF,Public Facilities,9d0913f0-f80d-4487-b56f-c0c0d7c77cd8,15193.9101563,502.698745483747,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
453,EX_ZONE_PDR,5,PDR,Planned Development Residential,9c4d2ad1-2559-4709-8ad5-04c59297733f,37893.8476563,855.711832018889,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Planned Development Residential,2
454,EX_ZONE_CP,8,CP,Pedestrian Shopping & Service,d3eaaf6c-5d64-409d-9daa-6d1b88040ee4,22759.2851563,619.472009690637,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Pedestrian Shopping & Service,0
455,EX_ZONE_MDR,41,MDR,Medium Density Residential,f7115d4c-f15f-4dce-8508-759be73a4789,105803.554688,1749.44721556,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
456,EX_ZONE_PDC,5,PDC,Planned Development Commercial,bbf585eb-d159-440b-aceb-4ffa4977d498,65781.8164063,1233.61011913,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Planned Development Commercial,0
457,EX_ZONE_CW,140,CW,Waterfront Shopping & Service,3f817fc2-d9e5-4514-868b-56389c160cac,110963.15625,1568.15623942,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Waterfront Shopping & Service,0
458,EX_ZONE_PDR,5,PDR,Planned Development Residential,563ecda5-5523-4006-a595-45acb902697b,106274.53125,1392.05111966,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Planned Development Residential_SF,1
459,EX_ZONE_CP,8,CP,Pedestrian Shopping & Service,c57f15ca-0d66-43ce-8fda-606fdaa2f1c0,84626.015625,1222.86062068,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Pedestrian Shopping & Service,0
461,EX_ZONE_PF,1,PF,Public Facilities,dbcd7149-f8ab-4b96-b55e-32035ebb21c0,70245.640625,1327.61510601,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
462,EX_ZONE_CF,150,CF,Freeway Shopping & Service,8973a6ca-86c2-4cd3-b8bf-51f33f5f5677,9075.43359375,368.226744831252,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Freeway Shopping & Service,0
463,EX_ZONE_MDR,41,MDR,Medium Density Residential,5ed2dc29-83f8-4e9c-b335-4661c0d1d264,2256.06640625,193.466397567903,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
464,EX_ZONE_MDR,41,MDR,Medium Density Residential,64e818b7-000e-47de-9c68-a2373a025e4f,7685.94921875,468.832077219126,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
465,EX_ZONE_CN,5,CN,Neighborhood Shopping & Service,5a455f84-1b5b-46ce-b729-0721f1d6a6db,1850.47265625,176.052905135503,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Neighborhood Shopping & Service,0
466,EX_ZONE_CF,150,CF,Freeway Shopping & Service,0d6fa226-028c-4833-bef3-500ad048990a,32641.0546875,1261.42986479,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Freeway Shopping & Service,0
467,EX_ZONE_PDC,5,PDC,Planned Development Commercial,276172e7-970e-4272-80f7-a8a3878437b2,4645.3125,276.644235883222,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Planned Development Commercial,0
468,EX_ZONE_MDR,41,MDR,Medium Density Residential,49b07dde-166a-4ef1-8fcd-cce2e2551fdf,4545.9609375,354.567583065536,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
469,EX_ZONE_CF,150,CF,Freeway Shopping & Service,07265bca-58da-41b3-895e-7c9e712a83a4,18283.5390625,896.330325633408,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Freeway Shopping & Service,0
470,EX_ZONE_PDR,5,PDR,Planned Development Residential,7f18a198-20be-4dfe-af20-0e0298f45cb5,146414.347656,2628.32364409,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Planned Development Residential_SF,1
471,EX_ZONE_CL,6,CL,Linear Commercial,a5245e2f-ffbb-4577-9d2c-c846e9d02e0d,21.7734375,113.443105264759,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
472,EX_ZONE_HDR,5,HDR,High Density Residential,8be54d00-e945-44d7-a931-3c49490ef631,110305.4375,1346.49915579,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
474,EX_ZONE_MDR,41,MDR,Medium Density Residential,e1c2ce87-b750-412f-83e8-eafb52a4acf7,175262.121094,2566.80461378,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
475,EX_ZONE_PF,1,PF,Public Facilities,bff56f9b-d852-466c-8eee-f39505afc102,68727.6679688,2203.06798015,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
476,EX_ZONE_IU,4,IU,Intensive Use,8f550bfa-b3be-4f8d-81c1-a5c36de76cf1,1869.76171875,190.538397241023,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
477,EX_ZONE_CL,6,CL,Linear Commercial,08ba76c7-2ce9-4c6c-bf6a-0264a58c0097,4380.92578125,334.672374708598,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
478,EX_ZONE_MDR,41,MDR,Medium Density Residential,988eb6ba-833a-423d-8da2-dea7b17b3065,1848.66015625,185.014222872583,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
479,EX_ZONE_IU,4,IU,Intensive Use,4b125609-f179-423e-8d04-ed6d75c8bdc8,20061.2304688,621.904465377706,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
480,EX_ZONE_M,5,M,Medical,4e90ce09-2a8c-45e2-815d-c5f4f604909e,36293.6171875,938.292394145715,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medical,0
481,EX_ZONE_CL,6,CL,Linear Commercial,b39ee96d-f98a-4346-ae1f-ff204b0be0de,3196.578125,240.416662233949,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
482,EX_ZONE_IU,4,IU,Intensive Use,2227bac4-d596-4cfc-b744-144a5efd055e,70.8984375,238.853026737244,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
483,EX_ZONE_IU,4,IU,Intensive Use,84640779-8f21-4bac-b811-15243a6d362b,8340.92578125,524.77404258143,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
484,EX_ZONE_CL,6,CL,Linear Commercial,79d126a8-9f6c-405a-ad61-0e667df20000,184973.074219,3738.15095683,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
485,EX_ZONE_LDR,2,LDR,Low Density Residential,4ca946e2-b688-4f6f-a3bf-c514d49b5797,4743641.87891,22522.1087147,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
486,EX_ZONE_MDR,41,MDR,Medium Density Residential,40d5a9ac-1c39-4a51-ae87-01e644cf8c4c,41222.4960938,1009.96289624,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
487,EX_ZONE_CP,8,CP,Pedestrian Shopping & Service,19e99d2b-b0ad-4882-b423-75be5d11800f,54104.7148438,1080.59220777,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Pedestrian Shopping & Service,0
488,EX_ZONE_PDC,5,PDC,Planned Development Commercial,cfeb1744-2216-4dbc-a633-7298055e7b38,47825.2773438,961.687363642693,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Planned Development Commercial,0
489,EX_ZONE_LDR,2,LDR,Low Density Residential,3aec8960-1d92-4d05-b0ff-aff5e76f2ad4,870665.035156,6590.00719708,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
490,EX_ZONE_PF,1,PF,Public Facilities,2ef0caf9-690b-4855-80c7-7a313f3c69c1,97588.7929688,1432.89620754,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
491,EX_ZONE_PF,1,PF,Public Facilities,4892c2b1-39e9-467d-a000-10cdca2fe7c9,51092.1640625,1249.25209546,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
492,EX_ZONE_LDR,2,LDR,Low Density Residential,a1280629-e257-4987-8816-7ee4a04a081f,4829433.71484,30728.665541,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
493,EX_ZONE_PF,1,PF,Public Facilities,9461d893-d55e-4957-a0f1-7f21c24fd443,118376.054688,1650.49890163,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
494,EX_ZONE_PF,1,PF,Public Facilities,540000a1-2bc6-4569-a6e5-4433db85a78b,111845.285156,1412.48111131,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
495,EX_ZONE_LDR,2,LDR,Low Density Residential,0fee5172-52c3-4f3a-8802-0891018fff11,3947027.17188,13938.5525323,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
496,EX_ZONE_MDR,41,MDR,Medium Density Residential,d1df2c55-8d0b-414d-a1b9-c5ab77563c78,1614.12109375,186.515282950219,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
497,EX_ZONE_RC,5,RC,Resource Conservation,7c3ceaa1-4d45-4a7f-8e12-edb63de3b775,250.6015625,801.287700553693,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Resource Conservation,0
498,EX_ZONE_RC,5,RC,Resource Conservation,27cbbc12-a13e-40a3-b474-db6c42ff97c3,38568.0820313,1092.20442082,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Resource Conservation,0
499,EX_ZONE_LDR,2,LDR,Low Density Residential,13c58333-c006-4a48-8676-ecc45d5e05c0,3950697.32813,29306.2149977,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
500,EX_ZONE_RC,5,RC,Resource Conservation,5d728a29-95c7-4678-9f1e-97be27b1bc2a,38340.9570313,1092.64739782,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Resource Conservation,0
501,EX_ZONE_PF,1,PF,Public Facilities,53b3ff22-f19c-4644-8130-755ff65a5a1a,11421.7851563,420.726146607264,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
502,EX_ZONE_LO,5,LO,Limited Office,4f93780f-85f8-43d1-8a4e-7dc1e6c8d4d4,2058.52734375,181.376704496192,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Office,0
503,EX_ZONE_MDR,41,MDR,Medium Density Residential,dbd6da7d-9691-4af6-87e2-41d7bce1266d,22678.7929688,651.166983574862,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
504,EX_ZONE_PF,1,PF,Public Facilities,75e42f06-811f-423e-9479-ff28e69ba544,10975.3007813,664.356124256986,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
505,EX_ZONE_A-H,0,A-H,Architectural Heritage District,1325ba0d-60e4-47f5-ae0c-03d0e881ebe8,457199.515625,3167.86989632,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Architectural Heritage District,3
506,EX_ZONE_PF,1,PF,Public Facilities,5276132d-5767-4399-bd11-c2aa4ce6153c,4906.36328125,285.349981544991,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
507,EX_ZONE_PF,1,PF,Public Facilities,00bbac83-26ed-4738-b24b-5127c9a3d0ba,9745.53125,439.321296928696,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
508,EX_ZONE_PF,1,PF,Public Facilities,ba30bf0c-91ed-4927-8f00-b94a92cf68a3,3579.80859375,234.723529485613,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
509,EX_ZONE_PF,1,PF,Public Facilities,663631de-b409-4c45-94d8-7fdc57c100b4,54365.3945313,1016.71398414,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
510,EX_ZONE_MDR,41,MDR,Medium Density Residential,591a83c5-3ad1-422a-9263-eb875bc4f084,11973.9804688,430.430593266083,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
511,EX_ZONE_PF,1,PF,Public Facilities,7fd130a3-ba00-4e88-8a7b-7be0d9f91dea,20731.4609375,628.741995037931,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
512,EX_ZONE_CL,6,CL,Linear Commercial,36f667f5-0758-4181-99f6-47a37cad17b3,2655.09765625,227.510991202073,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
514,EX_ZONE_HDR,5,HDR,High Density Residential,4ff54a04-81cf-4576-9cd8-2c3a497aae71,1046.8359375,131.779079807018,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
515,EX_ZONE_PF,1,PF,Public Facilities,0d383dc6-1814-40ba-95fe-3680bebb72f9,5748.03515625,317.654440479882,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
516,EX_ZONE_PF,1,PF,Public Facilities,11a1e3b6-e532-4601-9423-da0e4a6c8f81,9881.4921875,443.502932978554,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
517,EX_ZONE_RVD,44,RVD,Residential View District,2dd73746-e285-49f3-a1c8-22d0a89358a7,1378488.66406,5531.18440431,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Residential View District,3
518,EX_ZONE_DDD,0,DDD,DDD,889cb1d3-eaaa-4f30-b4a5-f6373776668c,505543.472656,4014.50054711,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,DDD,3
519,EX_ZONE_CF,150,CF,Freeway Shopping & Service,269ae283-cb18-427b-a140-3f423a2b0b13,78196.6679688,1269.51277886,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Freeway Shopping & Service,0
520,EX_ZONE_LDR,2,LDR,Low Density Residential,b302cb67-078e-4b45-988a-cd218f620bd8,149745.65625,2244.72975067,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
521,EX_ZONE_PF,1,PF,Public Facitlities,f272f52e-600d-4a6d-8637-a98af14d8d6d,274273.433594,3800.63167829,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facitlities,0
522,EX_ZONE_PF,1,PF,Public Facilities,276b1261-be98-4eef-bfca-41907ccaff90,56464.0351563,1554.28077824,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
