id,LAYER,COLOR,LABEL,gnrl_p_,GLOBALI,Shp__Ar,Shp__Ln,MuncplC,edt_g__,zoning
523,EX_ZONE_PF,1,PF,Public Facilities,ea6813d1-11d9-40a8-8c33-ce80f7369c8c,9634.12109375,704.12548201445,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
524,EX_ZONE_MDR,41,MDR,Medium Density Residential,01d63ffa-a044-4da9-8bd9-ec5fe37f12d8,147162.859375,2111.28391613,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
525,EX_ZONE_LDR,2,LDR,Low Density Residential,350e2d2d-cb3e-4c4a-89eb-4cf84604bbbf,2849365.58203,30078.9505574,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
526,EX_ZONE_PF,1,PF,Public Facilities,191a6048-9728-43f3-97f7-2161784ae2d7,48015.203125,1647.87890973,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
527,EX_ZONE_PF,1,PF,Public Facilities,0b149692-dee8-4d0a-a550-18f069af71c2,4334.87109375,544.178176318187,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
528,EX_ZONE_PF,1,PF,Public Facilities,2bb2db5b-df0a-45d5-93d5-85df43c713cd,1153.6484375,218.766912697725,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
529,EX_ZONE_PF,1,PF,Public Facilities,6d81de2f-f2e9-44fc-b077-7dd09bb6860c,33316.8515625,1941.99605155,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
530,EX_ZONE_PF,1,PF,Public Facilities,59b2611f-0a83-4bd0-bce5-fab0d795618e,5974.44140625,715.500569594705,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
531,EX_ZONE_PF,1,PF,Public Facilities,b7c16780-dc4d-40d4-8996-7cf2ef45eb9a,5503.828125,450.528219822641,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
532,EX_ZONE_PF,1,PF,Public Facilities,cefa4436-2a58-4f84-b807-387a8cd12ada,4227.91015625,700.865336935101,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
533,EX_ZONE_LDR,2,LDR,Low Density Residential,1e4d865c-e56d-4fd8-a6b8-e60ae85e2c9e,544778.042969,8353.35978528,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
534,EX_ZONE_HDR,5,HDR,High Density Residential,d4d12c3d-e57e-46ef-b5b2-3857ab8432c0,5843.390625,473.321398928167,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
535,EX_ZONE_CL,6,CL,Linear Commercial,09e76f7f-da4c-4c51-ac76-8f6861c83b1f,6010.48046875,378.419800911239,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
536,EX_ZONE_PF,1,PF,Public Facilities,b45f28b9-0c9e-449d-b5b4-df4e6dcc04fe,6856.984375,766.192147977935,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
537,EX_ZONE_CL,41,CL,Linear Commercial,73c97e9f-947f-413c-b607-f587d893916a,1559.82421875,393.826419133174,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
998,NA,NA,NA,Open Space,NA,NA,NA,NA,Open Space,0
970,NA,NA,NA,Open Space,NA,NA,NA,NA,Open Space,0
997,NA,NA,NA,Open Space,NA,NA,NA,NA,Open Space,0
971,NA,NA,NA,Open Space,NA,NA,NA,NA,Open Space,0
996,NA,NA,NA,Low Density Residential,NA,NA,NA,NA,Low Density Residential,1
995,NA,NA,NA,Open Space,NA,NA,NA,NA,Open Space,0
994,NA,NA,NA,Low Density Residential,NA,NA,NA,NA,Low Density Residential,1
993,NA,NA,NA,Open Space,NA,NA,NA,NA,Open Space,0
992,NA,NA,NA,Open Space,NA,NA,NA,NA,Open Space,0
991,NA,NA,NA,Medium Density Residential,NA,NA,NA,NA,Medium Density Residential,2
990,NA,NA,NA,Low Density Residential,NA,NA,NA,NA,Low Density Residential,1
989,NA,NA,NA,Low Density Residential,NA,NA,NA,NA,Low Density Residential,1
988,NA,NA,NA,Open Space,NA,NA,NA,NA,Open Space,0
987,NA,NA,NA,Medium Density Residential,NA,NA,NA,NA,Medium Density Residential,2
986,NA,NA,NA,Commercial,NA,NA,NA,NA,Commercial,0
985,NA,NA,NA,Commercial,NA,NA,NA,NA,Commercial,0
983,NA,NA,NA,Medium Density Residential,NA,NA,NA,NA,Medium Density Residential,2
984,NA,NA,NA,Commercial,NA,NA,NA,NA,Commercial,0
982,EX_ZONE_LDR,2,LDR,Low Density Residential,9a4d7bbb-2736-4d2e-8bf1-ff82767e7cd6,1341734.44922,11818.9167164,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Low Density Residential,1
364,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development,961790f7-70aa-4406-a4a1-67f596313bb6,341043.113281,2721.18634838,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development,0
18,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development,a98d3bd6-d866-455d-a8be-ffa41b5b046f,272405.945313,3104.817425,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development,0
976,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development_SF,790562e2-7988-4057-a3a9-a07b4110956b,8060146.83594,17955.0125107,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development_SF,1
979,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development,790562e2-7988-4057-a3a9-a07b4110956b,8060146.83594,17955.0125107,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development,0
978,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development_SF,790562e2-7988-4057-a3a9-a07b4110956b,8060146.83594,17955.0125107,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development_SF,1
974,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development_MF,790562e2-7988-4057-a3a9-a07b4110956b,8060146.83594,17955.0125107,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development_MF,2
975,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development_MF,790562e2-7988-4057-a3a9-a07b4110956b,8060146.83594,17955.0125107,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development_MF,2
972,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development,790562e2-7988-4057-a3a9-a07b4110956b,8060146.83594,17955.0125107,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development,0
973,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development_SF,790562e2-7988-4057-a3a9-a07b4110956b,8060146.83594,17955.0125107,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development_SF,1
383,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development,790562e2-7988-4057-a3a9-a07b4110956b,8060146.83594,17955.0125107,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development,0
969,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development_SF,b2d7fe1d-61c5-41a0-b827-ee6789604d72,6722614.11328,12266.7803628,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development_SF,1
968,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development,b2d7fe1d-61c5-41a0-b827-ee6789604d72,6722614.11328,12266.7803628,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development,0
967,EX_ZONE_MUPD,3,MUPD,Mixed Use Planned Development,b2d7fe1d-61c5-41a0-b827-ee6789604d72,6722614.11328,12266.7803628,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Mixed Use Planned Development,0
