id,gnrl_p_,edt_g__,zoning
2168,RM,RM,2
2169,RM,RM,2
2170,RM,RM,2
2171,RM,RM,2
2172,RM,RM,2
2173,RM,RM,2
2174,RM,RM,2
2175,RR,RR,1
2176,RR,RR,1
2177,RR,RR,1
2178,RR,RR_Remove,3
2179,RR,RR_Remove,3
2180,RR,RR_Remove,3
2181,RR,RR_Remove,3
2182,RR,RR_Remove,3
2183,RR,RR_Remove,3
2184,RR,RR_Remove,3
2185,RR,RR_Remove,3
2186,RR,RR_Remove,3
2187,RR,RR,1
9999,MU,MU_MF,2
9998,MU,MU_MF,2
9997,MU,MU,0
9996,MU,MU,0
9994,OS,OS_Remove,3
42,BP,BP,0
9991,RL,RL_Remove,3
9992,RL,RL,1
9990,R VL,R VL_Remove,3
9989,R VL,R VL,1
9988,FW,FW_Remove,3
9987,RL,RL_Remove,3
9986,R VL,R VL_Remove,3
979,R VL,R VL,1
979,R VL,R VL,1
1458,RL,RL,1
72,CO PARK,CO PARK,0
9983,R VL,R VL_Remove,3
1950,RL,RL,1
1009,R VL,R VL,1
9980,R VL,R VL_Remove,3
1003,R VL,R VL,1
