OBJECTID,LABEL,TYPE,Acres,IsHeartofC,CreateDate,UpdateDate,GlobalID,ZoningDesc,ShapeSTAre,ShapeSTLen,Zoning
1908,R3,R3,30.55284744,No,NA,NA,{61C0656A-B2C0-4822-89BA-166859575685},Multiple-Family Residential,1331164.6279296875,4661.32254309956,2
1909,R1-7.5,R1,80.30523987,No,NA,NA,{3F1BFAC3-2AD4-4592-A6EC-D5B2FB81706E},Single-Family Residential,3500665.8759765625,10331.483266495829,1
1910,P(CG),CG,0.32709363,No,NA,NA,{37AF5BEA-721F-4A7B-BD1B-448D8E68A4E4},General Commercial,14248.19921875,483.4967214681002,NA
1911,P(CG),CG,7.05445322,No,NA,NA,{F9157E2B-82B6-4BD3-8945-A2BE4523C210},General Commercial,307315.1455078125,2314.9933522780716,NA
1912,"P(Rec,Enter)",CG,3.18162672,No,NA,NA,{3289F433-6281-4D15-906E-2556D568CCA4},General Commercial,138645.6875,1672.243985089647,NA
1913,P(CG),CG,2.31572504,No,2007-11-01T00:00:00.000Z,NA,{CD1A325F-E1C0-4B1B-AD03-619BF345B374},General Commercial,100727.5205078125,1714.0278799421712,NA
1914,P(Res 10-20 Mini-Stor),R3,7.40782909,No,NA,NA,{ABAC4D16-6F31-484F-A9BB-A7BC7C1BEF8F},Multiple-Family Residential,322685.0458984375,2503.1155226925307,2
1915,P(CG),CG,2.33727231,No,NA,NA,{200B0191-1184-4CB4-9D1C-5E9F2DD665EA},General Commercial,102180.7666015625,1343.8684097319951,NA
1916,P(Res 10-20),R2,9.69942677,No,NA,NA,{17A388CD-9EA9-45DF-829B-30AA784E1AEE},Residential Duplex,422801.0185546875,2603.822058832639,2
1917,P(Hotel),CG,3.35315659,No,NA,NA,{8DB1CD96-72C5-4063-9EAA-937F488AAFE4},General Commercial,145578.580078125,1619.9061443629757,NA
1918,A1-43,A,0.86964428,No,NA,NA,{0F099F24-70C9-4965-AA7A-1E91F9BBBEC6},Agricultural,37929.283203125,1193.3154867411859,NA
1919,A1-43,A,0.55108227,No,NA,NA,{8338E951-E0C3-48C6-A532-2D3595E07B98},Agricultural,24001.2451171875,647.0989847927927,NA
1920,BQ,BQ,23.61508984,No,NA,NA,{0AA463B4-EF1B-4B1C-988E-177B6E248709},Quasi Public Building,1027206.248046875,4596.920401061612,NA
1921,"P(CG, Res)",P,26.76448807,No,NA,NA,{B5765818-A487-472A-BAD5-92A2B2A0E94D},Planned Development,1166042.404296875,6101.636090010824,NA
1922,R3,R3,0.93096409,No,NA,NA,{F3BA13A7-281B-421D-8EF9-8D4A73875708},Multiple-Family Residential,40540.1162109375,852.3464134642352,2
1923,BA,BA,2.53048371,No,NA,NA,{8C386BDE-3A8B-4A2E-B235-123C8A6E1F1C},Public Building,110222.6572265625,1662.5417029031487,NA
1924,RHS-240,RHS,5.87785498,No,NA,NA,{809262E7-C216-4AB4-A17E-D7DEC0635B2D},Residential Hillside,256191.05859375,3363.5828287174136,1
1925,BQ,BQ,3.79452258,No,NA,NA,{B95D2DBF-28EB-4994-982B-52269749DD54},Quasi Public Building,165348.0869140625,2308.2383453107454,NA
1926,P(Res 10-20),R3,3.34864443,No,NA,NA,{27C85962-DE76-4EF6-8B08-73027941EC88},Multiple-Family Residential,146103.236328125,1529.9228425506722,2
1927,R2-4.25i,R2,3.29036383,No,NA,NA,{5A360160-3E54-4352-ABB6-2F99D1055766},Residential Duplex,143355.9892578125,2184.018445724177,2
1928,R2-4.25,R2,3.24287846,No,NA,NA,{5414A8C5-AA24-45BB-9932-35E7D4A29729},Residential Duplex,141099.3154296875,1600.072956390849,2
1929,R2-4.25,R2,0.43823165,No,NA,NA,{A7E327A9-7B99-4451-BBA0-F55A65E6FEDA},Residential Duplex,19089.37109375,636.6356548902854,2
1930,P(Res),R1C,1.31792655,No,NA,NA,{8E2C8368-4A82-4C65-A510-805DCF3DD3E9},Residential Single-Family Cluster,57408.876953125,976.4100230669771,1
1931,R1-7.5,R1,1.45677875,No,NA,NA,{94254EFE-923C-4370-8162-68EDC44C3D5A},Single-Family Residential,63494.21875,1262.6165880497463,1
1932,R1-7.5,R1,12.28356285,No,NA,NA,{AD871BD4-BB5F-404D-B498-F6BB6738F6B1},Single-Family Residential,358584.7626953125,2647.42424112456,1
1933,R1-7.5,R1,22.24888418,No,NA,NA,{F9B69AA8-60F4-4E5C-9AD8-0AD3D83F53BA},Single-Family Residential,969227.083984375,5247.074534639275,1
1934,R1-7.5,R1,2.40510266,No,NA,NA,{65D74D42-6C3E-48E2-8C32-F9BC56554CA9},Single-Family Residential,105272.5576171875,2105.855564764082,1
1935,R1-10,R1,16.19909255,No,NA,NA,{A60D6822-3411-4D40-AFE7-CD8AF0566910},Single-Family Residential,705498.5302734375,6137.23932043421,1
1936,P(R1),R1,1.63639313,No,NA,NA,{C6EE015E-C91B-432E-A293-2142916B3B56},Single-Family Residential,71241.33984375,1216.9722302783643,1
1937,P(CG),CG,1.69922508,No,NA,NA,{42D9360A-BA3B-489A-9B35-2607D289B3B6},General Commercial,75005.8662109375,1315.3347435822895,NA
1938,P(CG),CG,0.87660919,No,NA,NA,{C2C25462-88F6-4B8B-B6C4-71201EA117EB},General Commercial,38185.0966796875,1037.3908631186368,NA
1939,P(CG),CG,1.66480406,No,NA,NA,{7979B5DA-5218-4696-9AC4-77442CEAC480},General Commercial,72533.89453125,1170.6089419097855,NA
1940,R1C,R1C,8.74010325,No,NA,NA,{D2D24EB0-2401-4184-9BA8-D166ABDAEA32},Residential Single-Family Cluster,380654.33984375,2679.8631780426063,1
1941,R1C,R1C,0.47733681,No,NA,NA,{DAF8E0E5-FFD5-4D73-A3AE-5632BCD3DA12},Residential Single-Family Cluster,20792.79296875,655.7653438200266,1
1942,P(Res),R1,4.59648882,No,NA,NA,{53ED05E4-0B47-4B96-B79E-DB6B65DDB12B},Single-Family Residential,199441.837890625,2358.1662677560776,1
1943,BQ,BQ,1.01057243,No,NA,2015-02-10T00:00:00.000Z,{775D7FFF-618D-4B9B-ABA9-7CAB460501DA},Quasi Public Building,43848.724609375,838.166032754496,NA
1944,P(CG),CG,11.03696967,No,NA,NA,{3C3FE0C3-8F5A-4408-BC6C-F11AD2054935},General Commercial,480977.91015625,2778.418131806097,0
1945,Pre-PR,PRE,0.74879235,No,NA,NA,{01427C83-B20B-4ABC-AA0B-2040F8D46FA9},Prezoned Unincorporated Area,32617.3916015625,825.6674264443168,NA
1946,PR,PR,3.05890975,No,NA,NA,{E6A76CC9-AECA-411B-A757-2C58BA0BDE5B},Park and Recreation,133089.9716796875,1704.8128021688767,NA
1947,R1-20,R1,0.63448097,No,NA,NA,{5EB1861C-9081-4194-9B47-D688DF53AB6D},Single-Family Residential,27668.2939453125,1018.7670031238208,1
1948,R1-10,R1,3.80200639,No,NA,NA,{9B5D696F-B85F-4B83-8CD7-D8E9DC215DF6},Single-Family Residential,165448.7822265625,2737.738086058069,1
1949,R2-4.25,R2,2.71011808,No,NA,NA,{9DD85158-13C9-47F5-A563-647048A98BC1},Residential Duplex,117576.8583984375,1724.586605261159,2
1950,R1-10,R1,1.76064128,No,NA,NA,{93EFF3A9-F5BE-42FD-9B38-B02C4F28A262},Single-Family Residential,77036.1689453125,1131.3067585028946,1
1951,P(Res 10-20),R2,20.25739948,No,NA,NA,{EB7E4D59-E916-4F59-9712-33B9C6F24B44},Residential Duplex,883906.421875,3854.2615124186123,2
1952,CG-rg,CG,8.72369086,No,NA,NA,{0E299AB0-F9B7-4E0D-BFD7-66CC156C13EC},General Commercial,379766.0029296875,2470.2460312344942,NA
1953,P(R1C),R1C,10.36823457,No,NA,NA,{CE7FCC64-AF1B-4808-80CE-C8A3A91A9C91},Residential Single-Family Cluster,451941.83203125,2687.863725076225,1
1954,P(ML),ML,25.58958918,No,NA,NA,{BE4765AB-CD5C-4086-A290-76B27FEB0EC0},Light Industrial,1206714.052734375,6137.783809153548,NA
1955,P(CG),CG,0.68747809,No,NA,NA,{6F68E93A-E90D-4F15-B5A7-12B22C6D577F},General Commercial,29939.6787109375,687.4715648061499,NA
1956,R1-5,R1,225.68964482,No,NA,NA,{739452E6-1B7C-44F0-99FA-925F1D0B837F},Single-Family Residential,9832768.02734375,17093.634169658137,1
1957,BQ,BQ,2.75877347,No,NA,NA,{9FDA2489-8FE5-44D6-B8BB-31121F7B2705},Quasi Public Building,120200.845703125,1711.490434446466,NA
1958,Pre-T,PRE,7.79617919,No,NA,NA,{485E34F8-2BB5-4561-A1B8-76BB16C0C358},Prezoned Unincorporated Area,342234.4501953125,8360.401161445923,NA
1959,Pre R1-10,PRE,51.05315596,No,NA,NA,{8F4285B0-65C5-4B66-81F0-6267656E725B},Prezoned Unincorporated Area,2209799.57421875,9840.147219507326,NA
1960,ML,ML,3.27255468,No,NA,NA,{09959E58-8C6E-45A5-91EF-448E1F5728EC},Light Industrial,49878.05859375,969.3442644611754,NA
1961,RHS-70,RHS,20.85578952,No,NA,NA,{158B0B57-AD8E-448D-A2F1-3A343FE7E38B},Residential Hillside,473408.873046875,3221.790480837023,1
1962,BQ,BQ,1.63453378,No,NA,NA,{EA4A9410-F7B0-4E99-8A86-B8778E5985F9},Quasi Public Building,71294.0009765625,1075.8962899211754,NA
1963,P(CG),CG,2.21184788,No,NA,NA,{25C09FA4-E238-4D67-92D9-1FB102307E2F},General Commercial,96467.060546875,1281.2349552366131,NA
1964,P(Res),R1,0.24328851,No,NA,NA,{A613A3E7-6AB8-4D36-8A4F-3B1B3D63F5ED},Single-Family Residential,26810.2431640625,696.0190060462087,1
1965,P(R2),R2,0.18753851,No,NA,NA,{181A651D-32DD-4430-A712-FBFD83423BA1},Residential Duplex,8151.548828125,363.2909082689285,2
1966,R1-7.5,R1,0.34953676,No,NA,NA,{A7F09B8F-810C-4711-ADDD-072E32020448},Single-Family Residential,15266.466796875,674.4565599777457,1
1967,RHS-150,RHS,4.19102045,No,NA,NA,{14169FAD-CE41-4770-BB07-76C8C2D293E6},Residential Hillside,182660.4345703125,2757.8938994345235,1
1968,RHS-70,RHS,20.85578952,No,NA,NA,{483D334A-AC7D-42BC-8F05-07B495A0ECE4},Residential Hillside,81802.498046875,1418.2912968830651,1
1969,RHS-70,RHS,20.85578952,No,NA,NA,{0539CAE8-AEB4-49EB-B70A-75DF6D53AB94},Residential Hillside,78403.71875,1241.3573330544436,1
1970,RHS-180,RHS,8.71743465,No,NA,NA,{0744627F-218D-4037-813B-1BC38BB131FE},Residential Hillside,379928.3525390625,2716.855161495312,1
1971,RHS-175,RHS,20.85578952,No,NA,NA,{9FDD1E9D-8AFD-4F4A-A873-FEC91BF64FA0},Residential Hillside,127993.396484375,1834.309324965535,1
1972,RHS-100,RHS,16.2781744,No,NA,NA,{93DC2A52-F912-450D-8A98-F949B58B5D0B},Residential Hillside,254988.3095703125,2247.057806531995,1
1973,RHS-70,RHS,20.85578952,No,NA,NA,{F9F89AB6-012E-42A0-916A-1F0BA923D784},Residential Hillside,77506.2529296875,1102.9775872264074,1
1974,RHS-70,RHS,20.85578952,No,NA,NA,{AF5D8A46-FA05-47BF-BFE3-39BE6BF4A64A},Residential Hillside,67715.7001953125,1361.7713082683615,1
1975,RHS-10,RHS,2.26231016,No,NA,NA,{769E063D-C6BA-4FF8-ABD0-F8DB017F2C85},Residential Hillside,98422.02734375,1393.3806681498131,1
1976,RHS-20,RHS,0.69158651,No,NA,NA,{83EB4931-CB54-47D7-A50F-EEE49E07F4A7},Residential Hillside,30413.220703125,981.7955795359941,1
1977,RHS-90,RHS,0.75768189,No,NA,NA,{384030DC-0C48-4628-9885-6F980D9F14EA},Residential Hillside,34827.65625,815.1738683245685,1
1978,R1-22,R1,0.69004146,No,NA,NA,{C0884881-1794-41A3-8DAE-0308035F779B},Single-Family Residential,29724.89453125,1219.115461124227,1
1979,R1-10,R1,0.5306438,No,NA,NA,{6706F4C3-995F-465A-B2F7-6C46C0D7FC31},Single-Family Residential,23211.6318359375,601.2009015184622,1
1980,R1C-2.5,R1C,3.26737269,No,NA,NA,{3DDC0492-F551-4405-80C5-90545BC5DEC6},Residential Single-Family Cluster,142464.1591796875,1677.6552650778078,1
1981,FP-o,OS,54.74095588,No,NA,NA,{04D46EF6-C1BA-446E-9E8F-26BA12402B6E},Open Space,2382797.0712890625,9937.911709966564,NA
1982,BA,BA,33.30241688,No,NA,NA,{EEFE894F-CCAA-45C4-AE5A-FE1426F76EE7},Public Building,1450571.974609375,5306.145289980262,NA
1983,R2-4.25i,R2,4.17967523,No,NA,NA,{85796B9A-8B61-4D6C-88E4-871DC60D6AA7},Residential Duplex,183100.7470703125,2466.91402784216,2
1984,RHS-190,RHS,4.89145208,No,NA,NA,{2CC3A4EA-1E2A-4902-8136-437CD92C49E7},Residential Hillside,212025.33984375,1958.3537809026093,1
1985,R1-7.5,R1,157.49161016,No,NA,NA,{E17C4670-9F06-438B-A7F6-8C5F19F2C1D6},Single-Family Residential,6861742.73046875,18655.718833828505,1
1986,P(Res),R1C,1.19034515,No,NA,NA,{186F71B2-9BAC-46B7-9946-27C7EFF462D6},Residential Single-Family Cluster,51917.5185546875,955.0048561913259,1
1987,R2-4.25,R2,13.88402274,No,NA,NA,{CEC8D4DF-234A-42A6-88DA-9D9B9B13BC6D},Residential Duplex,604734.0771484375,5973.735816299757,2
1988,R1C,R1C,6.85193525,No,NA,NA,{8507F099-3714-42AE-A327-7E3D8A6CB62C},Residential Single-Family Cluster,298653.119140625,2668.3434424560824,1
1989,R1-6,R1,26.6851722,No,NA,NA,{890AA8AA-D03B-4466-92A1-545C28D2E1FF},Single-Family Residential,1162642.4404296875,5315.498026602538,1
1990,R1-7.5,R1,201.26971567,No,NA,NA,{AE393214-6262-46BE-98D0-84EE9BB5D3D9},Single-Family Residential,8767320.623046875,22704.522241558374,1
1991,BA,BA,11.19295828,No,NA,NA,{941539AE-0465-462D-82A9-7AA7268699BE},Public Building,487500.4970703125,2782.3234485976654,NA
1992,R1C-3.2,R1C,8.78932932,No,NA,NA,{AD559540-B52B-493F-94CC-0461A462F86E},Residential Single-Family Cluster,382773.240234375,2570.5566258719105,1
1993,R1-10,R1,30.44417358,No,NA,NA,{E2F5CEB4-1B03-4E8E-8EE2-30215E8CEFE4},Single-Family Residential,1325768.8212890625,6272.87613268456,1
1994,RHS-260,RHS,6.35123326,No,NA,NA,{B68BF9B7-1484-447B-904A-28FC88D96BEF},Residential Hillside,276664.2880859375,3139.0564072191414,1
1995,P(Res),R1,36.43049246,No,NA,NA,{688235A7-8CBE-44E8-89C4-D594D1AAF1C2},Single-Family Residential,1587623.9326171875,8152.539939693239,1
1996,P(R1 0-2),R1,20.94843517,No,NA,NA,{4536B6E5-E3B8-4BEB-91F2-ADC3C84F75C2},Single-Family Residential,905118.830078125,5758.684719345457,1
1997,R1C,R1C,11.79805151,No,NA,NA,{E68E4E3F-9B2E-4104-8602-A14F7213203B},Residential Single-Family Cluster,510384.904296875,3765.2758760216475,1
1998,A,A,42.80778855,No,NA,NA,{1288F0E8-FFA6-4EE6-A3F4-AD0FBDD68570},Agricultural,1867245.6923828125,5904.491599190073,NA
1999,R1-20,R1,8.20142185,No,NA,NA,{F4AF032B-BA72-4CD0-A233-3DC091A23AAB},Single-Family Residential,362204.30859375,3234.1299807327696,1
2000,R1-7.5,R1,5.91766943,No,NA,NA,{52739A63-DD84-4CC6-ADC1-A477542A791A},Single-Family Residential,257358.98046875,2915.1560887002574,1
2001,R2-4.25,R2,8.15789307,No,NA,NA,{95E6064B-C4DA-4676-BF90-8958C6CAEDAD},Residential Duplex,354610.78125,2926.250837327436,2
2002,"P(CG, Res 5-15)",P,20.47788322,No,NA,NA,{E6E20735-E431-485C-8A6D-6AB91BD5198F},Planned Development,898459.5908203125,4950.331099133647,NA
2003,R1-7.5,R1,107.21766913,No,NA,NA,{671C8950-B66C-4240-9FA7-20722DEF3BA1},Single-Family Residential,4671707.791015625,14975.371036320563,1
2004,Pre-RHS,PRE,11.24996291,No,NA,NA,{912CCD3F-05FA-492F-86FD-3B099C9C3042},Prezoned Unincorporated Area,567829.10546875,6078.392080430014,NA
2005,PR,PR,77.51583273,No,NA,NA,{3A2AE856-91BD-4E60-854E-35D7AA734524},Park and Recreation,3543492.0771484375,8440.083651257995,NA
2006,RHS-21,RHS,6.99180914,No,NA,NA,{B69947C3-7E83-4365-9222-D79E768CCEC7},Residential Hillside,328395.478515625,3588.318813605014,1
2007,PR,PR,60.52102811,No,NA,NA,{59C953ED-B851-459E-9167-8D18C70F6902},Park and Recreation,2606360.607421875,7585.479651238386,NA
2008,A-215,A,111.67217643,No,NA,NA,{95F68380-137E-4878-B18E-38A566663660},Agricultural,4794597.6103515625,11893.999148322964,NA
2009,P(Res),R1,150.89722033,No,NA,NA,{996E2688-CE47-4E18-958B-A02BA5FEBF32},Single-Family Residential,6573370.2646484375,10686.349237243945,1
2010,PR,PR,1.92267004,No,NA,NA,{DC82DB5F-EA98-4BA5-AA59-DA0B5250EBB7},Park and Recreation,84547.68359375,1622.6301910434804,NA
2011,P(Res),R1,29.57363922,No,NA,NA,{18EAE367-75B2-4998-B884-C220F86F88BA},Single-Family Residential,1287977.3330078125,5136.184386645709,1
2012,P(Institutional),BQ,50.68430086,No,NA,NA,{A6645B75-1057-46A9-AF37-E69BB6ADAFF2},Quasi Public Building,2224153.7734375,9310.623479008518,NA
2013,Pre-BQ,PRE,29.17395667,No,NA,NA,{2994B918-A751-4C17-A02B-35532454C27C},Prezoned Unincorporated Area,1275928.203125,4673.110266917877,NA
2014,P(Res),R1,14.20839434,No,NA,NA,{0714B72D-C50B-4638-AF40-3C4571F97411},Single-Family Residential,618812.6083984375,4503.22755516491,1
2015,PR,PR,127.70245542,No,NA,NA,{D8F4FD4A-15DB-4EB6-BDB8-AA06D336CECE},Park and Recreation,5563888.2265625,25906.075580441004,NA
2016,R1-7.5,R1,12.7547859,No,NA,NA,{ADBA548D-158D-4D86-A3C2-9C2F99CEEF74},Single-Family Residential,363465.3583984375,4297.272705746911,1
2017,R1-7.5,R1,12.7547859,No,NA,NA,{07F8FD96-35DD-49BD-86C4-58BA6A7F0408},Single-Family Residential,168056.7255859375,2028.3247307861905,1
2018,PR,PR,12.7547859,No,2010-01-27T00:00:00.000Z,NA,{4B78A216-1017-40FC-B497-923FAF5F67C8},Park and Recreation,25635.482421875,670.2453693976936,NA
2019,R1-6,R1,377.52769768,No,NA,NA,{965E0D1F-D9BE-4658-BF76-EAD698676C1F},Single-Family Residential,16449499.518554687,38059.736094555155,1
2020,R1-10,R1,8.99245612,No,NA,NA,{D304D07F-E02D-4384-8E25-BADF4F9BA5BF},Single-Family Residential,391495.255859375,5299.9926776033035,1
2021,A,A,11.04878553,No,NA,NA,{49E54D96-3C48-4F05-A00F-1059EE496F87},Agricultural,481374.5068359375,3103.4862060846976,NA
2022,"P(CG, ML, Res)",P,65.56161573,No,2010-04-28T00:00:00.000Z,NA,{7319F46F-CBA8-45F5-98B0-4E778FCF7676},Planned Development,2585555.3505859375,9402.371972987436,NA
2023,R1-7,R1,65.56161573,No,2010-04-28T00:00:00.000Z,NA,{6B8CF7E8-DF2A-45C4-A37F-5A66D4C52FC5},Single-Family Residential,270379.27734375,2150.7099099276784,1
2024,Pre-R1-7.5,PRE,8,No,NA,NA,{3468FC19-56DE-465E-9ABD-3A334FDDE751},Prezoned Unincorporated Area,1270.2265625,183.67326294536034,NA
2025,R1-10,R1,116.93454789,No,NA,NA,{9F087FA6-6265-4D99-B0B1-6A2CB794205E},Single-Family Residential,9.765625e-4,0.021827737397519,1
2026,P(Res),R1,1.90606516,No,NA,NA,{2AC93EBB-D206-4063-AB1D-97ADE6308225},Single-Family Residential,59575.5576171875,1333.8577780267005,1
2027,RHS-80,RHS,81.46824741,No,NA,NA,{467AC510-7C47-4DFE-9484-09387F6772C6},Residential Hillside,91189.4111328125,1382.5117417884926,1
2028,RHS-80,RHS,81.46824741,No,NA,NA,{831568BB-6ED8-48D1-9A7C-5CEF8355CBEA},Residential Hillside,90604.1337890625,1223.8388334818046,1
2029,RHS,RHS,597.01313608,No,NA,NA,{53BD7036-648E-497E-82DA-DBFB31FFD8C5},Residential Hillside,26306198.189453125,42151.715007371335,1
2030,RHS,RHS,597.01313608,No,NA,NA,{EC172589-D774-4FE8-AD2B-F6B5F886DFC0},Residential Hillside,428539.927734375,3568.7740270194417,1
2031,RHS,RHS,597.01313608,No,NA,NA,{74472BC9-7FE5-411C-8BA3-7F83EF9068BB},Residential Hillside,86593.4365234375,1233.1409576288079,1
2032,RHS-21,RHS,597.01313608,No,NA,NA,{69670380-4487-47D9-856D-B96DB89E9E43},Residential Hillside,78414.412109375,1274.965605201081,1
