OBJECTID,LABEL,TYPE,Acres,IsHeartofC,CreateDate,UpdateDate,GlobalID,ZoningDesc,ShapeSTAre,ShapeSTLen,Zoning
1739,R1-7.5,R1,12.07117851,No,NA,NA,{3EF994F1-E929-401D-9616-0950CADA1DF6},Single-Family Residential,525675.0615234375,6874.83352983994,1
1740,P(Res),R1C,1.4737552,No,NA,NA,{99FB461F-8815-4752-8E52-B4F79B4ECD5E},Residential Single-Family Cluster,64181.0400390625,1121.818196032189,1
1741,R3,R3,1.87690074,No,NA,NA,{747078CB-9E7B-4DDD-9251-8F2A9A72E7CB},Multiple-Family Residential,82090.2216796875,1349.4012023890011,2
1742,P(R1),R1,1.35567908,No,NA,NA,{3211269C-856B-4AD1-B72F-ED647BAD2A4B},Single-Family Residential,59105.7392578125,1296.3904910325048,1
1743,R1-8,R1,1.072206,No,NA,NA,{F279B95A-7261-4D2C-A6A5-49D02326BB3D},Single-Family Residential,47124.080078125,874.0616014884259,1
1744,R1-32.5,R1,0.90122466,No,NA,NA,{6333A706-EC2B-4710-993C-25FBA2FCC4A3},Single-Family Residential,39215.58984375,780.7680114247117,1
1745,A1-40,A,2.98570804,No,NA,NA,{9237C1B0-CD54-4B60-9274-5E7217A686B6},Agricultural,130038.025390625,1672.925253948444,NA
1746,R1C-2.5,R1C,5.30445622,No,NA,NA,{24D58F0E-025C-4435-ABC2-83BD943CDA0E},Residential Single-Family Cluster,231157.8955078125,2481.7569715058276,1
1747,P(Res),R1C,5.62270056,No,NA,NA,{F633B879-E93A-43B6-8728-3CE8E9FEBAF9},Residential Single-Family Cluster,242901.4697265625,2367.7230280648523,1
1748,"P(CG, Res)",P,10.65815591,Yes,NA,NA,{5731BBE2-BF22-426A-967D-EFF28705C7C3},Planned Development,464439.5751953125,3147.464396124886,NA
1749,"P(CG, ML, BQ, Res)",P,2.92833073,No,2010-04-28T00:00:00.000Z,NA,{032C3B9D-FF4F-44B7-A755-98248C386415},Planned Development,127558.08203125,1428.9322601578372,NA
1750,BA,BA,4.70718787,No,NA,NA,{A75C3DA1-2898-4D5F-98E8-647CFD49627D},Public Building,205250.1533203125,1826.827368703959,NA
1751,BA,BA,36.01582845,No,NA,NA,{E916FCF2-7065-4871-B38F-ACDC48B2CA0B},Public Building,1568849.498046875,5021.890458145141,NA
1752,R3,R3,7.28287469,No,NA,NA,{DFBD622D-3A06-476F-9922-8A2966BA65E2},Multiple-Family Residential,317242.017578125,2798.947254941493,2
1753,P(Res),R2,14.76835441,No,NA,NA,{789A2C13-CBC7-448A-8CB9-0137FF8E23ED},Residential Duplex,643184.0390625,3782.3400022889655,2
1754,P(R1C),R1C,7.86785341,No,NA,NA,{50C2D00C-BB2A-42C2-A168-43DEAF38E702},Residential Single-Family Cluster,306585.1865234375,2482.1009934604817,1
1755,"P(BQ,Mini-Stor)",BQ,4.91174844,No,NA,NA,{529AA87A-A580-49DA-A910-1AD066C5ECC6},Quasi Public Building,213852.0595703125,2085.046372766199,NA
1756,BA,BA,10.18012553,No,NA,NA,{F5CD73C2-9A7C-4ECB-B684-FF69E059F020},Public Building,443207.115234375,2629.108826427724,NA
1757,BQ,BQ,0.60379463,No,NA,NA,{5B2F697D-A8D4-4E13-B92F-652EA192516C},Quasi Public Building,26381.51953125,650.8124205172628,NA
1758,R-3(10-20),R3,33.9519265,Yes,NA,NA,{6B85801B-F08E-44C7-9F5F-728D0FC7D7BB},Multiple-Family Residential,1479617.3134765625,5604.358138628045,2
1759,P(Res),R1C,7.47506602,Yes,NA,NA,{515FF7D0-7207-4FB3-9677-31DC160A822B},Residential Single-Family Cluster,325419.458984375,2564.8553387344646,1
1760,R2-4.25,R2,2.3448908999999998,No,NA,NA,{0F4F2FAF-809F-4E8D-81C9-EA4529937F9B},Residential Duplex,101898.8525390625,1394.0085574773238,2
1761,BQ,BQ,3.9134533,No,NA,NA,{8ABAD113-37C9-4CB2-B9C8-FA765F9F6EB1},Quasi Public Building,170155.71875,1681.617036354954,NA
1762,P(CG),CG,0.87625793,No,NA,NA,{566529E7-4151-4ABE-9B89-594691296B52},General Commercial,38169.794921875,781.9058902831911,NA
1763,"P(CG, OA)",P,4.42797174,No,NA,NA,{26D15B8D-45E4-4FA7-9765-20AEDE46E6D3},Planned Development,192508.26953125,1856.5342916204145,NA
1764,R1-10,R1,116.52920816,No,NA,NA,{7587AE73-2FC2-4CA5-B20A-39E42B6FBDBF},Single-Family Residential,5077560.0888671875,13087.838476185898,1
1765,"P(CG, ML, Res 35)",P,1.57916842,No,NA,NA,{27B2AA0C-04D9-4AFB-A6FF-94EA4348F648},Planned Development,68780.2236328125,1163.2027880793103,NA
1766,"P(CG, ML, OA)",P,56.50966555,No,NA,NA,{C292330D-E6D5-466A-BF48-782A396FEEF0},Planned Development,2461335.650390625,6753.877260201813,NA
1767,R1-a,R1,19.78618322,No,NA,NA,{EA8BC020-3524-4726-880C-342DBA28006E},Single-Family Residential,861865.7666015625,3996.005303680738,1
1768,"P(CG, ML, Res 4-10)",P,2.76164338,No,NA,NA,{76820A80-8C26-4143-AE36-D09F1483DFB4},Planned Development,119774.2353515625,1616.7069989328638,NA
1769,P(R1-7.5),R1,21.60737191,No,NA,NA,{5A97F8F1-9533-4A4C-9CBD-A4D444F4F405},Single-Family Residential,940970.833984375,4835.118553486847,1
1770,PR,PR,32.16026642,Yes,NA,NA,{DAE047EB-A26F-40A8-8D4A-335C0C12B4F2},Park and Recreation,1399004.220703125,7260.000892665138,NA
1771,BQ,BQ,3.12809791,No,NA,NA,{8E942091-5EC9-4720-92CB-9D2647ED2229},Quasi Public Building,136318.71875,1559.1562904747234,NA
1772,BQ,BQ,0.55668617,No,NA,NA,{514F29B0-5BAA-4124-BCE0-9C52F8D4632E},Quasi Public Building,24408.837890625,802.9447223909466,NA
1773,P(R1C),R1C,1.0648449,No,NA,NA,{919CE83B-30DC-4715-B4EF-705383C32C82},Residential Single-Family Cluster,46976.541015625,926.0035293574153,1
1774,R1-10,R1,0.95533366,No,NA,NA,{41BB232D-FECF-4762-B0DD-7E1D174750BE},Single-Family Residential,41728.5,1037.8005686436204,1
1775,R1-7.5i,R1,0.83799549,No,NA,NA,{6DC06137-257A-493E-8096-2B606347E0F3},Single-Family Residential,36618.3388671875,788.6775268020887,1
1776,BQ,BQ,6.52278082,No,NA,NA,{CEF7B4E3-6A05-4E14-8701-33A59862F1BF},Quasi Public Building,284147.46484375,2193.978306078839,NA
1777,R3,R3,0.25077818,No,NA,NA,{7CEB72BB-9638-44C6-BB06-62D0A1F4D87B},Multiple-Family Residential,10923.90234375,442.35182254113664,2
1778,R1C-2.5,R1C,10.47654229,No,NA,NA,{2F55EE65-3830-4E8A-BB38-384C03BE87B2},Residential Single-Family Cluster,456054.3505859375,2996.35812352572,1
1779,P(R1),R1,0.72055283,No,NA,NA,{9CEFD17C-5F84-423A-A21E-BD74E74C8BC0},Single-Family Residential,31505.3486328125,723.9247356947394,1
1780,P,OP,1.12367669,No,NA,NA,{F5272A0C-4D02-40BB-8B0F-D6990F992C1B},Professional Office,48919.076171875,887.2627700189042,NA
1781,R1-7.5,R1,77.50514134,No,NA,NA,{D94338D6-39A1-4751-9A45-AA55DDB01B6C},Single-Family Residential,3332930.4326171875,10381.719015424093,1
1782,"P(CG, OA)",P,0.31155219,No,NA,NA,{EEB7294C-56E4-479B-B81E-3CF0882903A8},Planned Development,13486.8447265625,465.0122718632621,NA
1783,BA,BA,40.1270299,No,NA,NA,{D874B818-F5A0-4568-822B-FA99FBE8E62E},Public Building,1747308.556640625,5929.547702164964,NA
1784,R1-6,R1,19.21738963,No,NA,NA,{CDBA0D7C-9F2D-456D-AB4C-BBE71CB06FF7},Single-Family Residential,833622.6591796875,3914.6662514646073,1
1785,P(R3),R3,6.2540475,No,NA,NA,{8C23D8BF-4DD6-4AFF-A463-074D3395C829},Multiple-Family Residential,272199.3427734375,2431.207249793323,2
1786,BA,BA,117.1387761,Yes,NA,NA,{F0721430-7025-4259-85FE-2C6F220F389E},Public Building,5099928.490234375,9112.204529679917,NA
1787,BQ,BQ,6.1681869,No,NA,NA,{5E785E21-8C04-4E3B-95ED-90C51B5C3806},Quasi Public Building,268703.447265625,2443.352350263147,NA
1788,BQ,BQ,1.40181201,No,NA,NA,{6CD21065-53B6-4112-BE3F-64A4A803F9F1},Quasi Public Building,61062.927734375,1033.9951146198084,NA
1789,R1-7.5,R1,13.6914064,No,NA,NA,{6E3B71D5-9183-4D46-981B-236DDF4949F1},Single-Family Residential,597151.34375,3668.50985368101,1
1790,R1-10i,R1,4.75417678,No,NA,NA,{E86A7995-D0DE-444C-92C0-6D5AC64191E7},Single-Family Residential,207124.6845703125,2231.3985200427974,1
1791,R1-7.5,R1,1.2488399,No,NA,NA,{8E380193-03F7-4C30-8FAE-76BAC423BFD5},Single-Family Residential,54858.103515625,969.8139135880937,1
1792,R2-4.25,R2,0.48495525,No,NA,NA,{FEFAE956-8073-4D55-BE5A-432D3B843DE0},Residential Duplex,21314.955078125,584.3806019036801,2
1793,R3,R3,1.89987527,No,NA,NA,{41AE878C-4789-4422-90CF-AD96FE9927F9},Multiple-Family Residential,82742.923828125,1360.7807681688432,2
1794,R1-10,R1,18.56497223,No,NA,NA,{F2B412C5-DE42-4133-96E5-43F18717A5CB},Single-Family Residential,808134.111328125,3618.1334836628293,1
1795,BA,BA,10.0760847,No,NA,NA,{5B67979B-A4E9-4F31-9BFC-764948A55C3C},Public Building,439283.65234375,2686.460595467841,NA
1796,P(R3),R3,3.24465073,No,NA,NA,{3790AC51-069A-47B9-8F75-29378AAFF862},Multiple-Family Residential,141478.2431640625,1981.86083546805,2
1797,BQ,BQ,1.98670316,No,NA,NA,{4DE8B016-272A-440E-B651-EC68342FC0A5},Quasi Public Building,86554.693359375,1220.6035414696862,NA
1798,BA,BA,10.01148786,No,NA,NA,{692A42B2-1B67-41F0-AE5D-FECEA03D412E},Public Building,436661.748046875,2621.73572589709,NA
1799,R1-20,R1,1.12394178,No,NA,NA,{1693AB27-CF71-487F-940B-450C9A4753D7},Single-Family Residential,47108.103515625,917.8444706176919,1
1800,A1-43,A,1.38196333,No,NA,NA,{57DD4E41-6114-451C-A24C-2EE282596D51},Agricultural,60115.5341796875,1642.6276456471837,NA
1801,R1-20,R1,3.35507619,No,NA,NA,{1D070371-1A4F-4959-9D19-D8BCEB386E9F},Single-Family Residential,146352.0908203125,2246.4656023521766,1
1802,A1-43,A,6.08625352,No,NA,NA,{CD5C4D00-0BFD-465B-AD85-9B26B8E51A42},Agricultural,265000.2607421875,2047.348592283714,NA
1803,RHS-15,RHS,3.79849817,No,NA,NA,{67095EBF-000D-45D6-A969-3B639C93720D},Residential Hillside,165477.1240234375,1664.477625025496,1
1804,RHS,RHS,0.54446356,No,NA,NA,{CD6503A4-82AF-4CCF-BCF2-6EF5DE0BF243},Residential Hillside,23691.9580078125,618.9051067928375,1
1805,BA,BA,1.22456515,No,NA,NA,{470CE413-26CE-467B-B192-1D73356355B6},Public Building,53344.2890625,939.4678552628017,NA
1806,PR,PR,5.52289671,No,NA,NA,{4BB7BB25-0D98-49D8-98FF-EE816717B906},Park and Recreation,240828.1240234375,2675.6252187488526,NA
1807,BQ,BQ,1.11128184,No,NA,NA,{A516023B-EF6C-483F-8AC7-B1A9231088AA},Quasi Public Building,48093.0458984375,1129.6187174724723,NA
1808,BQ,BQ,1.04847833,No,NA,NA,{1BF91CBA-DF89-4428-A03B-E95D429FC1BA},Quasi Public Building,45369.3154296875,1118.7553436136313,NA
1809,PR,PR,4.07742419,No,NA,NA,{72D93117-CC03-4634-98D6-703E741BDBF9},Park and Recreation,177927.9775390625,1743.710557625578,NA
1810,R1-6i,R1,1.29678244,No,NA,NA,{1DCEDC73-F452-4D5A-B478-F9527390C5BB},Single-Family Residential,56433.8427734375,1214.0718011436059,1
1811,P(Res 10-20),R2,0.53114327,No,NA,NA,{CB9F0A02-22B9-4650-AE9C-0547BD1CFD3B},Residential Duplex,22654.9375,620.5032142959493,2
1812,P(Res),R3,3.66179039,No,NA,NA,{01F6A507-AF07-492F-B1E0-8786F139063B},Multiple-Family Residential,159838.02734375,1935.775398743389,2
1813,P(R3),R3,3.03591672,No,NA,NA,{19A5C9C4-4432-44F7-ADBE-D6B96BA58E72},Multiple-Family Residential,132262.185546875,1866.0973091832245,2
1814,P(R1C),R1C,3.63731931,No,NA,NA,{23C86A6F-8A3D-494A-828F-AF062A53415B},Residential Single-Family Cluster,158440.6806640625,1772.3800136774564,1
1815,P(Res),R1C,3.6758993700000002,No,NA,NA,{DC5F67BC-7B1D-4033-957D-0A6BADF35AE9},Residential Single-Family Cluster,159526.8359375,1914.2350844374978,1
1816,P(R1C),R1C,1.57830113,No,NA,NA,{75A735AD-D043-4E65-A56E-956ECA793819},Residential Single-Family Cluster,68752.544921875,1178.8453455836761,1
1817,P(Res),R1,0.8611554,No,NA,NA,{ADBBBE97-AA40-4AE8-9D85-070CDA46930C},Single-Family Residential,37411.8466796875,803.8579683572121,1
1818,R1-8,R1,0.70159786,No,NA,NA,{68EAE4DF-2117-4D87-B534-E3864F06D5BB},Single-Family Residential,30452.0283203125,731.7656088507795,1
1819,OS,OS,22.8089181,No,NA,NA,{D9F38ACD-4CD6-42E0-8750-72F86CD66B1D},Open Space,992382.5234375,5975.989560190018,NA
1820,PR,PR,11.49018178,No,NA,NA,{B1F40384-5803-4943-9E19-3AE850F11F63},Park and Recreation,500512.3037109375,3480.6774379502767,NA
1821,R1-10,R1,11.96170088,No,NA,NA,{D5484BEB-5FC8-4A2A-A018-49002355477A},Single-Family Residential,521002.5908203125,3144.353333026712,1
1822,P(R1C),R1C,17.79710705,No,NA,NA,{5254D54F-87BB-43D5-9955-42EBE8BDBE27},Residential Single-Family Cluster,775288.3623046875,4666.452982047948,1
1823,R1-10,R1,1.1966514,No,NA,NA,{C1589389-22A0-420C-8398-29C59750755B},Single-Family Residential,52125.296875,936.6441690059502,1
1824,RHS-440,RHS,2.76630138,No,NA,NA,{D8A0BEA1-8174-4B8B-8BB2-814681651064},Residential Hillside,120549.2763671875,1728.9616720578904,1
1825,RHS-200,RHS,4.97463936,No,NA,NA,{3628E4AC-7633-405A-B0C7-C2EBD89D74F7},Residential Hillside,216695.2939453125,2678.917139684794,1
1826,R1-10,R1,19.04606821,No,NA,NA,{E990E4C8-7928-44DD-962A-B0D1D43F38A7},Single-Family Residential,829672.427734375,3768.166353994825,1
1827,BA,BA,24.79590615,No,NA,NA,{910BF350-9FCF-4315-98CF-5AC4A30CAB07},Public Building,1080085.2646484375,4276.65064876068,NA
1828,P(R3),R3,1.99491348,No,NA,NA,{BB1919AC-CC44-402C-96A6-801FF8A84E46},Multiple-Family Residential,86850.8662109375,1364.9369811559259,2
1829,P(Res),R3,0.30386979,No,2008-04-02T00:00:00.000Z,NA,{486FE15D-2F2E-4893-9749-31C8A5933E91},Multiple-Family Residential,13226.5361328125,612.590298443752,2
1830,P(R1),R1,1.25930452,No,NA,NA,{5074CF6C-EB5B-4B3C-B47B-3D2A8F0BA06E},Single-Family Residential,55012.7294921875,995.1321945189269,1
1831,BQ,BQ,0.91967673,No,NA,NA,{A19F663B-9196-4577-AB15-7D228FB4E776},Quasi Public Building,40082.4267578125,1152.0760679127611,NA
1832,P(R3),R3,7.18845564,No,NA,NA,{3F5A2595-65B3-4B14-BD8C-1B6FE0A7DA22},Multiple-Family Residential,313048.5732421875,3262.6517090521625,2
1833,R1-6i,R1,29.6971281,No,NA,NA,{401C8644-4603-4DE5-9BD2-F2026761CE62},Single-Family Residential,1293780.791015625,5241.483069091717,1
1834,P(OP),OP,6.88313706,Yes,NA,NA,{244CD8AE-0884-4D0B-AB87-6424BF498881},Professional Office,299978.82421875,2710.492638083597,NA
1835,R1C,R1C,2.87711351,No,NA,NA,{24CDD201-B574-4403-B0AA-0DE9D2E2A7CE},Residential Single-Family Cluster,125128.4140625,1723.7047349179134,1
1836,R1-10,R1,13.057784850000001,No,NA,NA,{346B4545-1C9C-423F-AE30-5C2121EF8A9D},Single-Family Residential,569100.1015625,5781.825646862127,1
1837,BQ,BQ,5.18129693,No,NA,NA,{31B81321-1090-4524-8231-DDA6D78488F1},Quasi Public Building,225928.8388671875,1970.7949405015754,NA
1838,P(CG),CG,5.36668058,No,NA,NA,{52E0B509-80FA-4EEC-86BC-C60D0CA3BE62},General Commercial,234050.92578125,1986.6940172277789,NA
1839,R1-10,R1,0.36222441,No,NA,NA,{47EF7220-8DA5-4818-B1AE-38DC22A2EDEE},Single-Family Residential,15778.486328125,619.0360482451691,1
1840,P(Res 5-10),R1,2.89436328,Yes,NA,NA,{DCBB35B5-B553-482B-8209-CEBB5AAF64FD},Single-Family Residential,126155.1083984375,1689.5708573531062,1
1841,R1C,R1C,1.40685581,No,NA,NA,{7CACD908-FFDE-496A-AC40-ED19E259BC48},Residential Single-Family Cluster,61218.01171875,981.8018550980534,1
1842,P(Res),R1C,1.29764687,No,NA,NA,{E3ED8778-1C43-48B1-A085-3A0751BEEE81},Residential Single-Family Cluster,56704.08984375,967.2368387728854,1
1843,P(Res),R1C,0.77375218,No,2008-04-04T00:00:00.000Z,NA,{EF01B7AC-997D-4494-B37B-AF34A781C037},Residential Single-Family Cluster,33747.4541015625,743.5194652530073,1
1844,P(R1),R1,2.20716469,No,NA,NA,{70D30ABA-20BB-4753-B99F-492E287AD893},Single-Family Residential,96095.6533203125,1361.7922527534784,1
1845,P(Res 5-10),R1,2.02263893,No,NA,NA,{C78E8591-2659-4F73-AE56-623045204116},Single-Family Residential,88254.865234375,1176.4267659923366,1
1846,P(R1C),R1C,0.60395603,No,NA,NA,{7346C277-0016-43D1-A0F9-FF7AF7E85FBA},Residential Single-Family Cluster,26314.0869140625,704.9270580265353,1
1847,P(R-3)10-20,R3,11.04351619,Yes,NA,NA,{6E77748F-B997-4619-A5C3-C9D027BFF8AB},Multiple-Family Residential,481018.408203125,2783.4701356485994,2
1848,P(Res 5-10),R1,1.21771882,No,NA,NA,{73303116-74EF-4F0E-9B90-639F26B0FA19},Single-Family Residential,53323.6220703125,924.5360000106818,1
1849,R2-4.25,R2,1.10572872,No,NA,NA,{374DC55D-980D-4889-B61F-751E995E40F0},Residential Duplex,48165.15625,1046.6211422698818,2
1850,P(R1C),R1C,5.50047605,No,NA,NA,{3C4AB65A-3983-487C-9859-74A0927B23D3},Residential Single-Family Cluster,239804.0146484375,2037.5120695256708,1
1851,R1-10,R1,0.63902095,No,NA,NA,{17021E97-E95C-4DA8-9209-5D6B6C9BDE6B},Single-Family Residential,27787.4345703125,668.3995319622178,1
1852,R1-6,R1,4.0205392,No,NA,NA,{0162105C-D33E-4B11-8ACD-C0684DAB15CB},Single-Family Residential,175094.80859375,1755.7950757755484,1
1853,P(Res 5-10),R1,0.70425032,No,NA,NA,{49F58151-1E11-48F0-A19F-6983109B41F2},Single-Family Residential,30680.943359375,904.3720654451671,1
1854,R2-4.25i,R2,0.44253704,No,NA,NA,{30F43D9D-E910-419B-8E1E-E372FE7D96A9},Residential Duplex,19868.4296875,683.2688359305408,2
1855,BQ,BQ,3.89052341,No,NA,NA,{856C2E1A-E26B-463F-90EE-243B59E563E5},Quasi Public Building,169120.6318359375,1915.376943613442,NA
1856,R2-4.25,R2,0.4106838,No,NA,NA,{01280694-3F52-410E-BE4B-EF7F81E0FB4E},Residential Duplex,17882.0244140625,542.7151300879246,2
1857,R1-10,R1,0.27631343,No,NA,NA,{79421776-89FD-434B-83C5-620E364D86AD},Single-Family Residential,12184.8037109375,450.8358533875091,1
1858,P(Res),R1,1.12272183,No,NA,NA,{98E8F69D-9CA2-426B-B3B0-9E57270F5F61},Single-Family Residential,49034.6025390625,904.4963855931044,1
1859,BA,BA,9.70555379,No,NA,NA,{2B0563E3-1F5E-424D-9542-131DCCA7041B},Public Building,422596.7998046875,2879.928030447448,NA
1860,BQ,BQ,2.88359759,No,NA,NA,{A1098658-B659-4F9C-98C4-A1EF603EF698},Quasi Public Building,125915.5751953125,1682.0046709251696,NA
1861,P(R2),R2,10.79340934,No,NA,NA,{D666B9F5-95EF-42BA-901A-BAFC71F1A102},Residential Duplex,470792.6083984375,5351.562556011197,2
1862,BA,BA,15.25081672,No,NA,NA,{305E44D1-66BB-479C-AC17-BF978231011B},Public Building,664753.7451171875,3476.2524636033604,NA
1863,R1-10,R1,57.56781426,No,NA,NA,{9F4C363D-F1F1-4881-8761-BB6F387A6AF2},Single-Family Residential,2507619.62109375,7565.891001393951,1
1864,R1-6,R1,105.4661763,No,NA,NA,{FDBD3C77-5E08-4A70-9B1C-93F32A7E3F30},Single-Family Residential,4594807.783203125,10998.946391665993,1
1865,PR,PR,9.08038004,No,NA,NA,{DB3AE9EB-F0A0-416D-9077-A9157A5B8BDF},Park and Recreation,395455.7568359375,3286.75612492385,NA
1866,BA,BA,4.76672087,No,NA,NA,{1953C124-632D-43CE-AC51-7292277D631F},Public Building,207599.4072265625,2209.7877941150045,NA
1867,P(R1C),R1C,0.82358644,No,NA,NA,{7EC11BD5-59CD-4099-84DB-A3F945764F49},Residential Single-Family Cluster,35910.27734375,868.112196479933,1
1868,R1-7.5,R1,47.29590553,No,NA,NA,{220CF958-A119-4594-B152-82CA754FC42D},Single-Family Residential,2061144.0615234375,7702.957909015986,1
1869,R3,R3,9.7741692,No,NA,NA,{BD775C41-73B2-48D6-A04E-CB8634164D8C},Multiple-Family Residential,425521.5185546875,3759.9629119814767,2
1870,R1-10,R1,0.32657466,No,NA,NA,{D8FD7734-890A-4B0D-9666-3759BBBA932C},Single-Family Residential,14078.6796875,511.4882856062619,1
1871,R1-10,R1,0.30489346,No,NA,NA,{277E6DF3-DE19-4E4D-A4F2-2E42A0A1479A},Single-Family Residential,13488.4912109375,497.73274634603627,1
1872,BQ,BQ,3.03490818,No,NA,NA,{D3FABDEC-CFE0-46AF-B3D1-B8B3D77BF7D6},Quasi Public Building,132440.4267578125,1475.9382188464722,NA
1873,P(Res),R3,7.89283468,No,NA,NA,{59F6A3D4-4C24-457C-A927-1F84EFB19DE5},Multiple-Family Residential,343567.4169921875,2374.4175909725323,2
1874,P(R1),R1,1.77751278,No,NA,NA,{27281B51-2A80-4952-834A-0ACF4F9B285B},Single-Family Residential,77444.0048828125,2313.5018236175933,1
1875,P(R1C),R1C,3.5876905,No,NA,NA,{1671D7C9-5003-40B0-A0C3-0A699B2E5DCA},Residential Single-Family Cluster,156707.615234375,2025.1664418557946,1
1876,R1C,R1C,3.12828217,No,NA,NA,{035C95AF-EC03-4D8C-AA4A-EA024F78F614},Residential Single-Family Cluster,136165.2490234375,1550.2428761432175,1
1877,R3,R3,11.35704786,No,NA,NA,{AEC1253A-B276-4B36-81A8-5E9ABE3177F9},Multiple-Family Residential,494926.0771484375,4052.8704730986315,2
1878,R1-10,R1,58.66500361,No,NA,NA,{F248190D-1028-4933-BE7A-DB4852C3C6B3},Single-Family Residential,2553751.5595703125,6804.089132525158,1
1879,R1-6,R1,18.71024299,No,NA,NA,{34C1F000-E4D2-4A8C-A2E4-920B6B55707E},Single-Family Residential,815117.044921875,5540.916257949452,1
1880,BQ,BQ,0.31482967,No,NA,NA,{464103B8-E358-4802-BEDE-CC44505E429B},Quasi Public Building,13783.3837890625,491.35488630424254,NA
1881,R1-6,R1,5.85165688,No,NA,NA,{F557C9D1-F422-4780-944B-C1D47A318296},Single-Family Residential,254723.123046875,2048.1126324402803,1
1882,R1-6e,R1,45.44198875,No,NA,NA,{2E067F3F-4881-4657-8ED6-2AFED1B979BB},Single-Family Residential,1979094.2236328125,7858.9168771660425,1
1883,BQ,BQ,3.48928134,No,NA,NA,{96BCB51D-AC2D-4E26-816C-E34316694A8A},Quasi Public Building,152273.9697265625,1646.986074043895,NA
1884,R1C,R1C,0.53255927,No,NA,NA,{AC34ED06-1700-4357-A901-293D1550C0A9},Residential Single-Family Cluster,23210.1953125,647.9714100783472,1
1885,R1-10,R1,1.20380478,No,NA,NA,{92A4E65E-1DE2-4627-8A7A-7CEE62B3973C},Single-Family Residential,52456.16015625,1097.4346883186693,1
1886,R1-10,R1,0.41716027,No,NA,NA,{82A31E7B-FCCD-48E1-A564-75C55B381BC0},Single-Family Residential,18175.568359375,539.522996728445,1
1887,R1-10,R1,0.59919027,No,NA,NA,{9BE42291-EF4C-465E-8981-BBBBE2A4E0B1},Single-Family Residential,26115.078125,681.8834193592718,1
1888,BA,BA,11.61091043,No,NA,NA,{A1ACFD64-B3F8-41AE-B23C-7AD97F563655},Public Building,505624.552734375,3079.568779127392,NA
1889,"P(MP, CG)",MP,30.25272173,Yes,NA,NA,{B56C35DF-9461-4280-AF79-BE9A82E5E7FA},Industrial Park,1318590.6416015625,5212.554387080288,NA
1890,BQ,BQ,1.56757695,No,NA,NA,{9B61E02B-EB93-442E-A15F-0D8F8CBE4F12},Quasi Public Building,68283.6533203125,1054.5701912863171,NA
1891,R1-10,R1,0.38476348,No,NA,NA,{E2832753-FECA-4CBA-B32A-758C7E77FF21},Single-Family Residential,16799.6650390625,518.7383810242275,1
1892,PR,PR,3.96942345,No,NA,NA,{BB36AC03-8EBF-4D74-A33F-D30AFEC6D168},Park and Recreation,172892.1669921875,1705.1113870839313,NA
1893,R1-7.5,R1,0.59360552,No,NA,NA,{6C30DD00-DF7E-4488-9EEE-23CC8F0DDB8E},Single-Family Residential,25857.4580078125,772.9192093032684,1
1894,Pre-PR,PRE,7.06833843,No,NA,NA,{674C1C83-FF06-4E23-956A-2A7F3561BC2D},Prezoned Unincorporated Area,307848.9267578125,5455.157920764244,NA
1895,BA,BA,19.6273672,No,NA,NA,{12175D8B-1F0D-4A8D-A785-F945713A13EB},Public Building,854801.5673828125,3980.6714618310516,NA
1896,BQ,BQ,2.44269774,No,NA,NA,{74EEE664-097D-4340-AAB9-5205FA87BED3},Quasi Public Building,106794.1337890625,1666.9517323339849,NA
1897,P(R1C),R1C,1.03122594,No,NA,NA,{6AEDF86E-0EFD-4C6E-9A03-3D7B617F5B91},Residential Single-Family Cluster,45583.9599609375,903.7959156010352,1
1898,R3,R3,7.78613114,No,NA,NA,{58033331-6757-41C4-84E8-4218059C901D},Multiple-Family Residential,339174.9033203125,2812.6602748997484,2
1899,R3,R3,8.88707907,No,NA,NA,{F2770DD4-F5A6-40B5-9821-646FD77398A4},Multiple-Family Residential,386811.2724609375,2537.580534301357,2
1900,"P(R2, Mini-Stor)",R2,2.87883706,No,NA,NA,{5F868FD4-8E5C-4A38-9443-2AA7CE682674},Residential Duplex,125444.61328125,2018.7516269286837,2
1901,"P(ML, CG)",P,1.10776384,No,NA,2016-01-22T00:00:00.000Z,{F161F239-3882-49A3-902B-8B7B9421085A},Planned Development,48142.48046875,958.7978725615598,NA
1902,P(CG),CG,2.72022822,No,NA,NA,{D93F2FA6-B70A-499C-8817-907533E0582A},General Commercial,118430.833984375,1377.6973885288733,NA
1903,P(R1C),R1C,40.96374903,No,NA,NA,{A8C64D65-F41E-4683-B2F2-93A9BD7A532D},Residential Single-Family Cluster,1785240.4697265625,5407.183876998448,1
1904,P(Res),R1C,1.23876717,No,NA,NA,{9B494FC6-A9A5-4B24-94BD-F8C997ECC4B3},Residential Single-Family Cluster,53978.6953125,950.1776659888703,1
1905,BQ,BQ,7.5469682,No,NA,NA,{01D92FAF-2A78-4831-8D50-CA7118120114},Quasi Public Building,328639.3486328125,2558.6075811336514,NA
1906,"P(Rec,Enter)",CG,0.85734029,No,NA,NA,{3821EAEB-B54F-464E-8EA8-A2318F30D9B4},General Commercial,37407.5458984375,771.7539991381651,NA
1907,R3,R3,9.34157803,No,NA,NA,{B8D34F3C-D950-4AB5-87EA-A30F100B78CA},Multiple-Family Residential,406919.1123046875,2542.680887476324,2
