id,general_pl,Zoning
2836,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2837,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2838,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2839,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2840,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2841,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2842,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2843,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2844,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2845,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2846,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2847,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2848,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2849,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2850,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2851,"RESIDENTIAL- HOUSE, ONE FAMILY-65-A",1
2852,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2853,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2854,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2855,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2856,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
2857,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2858,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
2859,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2860,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2861,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2862,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2863,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2864,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2865,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2866,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2867,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2868,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2869,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2870,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2871,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2872,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2873,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2874,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2875,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2876,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2877,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2878,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2879,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2880,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
2881,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2882,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2883,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2884,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2885,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2886,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2887,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2888,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2889,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2890,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2891,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2892,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2893,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2894,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2895,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2896,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2897,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2898,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2899,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2900,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2901,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2902,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2903,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2904,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2905,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2906,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2907,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2908,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2909,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
2910,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2911,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2912,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2913,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2914,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2915,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2916,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2917,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2918,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2919,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2920,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2921,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2922,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2923,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2924,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2925,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2926,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2927,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2928,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2929,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2930,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2931,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2932,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2933,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2934,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2935,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2936,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2937,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2938,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2939,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2940,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2941,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2942,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2943,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2944,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2945,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2946,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2947,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2948,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2949,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2950,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2951,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2952,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2953,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2954,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2955,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2956,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2957,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2958,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2959,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2960,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2961,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2962,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",2
2963,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",2
2964,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2965,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2966,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2967,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2968,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-26-X",1
2969,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2970,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2971,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2972,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2973,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2974,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2975,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2976,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2977,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2978,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2979,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2980,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
2981,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2982,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2983,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2984,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2985,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2986,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2987,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2988,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2989,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2990,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2991,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2992,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2993,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
2994,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2995,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2996,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2997,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2998,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
2999,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
3000,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
3001,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-OS",1
3002,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
3003,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3004,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3005,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3006,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3007,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3008,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3009,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3010,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
3011,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3012,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3013,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3014,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3015,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3016,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3017,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
3018,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
3019,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3020,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3021,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3022,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3023,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3024,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3025,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3026,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3027,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3028,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3029,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3030,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3031,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
3032,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3033,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3034,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3035,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3036,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3037,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3038,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3039,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3040,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3041,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3042,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3043,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3044,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3045,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3046,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3047,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3048,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3049,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3050,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3051,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3052,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3053,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3054,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3055,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3056,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
3057,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3058,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3059,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3060,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3061,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3062,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
3063,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3064,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3065,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3066,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3067,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3068,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3069,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3070,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3071,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3072,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3073,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3074,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3075,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
3076,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",2
3077,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",2
3078,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",2
3079,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",2
3080,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",2
3081,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",2
3082,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3083,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3084,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3085,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
3086,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-OS",1
3087,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3088,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3089,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3090,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3091,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3092,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3093,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3094,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3095,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3096,RINCON HILL DOWNTOWN RESIDENTIAL-65-X,2
3097,RINCON HILL DOWNTOWN RESIDENTIAL-65-X,2
3098,RINCON HILL DOWNTOWN RESIDENTIAL-65-X,2
3099,RINCON HILL DOWNTOWN RESIDENTIAL-65-X,2
3100,RINCON HILL DOWNTOWN RESIDENTIAL-65-X,2
3101,SOUTH OF MARKET RESIDENTIAL ENCLAVE-130-L,2
3102,SOUTH OF MARKET RESIDENTIAL ENCLAVE-50-X,2
3103,SOUTH OF MARKET RESIDENTIAL ENCLAVE-50-X,2
3104,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3105,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3106,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3107,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3108,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3109,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3110,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3111,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3112,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3113,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
3114,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-26-X",1
3115,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3116,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3117,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3118,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3119,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3120,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3121,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3122,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3123,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
3124,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3125,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3126,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3127,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3128,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3129,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3130,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3131,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3132,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3133,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3134,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3135,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3136,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3137,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3138,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3139,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3140,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3141,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3142,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3143,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3144,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
3145,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3146,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3147,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3148,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3149,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3150,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3151,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3152,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3153,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3154,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3155,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3156,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3157,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3158,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3159,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3160,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3161,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3162,"RESIDENTIAL- HOUSE, ONE FAMILY-32-X",1
3163,"RESIDENTIAL- HOUSE, ONE FAMILY-32-X",1
3164,"RESIDENTIAL- HOUSE, ONE FAMILY-32-X",1
3165,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3166,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3167,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3168,"RESIDENTIAL- HOUSE, ONE FAMILY-65-A",1
3169,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3170,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3171,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3172,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3173,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3174,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3175,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3176,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3177,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3178,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3179,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3180,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3181,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3182,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3183,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3184,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3185,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",1
3186,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3187,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3188,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3189,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3190,SOUTH OF MARKET RESIDENTIAL ENCLAVE-40-X,2
3191,SOUTH OF MARKET RESIDENTIAL ENCLAVE-50-X,2
3192,SOUTH OF MARKET RESIDENTIAL ENCLAVE-40-X,2
3193,SOUTH OF MARKET RESIDENTIAL ENCLAVE-40-X,2
3194,SOUTH OF MARKET RESIDENTIAL ENCLAVE-50-X,2
3195,SOUTH OF MARKET RESIDENTIAL ENCLAVE-45-X,2
3196,SOUTH OF MARKET RESIDENTIAL ENCLAVE-40-X,2
3197,SOUTH OF MARKET RESIDENTIAL ENCLAVE-65-X,2
3198,SOUTH OF MARKET RESIDENTIAL ENCLAVE-45-X,2
3199,SOUTH OF MARKET RESIDENTIAL ENCLAVE-85-X,2
3200,SOUTH OF MARKET RESIDENTIAL ENCLAVE-45-X,2
3201,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",2
3202,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",2
3203,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
3204,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
3205,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
3206,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",1
3207,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3208,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3209,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3210,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3211,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3212,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3213,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3214,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3215,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3216,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3217,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3218,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3219,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3220,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3221,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3222,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3223,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3224,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3225,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3226,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3227,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
3228,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",1
