gnrl_p_,ID,edt_g__,X3,X4,zoning
"RDM 7,000",3485,"RDM 7,000",NA,NA,1
"RAL 3,500",3486,"RAL 3,500",NA,NA,2
"RDM 9,000",3487,"RDM 9,000",NA,NA,1
"RDM 7,000",3488,"RDM 7,000",NA,NA,1
"RDM 7,000",3489,"RDM 7,000",NA,NA,1
CG,3490,CG,NA,NA,0
CG,3491,CG,NA,NA,0
"RDM 9,000",3492,"RDM 9,000",NA,NA,1
"RDM 7,000",3493,"RDM 7,000",NA,NA,1
OS,3494,OS,NA,NA,0
RE 1,3495,RE 1,NA,NA,1
IL,3496,IL,NA,NA,0
"RDM 7,000",3497,"RDM 7,000",NA,NA,1
"RAL 3,500",3498,"RAL 3,500",NA,NA,2
RE 1,3499,RE 1,NA,NA,1
"RAL 3,500",3500,"RAL 3,500",NA,NA,2
"RDM 7,000",3501,"RDM 7,000",NA,NA,1
IL,3502,IL,NA,NA,0
"RDM 7,000",3503,"RDM 7,000",NA,NA,1
"RDM 7,000",3504,"RDM 7,000",NA,NA,1
"RDM 7,000",3505,"RDM 7,000",NA,NA,1
"RAL 3,000",3506,"RAL 3,000",NA,NA,2
MU-D,3507,MU-D,NA,NA,0
MU-D,3508,MU-D,NA,NA,0
"RAL 3,000",3509,"RAL 3,000",NA,NA,2
"RDM 7,000",3510,"RDM 7,000",NA,NA,1
"RDM 7,000",3511,"RDM 7,000",NA,NA,1
"RDL 12,000",3512,"RDL 12,000",NA,NA,1
"RDM 7,000",3513,"RDM 7,000",NA,NA,1
PF,3514,PF,NA,NA,0
PF,3515,PF,NA,NA,0
"RDM 7,000",3516,"RDM 7,000",NA,NA,1
"RDM 7,000",3517,"RDM 7,000",NA,NA,1
"RDM 7,000",3518,"RDM 7,000",NA,NA,1
"RDM 7,000",3519,"RDM 7,000",NA,NA,1
"RDM 7,000",3520,"RDM 7,000",NA,NA,1
"RAL 3,000",3521,"RAL 3,000",NA,NA,2
"RDM 7,000",3522,"RDM 7,000",NA,NA,1
"RDL 12,000",3523,"RDL 12,000",NA,NA,1
"RAL 3,500",3524,"RAL 3,500",NA,NA,2
"RDL 20,000",3525,"RDL 20,000",NA,NA,1
MU-D_MF,3526,MU-D_MF,NA,NA,2
IL,3527,IL,NA,NA,0
MU-D,3528,MU-D,NA,NA,0
"RDL 12,000",3529,"RDL 12,000",NA,NA,1
RE 1,3530,RE 1,NA,NA,1
RE 1,3531,RE 1,NA,NA,1
"RDM 9,000",3532,"RDM 9,000",NA,NA,1
"RDM 7,000",3533,"RDM 7,000",NA,NA,1
"RDL 12,000",3534,"RDL 12,000",NA,NA,1
"RDM 7,000",3535,"RDM 7,000",NA,NA,1
"RDM 7,000",3536,"RDM 7,000",NA,NA,1
"RDM 7,000",3537,"RDM 7,000",NA,NA,1
"RDM 7,000",3538,"RDM 7,000",NA,NA,1
"RDM 7,000",3539,"RDM 7,000",NA,NA,1
"RDM 9,000",3540,"RDM 9,000",NA,NA,1
RAM,3541,RAM,NA,NA,2
RAM,3542,RAM,NA,NA,2
"RAL 3,000",3543,"RAL 3,000",NA,NA,2
"RDM 7,000",3544,"RDM 7,000",NA,NA,1
"RDM 7,000",3545,"RDM 7,000",NA,NA,1
"RDM 7,000",3546,"RDM 7,000",NA,NA,1
"RDM 7,000",3547,"RDM 7,000",NA,NA,1
"RDM 9,000",3548,"RDM 9,000",NA,NA,1
"RDM 7,000",3549,"RDM 7,000",NA,NA,1
"RDM 7,000",3550,"RDM 7,000",NA,NA,1
RE 1,3551,RE 1,NA,NA,1
"RDM 7,000",3552,"RDM 7,000",NA,NA,1
OS,3553,OS,NA,NA,0
RE 1,3554,RE 1,NA,NA,1
"RDM 7,000",3555,"RDM 7,000",NA,NA,1
"RDM 7,000",3556,"RDM 7,000",NA,NA,1
"RDM 7,000",3557,"RDM 7,000",NA,NA,1
"RAL 3,500",3558,"RAL 3,500",NA,NA,2
RAM,3559,RAM,NA,NA,2
"RAL 3,000",3560,"RAL 3,000",NA,NA,2
"RAL 3,000",3561,"RAL 3,000",NA,NA,2
"RAL 3,000",3562,"RAL 3,000",NA,NA,2
OS,3563,OS,NA,NA,0
"RDL 12,000",3564,"RDL 12,000",NA,NA,1
"RDL 12,000",3565,"RDL 12,000",NA,NA,1
"RDL 12,000",3566,"RDL 12,000",NA,NA,1
"RDM 7,000",3567,"RDM 7,000",NA,NA,1
CG,3568,CG,NA,NA,0
"RDL 12,000",3569,"RDL 12,000",NA,NA,1
OS,3570,OS,NA,NA,0
"RDL 12,000",3571,"RDL 12,000",NA,NA,1
"RDM 7,000",3572,"RDM 7,000",NA,NA,1
"RDM 7,000",3573,"RDM 7,000",NA,NA,1
"RDM 7,000",3574,"RDM 7,000",NA,NA,1
"RDM 7,000",3575,"RDM 7,000",NA,NA,1
"RDM 7,000",3576,"RDM 7,000",NA,NA,1
IL,3577,IL,NA,NA,0
"RDM 7,000",3578,"RDM 7,000",NA,NA,1
"RDL 12,000",3579,"RDL 12,000",NA,NA,1
"RDL 12,000",3580,"RDL 12,000",NA,NA,1
"RDM 7,000",3581,"RDM 7,000",NA,NA,1
"RDM 7,000",3582,"RDM 7,000",NA,NA,1
"RDM 7,000",3583,"RDM 7,000",NA,NA,1
"RDM 7,000",3584,"RDM 7,000",NA,NA,1
"RDM 7,000",3585,"RDM 7,000",NA,NA,1
"RAL 3,000",3586,"RAL 3,000",NA,NA,2
"RDM 7,000",3587,"RDM 7,000",NA,NA,1
"RAL 3,500",3588,"RAL 3,500",NA,NA,2
CG,3589,CG,NA,NA,0
"RDM 7,000",3590,"RDM 7,000",NA,NA,1
MU-D_MF,3591,MU-D_MF,NA,NA,2
MU-D_MF,3592,MU-D_MF,NA,NA,2
"RDM 7,000",3593,"RDM 7,000",NA,NA,1
"RAL 3,500",3594,"RAL 3,500",NA,NA,2
"RAL 3,500",3595,"RAL 3,500",NA,NA,2
"RDL 20,000",3596,"RDL 20,000",NA,NA,1
"RDM 7,000",3597,"RDM 7,000",NA,NA,1
"RDM 7,000",3598,"RDM 7,000",NA,NA,1
MU-F,3599,MU-F,NA,NA,0
"RDM 9,000",3600,"RDM 9,000",NA,NA,1
"RDM 7,000",3601,"RDM 7,000",NA,NA,1
"RDM 7,000",3602,"RDM 7,000",NA,NA,1
"RDM 7,000",3603,"RDM 7,000",NA,NA,1
"RDM 7,000",3604,"RDM 7,000",NA,NA,1
"RDM 7,000",3605,"RDM 7,000",NA,NA,1
"RDM 7,000",3606,"RDM 7,000",NA,NA,1
"RDM 7,000",3607,"RDM 7,000",NA,NA,1
"RDM 7,000",3608,"RDM 7,000",NA,NA,1
MU-N,3609,MU-N,NA,NA,0
MU-F,3610,MU-F,NA,NA,0
MU-D,3611,MU-D,NA,NA,0
"RDM 7,000",3612,"RDM 7,000",NA,NA,1
"RDM 7,000",3613,"RDM 7,000",NA,NA,1
"RDM 7,000",3614,"RDM 7,000",NA,NA,1
"RDL 12,000",3615,"RDL 12,000",NA,NA,1
"RDM 7,000",3616,"RDM 7,000",NA,NA,1
RE 2.5,3617,RE 2.5,NA,NA,1
"RDM 7,000",3618,"RDM 7,000",NA,NA,1
"RDM 7,000",3619,"RDM 7,000",NA,NA,1
"RDM 7,000",3620,"RDM 7,000",NA,NA,1
"RDL 12,000",3621,"RDL 12,000",NA,NA,1
"RDM 7,000",3622,"RDM 7,000",NA,NA,1
"RDM 7,000",3623,"RDM 7,000",NA,NA,1
"RDM 7,000",3624,"RDM 7,000",NA,NA,1
"RDM 7,000",3625,"RDM 7,000",NA,NA,1
"RDL 12,000",3626,"RDL 12,000",NA,NA,1
"RDM 7,000",3627,"RDM 7,000",NA,NA,1
RE 1,3628,RE 1,NA,NA,1
"RAL 3,500",3629,"RAL 3,500",NA,NA,2
"RDL 12,000",3630,"RDL 12,000",NA,NA,1
"RDM 7,000",3631,"RDM 7,000",NA,NA,1
"RDM 7,000",3632,"RDM 7,000",NA,NA,1
"RDM 7,000",3633,"RDM 7,000",NA,NA,1
"RDL 12,000",3634,"RDL 12,000",NA,NA,1
"RDL 12,000",3635,"RDL 12,000",NA,NA,1
"RDL 12,000",3636,"RDL 12,000",NA,NA,1
"RDM 9,000",3637,"RDM 9,000",NA,NA,1
MU-D_MF,3638,MU-D_MF,NA,NA,2
RAM,3639,RAM,NA,NA,2
"RDM 7,000",3640,"RDM 7,000",NA,NA,1
"RDL 12,000",3641,"RDL 12,000",NA,NA,1
"RDL 12,000",3642,"RDL 12,000",NA,NA,1
"RDM 7,000",3643,"RDM 7,000",NA,NA,1
"RDM 7,000",3644,"RDM 7,000",NA,NA,1
"RDM 7,000",3645,"RDM 7,000",NA,NA,1
"RDM 7,000",3646,"RDM 7,000",NA,NA,1
RAM,3647,RAM,NA,NA,2
"RDL 20,000",3648,"RDL 20,000",NA,NA,1
"RAL 3,500",3649,"RAL 3,500",NA,NA,2
"RAL 3,000",3650,"RAL 3,000",NA,NA,2
"RDM 7,000",3651,"RDM 7,000",NA,NA,1
"RDM 7,000",3652,"RDM 7,000",NA,NA,1
"RAL 3,500",3653,"RAL 3,500",NA,NA,2
RE 1,3654,RE 1,NA,NA,1
"RDM 7,000",3655,"RDM 7,000",NA,NA,1
"RDM 7,000",3656,"RDM 7,000",NA,NA,1
CG,3657,CG,NA,NA,0
"RDM 7,000",3658,"RDM 7,000",NA,NA,1
"RDM 7,000",3659,"RDM 7,000",NA,NA,1
"RDM 7,000",3660,"RDM 7,000",NA,NA,1
"RDL 20,000",3661,"RDL 20,000",NA,NA,1
"RDM 7,000",3662,"RDM 7,000",NA,NA,1
"RDM 7,000",3663,"RDM 7,000",NA,NA,1
"RDM 7,000",3664,"RDM 7,000",NA,NA,1
IL,3665,IL,NA,NA,0
"RDM 7,000",3666,"RDM 7,000",NA,NA,1
"RDM 7,000",3667,"RDM 7,000",NA,NA,1
"RDL 12,000",3668,"RDL 12,000",NA,NA,1
"RDM 9,000",3669,"RDM 9,000",NA,NA,1
RAM,3670,RAM,NA,NA,2
"RDM 7,000",3671,"RDM 7,000",NA,NA,1
"RDM 7,000",3672,"RDM 7,000",NA,NA,1
OS,3673,OS,NA,NA,0
"RDM 7,000",3674,"RDM 7,000",NA,NA,1
"RDL 20,000",3675,"RDL 20,000",NA,NA,1
"RDM 7,000",3676,"RDM 7,000",NA,NA,1
"RAL 3,500",3677,"RAL 3,500",NA,NA,2
"RDM 7,000",3678,"RDM 7,000",NA,NA,1
"RAL 3,000",3679,"RAL 3,000",NA,NA,2
"RDM 7,000",3680,"RDM 7,000",NA,NA,1
RE 1,3681,RE 1,NA,NA,1
"RDL 12,000",3682,"RDL 12,000",NA,NA,1
"RDM 7,000",3683,"RDM 7,000",NA,NA,1
"RDM 7,000",3684,"RDM 7,000",NA,NA,1
MU-F,3685,MU-F,NA,NA,0
"RDM 7,000",3686,"RDM 7,000",NA,NA,1
"RDM 7,000",3687,"RDM 7,000",NA,NA,1
"RDM 7,000",3688,"RDM 7,000",NA,NA,1
"RDL 20,000",3689,"RDL 20,000",NA,NA,1
"RDM 7,000",3690,"RDM 7,000",NA,NA,1
"RDM 7,000",3691,"RDM 7,000",NA,NA,1
MU-N,3692,MU-N,NA,NA,0
"RDM 7,000",3693,"RDM 7,000",NA,NA,1
"RDM 7,000",3694,"RDM 7,000",NA,NA,1
"RAL 3,500",3695,"RAL 3,500",NA,NA,2
"RDL 20,000",3696,"RDL 20,000",NA,NA,1
RE 1,3697,RE 1,NA,NA,1
"RDM 7,000",3698,"RDM 7,000",NA,NA,1
"RAL 3,500",3699,"RAL 3,500",NA,NA,2
"RDM 7,000",3700,"RDM 7,000",NA,NA,1
"RDM 7,000",3701,"RDM 7,000",NA,NA,1
"RDM 7,000",3702,"RDM 7,000",NA,NA,1
"RDM 7,000",3703,"RDM 7,000",NA,NA,1
"RAL 3,000",3704,"RAL 3,000",NA,NA,2
RAM,3705,RAM,NA,NA,2
"RDL 20,000",3706,"RDL 20,000",NA,NA,1
"RDM 7,000",3707,"RDM 7,000",NA,NA,1
RE 1,3708,RE 1,NA,NA,1
CH,3709,CH,NA,NA,0
"RDM 9,000",3710,"RDM 9,000",NA,NA,1
"RDM 7,000",3711,"RDM 7,000",NA,NA,1
"RDM 7,000",3712,"RDM 7,000",NA,NA,1
"RDL 20,000",3713,"RDL 20,000",NA,NA,1
"RDL 12,000",3714,"RDL 12,000",NA,NA,1
"RDM 7,000",3715,"RDM 7,000",NA,NA,1
"RDM 7,000",3716,"RDM 7,000",NA,NA,1
"RDM 7,000",3717,"RDM 7,000",NA,NA,1
RE 1,3718,RE 1,NA,NA,1
"RDM 7,000",3719,"RDM 7,000",NA,NA,1
"RDM 7,000",3720,"RDM 7,000",NA,NA,1
RE 1,3721,RE 1,NA,NA,1
"RDM 7,000",3722,"RDM 7,000",NA,NA,1
"RAL 3,500",3723,"RAL 3,500",NA,NA,2
"RDM 7,000",3724,"RDM 7,000",NA,NA,1
"RDM 7,000",3725,"RDM 7,000",NA,NA,1
PF,3726,PF,NA,NA,0
IL,3727,IL,NA,NA,0
"RDM 7,000",3728,"RDM 7,000",NA,NA,1
"RDM 7,000",3729,"RDM 7,000",NA,NA,1
"RAL 3,000",3730,"RAL 3,000",NA,NA,2
"RAL 3,000",3731,"RAL 3,000",NA,NA,2
"RDL 12,000",3732,"RDL 12,000",NA,NA,1
"RDL 12,000",3733,"RDL 12,000",NA,NA,1
RE 1,3734,RE 1,NA,NA,1
RE 1,3735,RE 1,NA,NA,1
"RDM 7,000",3736,"RDM 7,000",NA,NA,1
"RAL 3,500",3737,"RAL 3,500",NA,NA,2
"RDM 7,000",3738,"RDM 7,000",NA,NA,1
"RDM 7,000",3739,"RDM 7,000",NA,NA,1
"RDM 7,000",3740,"RDM 7,000",NA,NA,1
"RDM 7,000",3741,"RDM 7,000",NA,NA,1
"RDM 7,000",3742,"RDM 7,000",NA,NA,1
"RDL 12,000",3743,"RDL 12,000",NA,NA,1
"RDM 7,000",3744,"RDM 7,000",NA,NA,1
"RAL 3,500",3745,"RAL 3,500",NA,NA,2
"RDM 7,000",3746,"RDM 7,000",NA,NA,1
"RDM 7,000",3747,"RDM 7,000",NA,NA,1
"RDM 7,000",3748,"RDM 7,000",NA,NA,1
"RDM 7,000",3749,"RDM 7,000",NA,NA,1
"RDL 12,000",3750,"RDL 12,000",NA,NA,1
"RAL 3,500",3751,"RAL 3,500",NA,NA,2
MU-D,3752,MU-D,NA,NA,0
MU-D,3753,MU-D,NA,NA,0
"RDM 7,000",3754,"RDM 7,000",NA,NA,1
"RDL 12,000",3755,"RDL 12,000",NA,NA,1
"RAL 3,500",3756,"RAL 3,500",NA,NA,2
"RDM 7,000",3757,"RDM 7,000",NA,NA,1
"RDM 7,000",3758,"RDM 7,000",NA,NA,1
"RDM 7,000",3759,"RDM 7,000",NA,NA,1
"RDM 7,000",3760,"RDM 7,000",NA,NA,1
"RDL 20,000",3761,"RDL 20,000",NA,NA,1
"RDL 12,000",3762,"RDL 12,000",NA,NA,1
"RAL 3,000",3763,"RAL 3,000",NA,NA,2
"RDM 7,000",3764,"RDM 7,000",NA,NA,1
"RDM 7,000",3765,"RDM 7,000",NA,NA,1
IL,3766,IL,NA,NA,0
"RDM 7,000",3767,"RDM 7,000",NA,NA,1
"RAL 3,500",3768,"RAL 3,500",NA,NA,2
"RDL 12,000",3769,"RDL 12,000",NA,NA,1
CG,3770,CG,NA,NA,0
RE 1,3771,RE 1,NA,NA,1
"RDM 7,000",3772,"RDM 7,000",NA,NA,1
"RDM 7,000",3773,"RDM 7,000",NA,NA,1
"RAL 3,500",3774,"RAL 3,500",NA,NA,2
"RDM 7,000",3775,"RDM 7,000",NA,NA,1
"RAL 3,500",3776,"RAL 3,500",NA,NA,2
"RDM 7,000",3777,"RDM 7,000",NA,NA,1
RE 1,3778,RE 1,NA,NA,1
"RDL 12,000",3779,"RDL 12,000",NA,NA,1
"RDM 7,000",3780,"RDM 7,000",NA,NA,1
"RAL 3,500",3781,"RAL 3,500",NA,NA,2
"RAL 3,500",3782,"RAL 3,500",NA,NA,2
"RDM 7,000",3783,"RDM 7,000",NA,NA,1
"RDM 7,000",3784,"RDM 7,000",NA,NA,1
"RAL 3,500",3785,"RAL 3,500",NA,NA,2
"RDM 7,000",3786,"RDM 7,000",NA,NA,1
"RDM 9,000",3787,"RDM 9,000",NA,NA,1
"RDM 7,000",3788,"RDM 7,000",NA,NA,1
CG,3789,CG,NA,NA,0
OS,3790,OS,NA,NA,0
"RAL 3,500",3791,"RAL 3,500",NA,NA,2
"RDM 7,000",3792,"RDM 7,000",NA,NA,1
"RAL 3,500",3793,"RAL 3,500",NA,NA,2
"RDM 7,000",3794,"RDM 7,000",NA,NA,1
"RAL 3,000",3795,"RAL 3,000",NA,NA,2
OS,3796,OS,NA,NA,0
OS,3797,OS,NA,NA,0
"RDM 7,000",3798,"RDM 7,000",NA,NA,1
MU-D_MF,3799,MU-D_MF,NA,NA,2
"RAL 3,500",3800,"RAL 3,500",NA,NA,2
OS,3801,OS,NA,NA,0
"RDL 12,000",3802,"RDL 12,000",NA,NA,1
OS,3803,OS,NA,NA,0
"RDM 7,000",3804,"RDM 7,000",NA,NA,1
IL,3805,IL,NA,NA,0
"RDM 7,000",3806,"RDM 7,000",NA,NA,1
OS,3807,OS,NA,NA,0
OS,3808,OS,NA,NA,0
MU-N,3809,MU-N,NA,NA,0
RE 1,3810,RE 1,NA,NA,1
"RDM 7,000",3811,"RDM 7,000",NA,NA,1
"RDM 7,000",3812,"RDM 7,000",NA,NA,1
"RDM 9,000",3813,"RDM 9,000",NA,NA,1
"RDM 7,000",3814,"RDM 7,000",NA,NA,1
"RDM 7,000",3815,"RDM 7,000",NA,NA,1
"RDM 7,000",3816,"RDM 7,000",NA,NA,1
OS,3817,OS,NA,NA,0
"RDM 7,000",3818,"RDM 7,000",NA,NA,1
"RDM 7,000",3819,"RDM 7,000",NA,NA,1
"RDM 7,000",3820,"RDM 7,000",NA,NA,1
RE 1,3821,RE 1,NA,NA,1
"RDM 7,000",3822,"RDM 7,000",NA,NA,1
"RDM 7,000",3823,"RDM 7,000",NA,NA,1
"RDL 20,000",3824,"RDL 20,000",NA,NA,1
"RAL 3,000",3825,"RAL 3,000",NA,NA,2
CG,3826,CG,NA,NA,0
"RDM 7,000",3827,"RDM 7,000",NA,NA,1
"RDL 12,000",3828,"RDL 12,000",NA,NA,1
"RAL 3,000",3829,"RAL 3,000",NA,NA,2
"RDL 12,000",3830,"RDL 12,000",NA,NA,1
"RDM 7,000",3831,"RDM 7,000",NA,NA,1
"RDM 7,000",3832,"RDM 7,000",NA,NA,1
"RAL 3,000",3833,"RAL 3,000",NA,NA,2
RAM,3834,RAM,NA,NA,2
"RDL 20,000",3835,"RDL 20,000",NA,NA,1
RE 2.5,3836,RE 2.5,NA,NA,1
"RAL 3,000",3837,"RAL 3,000",NA,NA,2
"RDM 7,000",3838,"RDM 7,000",NA,NA,1
RAM,3839,RAM,NA,NA,2
"RDM 7,000",3840,"RDM 7,000",NA,NA,1
"RAL 3,000",3841,"RAL 3,000",NA,NA,2
"RAL 3,500",3842,"RAL 3,500",NA,NA,2
"RDM 7,000",3843,"RDM 7,000",NA,NA,1
"RDL 12,000",3844,"RDL 12,000",NA,NA,1
"RDM 7,000",3845,"RDM 7,000",NA,NA,1
"RDM 7,000",3846,"RDM 7,000",NA,NA,1
"RDM 7,000",3847,"RDM 7,000",NA,NA,1
"RDM 7,000",3848,"RDM 7,000",NA,NA,1
"RDM 7,000",3849,"RDM 7,000",NA,NA,1
RE 1,3850,RE 1,NA,NA,1
"RDL 12,000",3851,"RDL 12,000",NA,NA,1
"RAL 3,500",3852,"RAL 3,500",NA,NA,2
"RAL 3,500",3853,"RAL 3,500",NA,NA,2
RAM,3854,RAM,NA,NA,2
"RDM 7,000",3855,"RDM 7,000",NA,NA,1
"RAL 3,500",3856,"RAL 3,500",NA,NA,2
"RAL 3,500",3857,"RAL 3,500",NA,NA,2
"RDM 7,000",3858,"RDM 7,000",NA,NA,1
MU-N_MF,3859,MU-N_MF,NA,NA,2
"RDM 7,000",3860,"RDM 7,000",NA,NA,1
"RDM 7,000",3861,"RDM 7,000",NA,NA,1
"RDL 12,000",3862,"RDL 12,000",NA,NA,1
"RAL 3,500",3863,"RAL 3,500",NA,NA,2
"RAL 3,000",3864,"RAL 3,000",NA,NA,2
"RDL 20,000",3865,"RDL 20,000",NA,NA,1
"RDL 12,000",3866,"RDL 12,000",NA,NA,1
"RDM 7,000",3867,"RDM 7,000",NA,NA,1
"RDM 7,000",3868,"RDM 7,000",NA,NA,1
"RDL 20,000",3869,"RDL 20,000",NA,NA,1
"RAL 3,500",3870,"RAL 3,500",NA,NA,2
"RDM 7,000",3871,"RDM 7,000",NA,NA,1
"RDM 7,000",3872,"RDM 7,000",NA,NA,1
"RAL 3,000",3873,"RAL 3,000",NA,NA,2
"RAL 3,500",3874,"RAL 3,500",NA,NA,2
"RDM 7,000",3875,"RDM 7,000",NA,NA,1
"RDM 7,000",3876,"RDM 7,000",NA,NA,1
"RAL 3,500",3877,"RAL 3,500",NA,NA,2
"RDM 7,000",3878,"RDM 7,000",NA,NA,1
"RDM 7,000",3879,"RDM 7,000",NA,NA,1
"RDM 7,000",3880,"RDM 7,000",NA,NA,1
"RDM 7,000",3881,"RDM 7,000",NA,NA,1
"RDM 7,000",3882,"RDM 7,000",NA,NA,1
RE 1,3883,RE 1,NA,NA,1
"RDM 7,000",3884,"RDM 7,000",NA,NA,1
"RDL 12,000",3885,"RDL 12,000",NA,NA,1
"RAL 3,500",3886,"RAL 3,500",NA,NA,2
RAM,3887,RAM,NA,NA,2
"RDM 7,000",3888,"RDM 7,000",NA,NA,1
"RAL 3,500",3889,"RAL 3,500",NA,NA,2
"RDL 20,000",3890,"RDL 20,000",NA,NA,1
"RDM 7,000",3891,"RDM 7,000",NA,NA,1
"RDL 12,000",3892,"RDL 12,000",NA,NA,1
"RDM 7,000",3893,"RDM 7,000",NA,NA,1
"RDL 12,000",3894,"RDL 12,000",NA,NA,1
"RDL 20,000",3895,"RDL 20,000",NA,NA,1
"RDL 20,000",3896,"RDL 20,000",NA,NA,1
RE 1,3897,RE 1,NA,NA,1
"RDM 7,000",3898,"RDM 7,000",NA,NA,1
"RDM 7,000",3899,"RDM 7,000",NA,NA,1
"RDM 7,000",3900,"RDM 7,000",NA,NA,1
IL,3901,IL,NA,NA,0
IG,3902,IG,NA,NA,0
RE 1,3903,RE 1,NA,NA,1
"RDM 7,000",3904,"RDM 7,000",NA,NA,1
CG,3905,CG,NA,NA,0
"RDM 7,000",3906,"RDM 7,000",NA,NA,1
"RDM 7,000",3907,"RDM 7,000",NA,NA,1
"RDM 7,000",3908,"RDM 7,000",NA,NA,1
"RDM 7,000",3909,"RDM 7,000",NA,NA,1
"RDL 12,000",3910,"RDL 12,000",NA,NA,1
"RDM 7,000",3911,"RDM 7,000",NA,NA,1
"RDM 7,000",3912,"RDM 7,000",NA,NA,1
"RAL 3,000",3913,"RAL 3,000",NA,NA,2
"RAL 3,000",3914,"RAL 3,000",NA,NA,2
"RAL 3,000",3915,"RAL 3,000",NA,NA,2
"RAL 3,000",3916,"RAL 3,000",NA,NA,2
"RDM 7,000",3917,"RDM 7,000",NA,NA,1
"RDL 12,000",3918,"RDL 12,000",NA,NA,1
"RAL 3,500",3919,"RAL 3,500",NA,NA,2
"RDM 7,000",3920,"RDM 7,000",NA,NA,1
"RDM 7,000",3921,"RDM 7,000",NA,NA,1
"RDM 7,000",3922,"RDM 7,000",NA,NA,1
"RDM 7,000",3923,"RDM 7,000",NA,NA,1
"RDL 12,000",3924,"RDL 12,000",NA,NA,1
"RDM 7,000",3925,"RDM 7,000",NA,NA,1
"RDM 7,000",3926,"RDM 7,000",NA,NA,1
"RDM 7,000",3927,"RDM 7,000",NA,NA,1
"RDM 7,000",3928,"RDM 7,000",NA,NA,1
"RDM 7,000",3929,"RDM 7,000",NA,NA,1
"RDM 7,000",3930,"RDM 7,000",NA,NA,1
OS,3931,OS,NA,NA,0
"RDM 7,000",3932,"RDM 7,000",NA,NA,1
"RDM 7,000",3933,"RDM 7,000",NA,NA,1
"RDM 7,000",3934,"RDM 7,000",NA,NA,1
"RDM 7,000",3935,"RDM 7,000",NA,NA,1
"RDM 7,000",3936,"RDM 7,000",NA,NA,1
"RAL 3,000",3937,"RAL 3,000",NA,NA,2
"RDM 7,000",3938,"RDM 7,000",NA,NA,1
"RDM 7,000",3939,"RDM 7,000",NA,NA,1
"RDM 7,000",3940,"RDM 7,000",NA,NA,1
"RDM 7,000",3941,"RDM 7,000",NA,NA,1
"RDL 12,000",3942,"RDL 12,000",NA,NA,1
"RAL 3,500",3943,"RAL 3,500",NA,NA,2
"RDM 7,000",3944,"RDM 7,000",NA,NA,1
"RDM 7,000",3945,"RDM 7,000",NA,NA,1
IL,3946,IL,NA,NA,0
IL,3947,IL,NA,NA,0
"RDM 7,000",3948,"RDM 7,000",NA,NA,1
RE 1,3949,RE 1,NA,NA,1
"RAL 3,500",3950,"RAL 3,500",NA,NA,2
"RDM 7,000",3951,"RDM 7,000",NA,NA,1
"RDM 7,000",3952,"RDM 7,000",NA,NA,1
CS,3953,CS,NA,NA,0
"RDM 7,000",3954,"RDM 7,000",NA,NA,1
"RDM 7,000",3955,"RDM 7,000",NA,NA,1
"RDM 9,000",3956,"RDM 9,000",NA,NA,1
"RDM 7,000",3957,"RDM 7,000",NA,NA,1
"RDM 7,000",3958,"RDM 7,000",NA,NA,1
"RDM 7,000",3959,"RDM 7,000",NA,NA,1
"RAL 3,000",3960,"RAL 3,000",NA,NA,2
"RDM 7,000",3961,"RDM 7,000",NA,NA,1
RAM,3962,RAM,NA,NA,2
"RDM 7,000",3963,"RDM 7,000",NA,NA,1
RE 1,3964,RE 1,NA,NA,1
"RDM 7,000",3965,"RDM 7,000",NA,NA,1
"RDM 7,000",3966,"RDM 7,000",NA,NA,1
"RAL 3,500",3967,"RAL 3,500",NA,NA,2
"RDM 7,000",3968,"RDM 7,000",NA,NA,1
"RAL 3,500",3969,"RAL 3,500",NA,NA,2
"RAL 3,500",3970,"RAL 3,500",NA,NA,2
"RDM 7,000",3971,"RDM 7,000",NA,NA,1
MU-F,3972,MU-F,NA,NA,0
IL,3973,IL,NA,NA,0
IL,3974,IL,NA,NA,0
"RDM 7,000",3975,"RDM 7,000",NA,NA,1
RE 1,3976,RE 1,NA,NA,1
IL,3977,IL,NA,NA,0
RAM,3978,RAM,NA,NA,2
RE 1,3979,RE 1,NA,NA,1
"RDM 7,000",3980,"RDM 7,000",NA,NA,1
"RDL 12,000",3981,"RDL 12,000",NA,NA,1
"RDL 12,000",3982,"RDL 12,000",NA,NA,1
MU-F,3983,MU-F,NA,NA,0
"RDM 9,000",3984,"RDM 9,000",NA,NA,1
"RDL 12,000",3985,"RDL 12,000",NA,NA,1
"RDM 7,000",3986,"RDM 7,000",NA,NA,1
"RDL 12,000",3987,"RDL 12,000",NA,NA,1
RAM,3988,RAM,NA,NA,2
IL,3989,IL,NA,NA,0
OS,3990,OS,NA,NA,0
"RDL 12,000",3991,"RDL 12,000",NA,NA,1
"RAL 3,500",3992,"RAL 3,500",NA,NA,2
"RAL 3,500",3993,"RAL 3,500",NA,NA,2
"RDM 7,000",3994,"RDM 7,000",NA,NA,1
"RDM 7,000",3995,"RDM 7,000",NA,NA,1
"RDM 7,000",3996,"RDM 7,000",NA,NA,1
"RDM 7,000",3997,"RDM 7,000",NA,NA,1
"RDM 7,000",3998,"RDM 7,000",NA,NA,1
"RDM 7,000",3999,"RDM 7,000",NA,NA,1
"RDM 7,000",4000,"RDM 7,000",NA,NA,1
"RDM 7,000",4001,"RDM 7,000",NA,NA,1
