Entity,Layer,Color,Linetyp,Elevatn,LineWt,RefName,Symblgy,Red,Green,Blue,Shp_STA,Shp_STL,gnrl_p_,id,edt_g__,zoning
LWPolyline,ZM-PS,7,Continuous,0,25,NA,PS,126,157,189,2357155.7627,6189.95608325,PS,362,PS,0
LWPolyline,ZM-OS-1,7,Continuous,0,25,NA,OS-1,217,255,204,8719498.35449,18056.4297592,OS-1,363,OS-1,0
LWPolyline,ZM-OS-1,7,Continuous,0,25,NA,OS-1,217,255,204,2621331.0752,20660.1715246,OS-1,364,OS-1,0
LWPolyline,ZM-OS-1,7,Continuous,0,25,NA,OS-1,217,255,204,2006986.31152,7214.38848423,OS-1,365,OS-1,0
LWPolyline,ZM-PD,7,Continuous,0,25,NA,PD,189,189,126,407689.742188,2900.85663212,PD_SF,366,PD_SF,1
LWPolyline,ZM-PS,7,Continuous,0,25,NA,PS,126,157,189,315275.862305,3122.4914325,PS,367,PS,0
LWPolyline,ZM-OS-1,7,Continuous,0,25,NA,OS-1,217,255,204,840269.234375,5130.2528408,OS-1,368,OS-1,0
LWPolyline,__ Layer Off No Zone,11,Continuous,0,25,NA,No Zoning Info,0,0,0,162353.639648,1728.15580277,SP_NonRes,369,SP_NonRes,0
LWPolyline,ZM-P,7,Continuous,0,25,NA,P,126,189,126,64829.0175781,1164.40629108,P,370,P,0
LWPolyline,ZM-P,7,Continuous,0,25,NA,P,126,189,126,44649.6464844,1232.61409424,P,371,P,0
LWPolyline,ZM-PD,7,Continuous,0,25,NA,PD,189,189,126,945675.950195,7485.76327493,PD_SF,372,PD_SF,1
Insert,ZM-PS,7,Continuous,0,25,CL Block 2,PS,126,157,189,636633.941406,3116.46622939,PS,373,PS,0
LWPolyline,ZM-PD,7,Continuous,0,25,NA,PD,189,189,126,12077293.5332,20154.1845245,PD_SF,374,PD_SF,1
LWPolyline,ZM-P,7,Continuous,0,25,NA,P,126,189,126,64901.1289063,1103.92863011,P,375,P,0
LWPolyline,ZM-MU,7,Continuous,0,25,NA,MU,96,129,0,310038.780273,3841.90089849,MU_MF,376,MU_MF,2
LWPolyline,ZM-OL,7,Continuous,0,25,NA,OL,255,167,138,218719.307617,1897.49748319,OL,377,OL,0
LWPolyline,ZM-PS,7,Continuous,0,25,NA,PS,126,157,189,115794.407227,1340.0869543,PS,378,PS,0
LWPolyline,ZM-P,7,Continuous,0,25,NA,P,126,189,126,899792.991211,3803.05098928,P,379,P,0
LWPolyline,ZM-OS-1,7,Continuous,0,25,NA,OS-1,217,255,204,288594.869141,3263.14992446,OS-1,380,OS-1,0
NA,ZM-PD,0,NA,0,0,NA,PD,0,0,0,2885741.59277,8957.37147729,PD_SF,381,PD_SF,1
NA,ZM-RS-7,0,NA,0,0,NA,RS-10,0,0,0,1057353.09277,8185.64979888,RS-10,382,RS-10,1
NA,NA,0,NA,0,0,NA,RS-7,0,0,0,1212081.77734,4425.12244711,RS-7,383,RS-7,1
NA,NA,0,NA,0,0,NA,RS-7,0,0,0,1556841.21777,8857.68857322,RS-7,384,RS-7,1
NA,NA,0,NA,0,0,NA,OS-1,0,0,0,682734.076172,7164.02378333,OS-1,385,OS-1,0
NA,NA,0,NA,0,0,NA,OA-H,0,0,0,1343819.41016,5240.68433888,OA-H,386,OA-H,0
NA,NA,0,NA,0,0,NA,MU,0,0,0,460961.908203,2740.90134142,MU,387,MU,0
NA,ZM-RE-B,0,NA,0,0,NA,RE-B,255,255,163,0,0,RE-B,388,RE-B,1
NA,ZM-M-2,0,NA,0,0,NA,M-2,0,0,255,0,0,M-2,389,M-2,0
NA,NA,0,NA,0,0,NA,P,0,0,0,692260.850586,4249.87695821,P,390,P,0
NA,NA,0,NA,0,0,NA,OS-1,0,0,0,4700941.35059,12429.09058,OS-1,391,OS-1,0
NA,NA,0,NA,0,0,NA,M-2,0,0,0,1290739.56641,5587.52196845,M-2,392,M-2,0
NA,NA,0,NA,0,0,NA,RS-10,0,0,0,377917.098633,2804.79226672,RS-10,393,RS-10,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,1614466.93652,10812.2464351,PD_SF,394,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,725943.139648,6054.89325305,PD_SF,395,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,1304151.20313,4939.33017729,PD_SF,396,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,2251032.32813,7658.10483379,PD_SF,397,PD_SF,1
NA,NA,0,NA,0,0,NA,OA-H,0,0,0,1236705.91699,4685.63174525,OA-H,398,OA-H,0
LWPolyline,ZM-RS-7,7,Continuous,0,25,NA,PS,255,234,128,520086.119141,3101.85225785,PS,399,PS,0
LWPolyline,ZM-PS,7,Continuous,0,25,NA,PS,126,157,189,520086.119141,3101.85225785,PS,400,PS,0
NA,NA,0,NA,0,0,NA,RS-7,0,0,0,7730975.1377,16398.0577197,RS-7,401,RS-7,1
NA,NA,0,NA,0,0,NA,RS-7,0,0,0,5682220.24414,17429.446076,RS-7,402,RS-7,1
NA,NA,0,NA,0,0,NA,OS-1,0,0,0,529308.101563,6528.27017539,OS-1,403,OS-1,0
NA,NA,0,NA,0,0,NA,OS-1,0,0,0,1436331.05273,9035.04060884,OS-1,404,OS-1,0
NA,NA,0,NA,0,0,NA,OS-1,0,0,0,489042.90918,4756.59876063,OS-1,405,OS-1,0
NA,NA,0,NA,0,0,NA,P,0,0,0,436431.881836,2794.61859748,P,406,P,0
NA,NA,0,NA,0,0,NA,P,0,0,0,177115.178711,1556.72995044,P,407,P,0
NA,NA,0,NA,0,0,NA,PD,0,0,0,2893517.18359,10472.7828465,PD_SF,408,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,3655998.60059,10994.8422553,PD_SF,409,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,2774880.3916,9129.37675898,PD_SF,410,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,1923537.77246,8855.04390156,PD_SF,411,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,3119295.20313,11555.3772809,PD_SF,412,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,163001.368164,1772.43856824,PD_SF,413,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,916367.905273,7613.62869454,PD_SF,414,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,3876322.32715,11058.1732849,PD_SF,415,PD_SF,1
NA,NA,0,NA,0,0,NA,PD,0,0,0,1763569.07324,6780.41565931,PD_SF,416,PD_SF,1
NA,NA,0,NA,0,0,NA,PS,0,0,0,132738.850586,1472.15355845,PS,417,PS,0
NA,NA,0,NA,0,0,NA,CC,0,0,0,785809.300781,3987.86483381,CC,418,CC,0
NA,NA,0,NA,0,0,NA,MU,0,0,0,280744.310547,2463.05804931,MU,419,MU,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP_SF,420,SP_SF,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP_NonRes,421,SP_NonRes,0
LWPolyline,ZM-PD,7,Continuous,0,25,NA,PD,189,189,126,3138888.28125,13325.6853201,PD_MF,422,PD_MF,2
LWPolyline,__ Layer Off No Zone,11,Continuous,0,25,NA,No Zoning Info,0,0,0,730586.924805,3934.65658629,SP_SF,999,SP_SF,1
LWPolyline,__ Layer Off No Zone,11,Continuous,0,25,NA,No Zoning Info,0,0,0,749157.492188,3637.98111797,SP_SF,998,SP_SF,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997,Edited_NonRes,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,996,Edited_NonRes,0
