gnrl_p_,id,zoning
908 - Mixed Use_MF,212,2
908 - Mixed Use,213,0
908 - Mixed Use,214,0
908 - Mixed Use,215,0
908 - Mixed Use,216,0
908 - Mixed Use,217,0
908 - Mixed Use,218,0
908 - Mixed Use,219,0
908 - Mixed Use,220,0
908 - Mixed Use,221,0
908 - Mixed Use_MF,222,2
908 - Mixed Use,223,0
908 - Mixed Use,224,0
908 - Mixed Use,225,0
908 - Mixed Use,226,0
908 - Mixed Use,227,0
908 - Mixed Use,228,0
908 - Mixed Use,229,0
908 - Mixed Use,230,0
908 - Mixed Use,231,0
908 - Mixed Use,232,0
908 - Mixed Use,233,0
908 - Mixed Use,234,0
908 - Mobile Home Park,235,2
908 - Mobile Home Park,236,2
908 - Mobile Home Park,237,2
908 - Park,238,0
908 - Park,239,0
908 - Park,240,0
908 - Park,241,0
908 - Park,242,0
908 - Park,243,0
908 - Park,244,0
908 - Park,245,0
908 - Park,246,0
908 - Park,247,0
908 - Park,248,0
908 - Park,249,0
908 - Park,250,0
908 - Park,251,0
908 - Park,252,0
908 - Park,253,0
908 - Park,254,0
908 - Park,255,0
908 - Public Facility,256,0
908 - Public Facility,257,0
908 - Public Facility,258,0
908 - Public Facility,259,0
908 - Public Facility,260,0
908 - Public Facility,261,0
908 - Public Facility,262,0
908 - Public Facility,263,0
908 - Public Facility,264,0
908 - Public Facility,265,0
908 - Rural Residential,266,1
908 - Rural Residential,267,1
908 - Rural Residential,268,1
908 - Rural Residential,269,1
908 - Rural Residential,270,1
908 - Sonoma Residential,271,1
908 - Sonoma Residential,272,1
908 - Sonoma Residential,273,1
908 - Wine Production,274,0
908 - Wine Production,275,0
908 - Medium Density Residential,980,2
908 - Medium Density Residential,984,2
908 - Medium Density Residential,979,2
908 - Medium Density Residential_MF,980,2
908 - Medium Density Residential_NonRes,981,0
908 - Medium Density Residential,982,2
908 - Medium Density Residential,983,2
908 - Medium Density Residential_MF,984,2
908 - Medium Density Residential,985,2
908 - Medium Density Residential,986,2
908 - Medium Density Residential,987,2
908 - Medium Density Residential,988,2
908 - Medium Density Residential,989,2
908 - Mixed Use_MF,990,2
908 - Mixed Use_MF,991,2
908 - Mixed Use_MF,992,2
908 - Mixed Use_MF,993,2
908 - Mixed Use,994,0
908 - Mixed Use,995,0
908 - Sonoma Residential,996,1
908 - High Density Residential,997,2
908 - Sonoma Residential,998,1
908 - Commercial,999,0
