apn,fld_firm_z,gp_values1,gpz_gen_pl,gpz_z_labe,lot_tot_po,parcelid,prc_legal_,prc_puc_co,prc_situs1,prc_situs_,prc_tax_co,site_addre,Zoning,Area_sqmi
055326010,X,Residential Low Density,RL,R1U,4912.83,23-1984,LOT 1 BLOCK 28 BELLE HAVEN CITY,01,94025,MENLO PARK,008,220 TERMINAL AVE,1,2.80338160671e-4
055292500,X(S),Residential Low Density,RL,R1U,6757.94,23-1612,LOT 8 BLOCK 2 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,172 HEDGE RD,1,3.85631421997e-4
055371180,AE,Residential Low Density,RL,R1U,5900.46,23-9362,LOT 21 BLOCK 30 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1366 HENDERSON AVE,1,3.36703616108e-4
055371310,AE,Residential Low Density,RL,R1U,5899.8,23-9351,LOT 33 BLOCK 30 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1359 WINDERMERE AVE,1,3.36666103057e-4
055302060,X(S),Residential Low Density,RL,R1U,5500.73,23-1528,LOT 41 BLOCK 4 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,244 HEDGE RD,1,3.13891040394e-4
061011330,X(S),Residential Low Density,RL,R1U(LM),5000.01,23-2475,LOT 29 BLOCK 1 LORELEI MANOR NO 4 RSM 45/3,01,94025,MENLO PARK,008,45 LORELEI LN,1,2.85317479666e-4
055292490,X(S),Residential Low Density,RL,R1U,5992.37,23-1613,LOT 9 BLOCK 2 SUBURBAN PARK RSM 25/66 67 68 69 70,72,94025,MENLO PARK,008,168 HEDGE RD,1,3.41945574336e-4
055302090,X(S),Residential Low Density,RL,R1U,5499.83,23-1525,LOT 44 BLOCK 4 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,256 HEDGE RD,1,3.13837840038e-4
055371330,X(S),Residential Low Density,RL,R1U,5899.36,23-9349,LOT 35 BLOCK 30 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1355 WINDERMERE AVE,1,3.36638462512e-4
055334060,AE,Residential Low Density,RL,R1U,4877.56,23-1920,LOT 6 BLOCK 30 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1421 ALMANOR AVE,1,2.78359431244e-4
061021110,X(S),Residential Low Density,RL,R1U(LM),5057.36,23-2541,ELY 56.57 FT X 55 FT F&R MEAS OF LOT 8 BLOCK 1 LORELEI MANORRSM 43/39,01,94025,MENLO PARK,008,74 LORELEI LN,1,2.88600631533e-4
055303060,X(S),Residential Low Density,RL,R1U,5559.03,23-1482,LOT 48 BLOCK 1 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,283 HEDGE RD,1,3.1637277877e-4
055381280,AE,Residential Low Density,RL,R1U,5750.37,23-9215,LOT 37 BLOCK 11 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1351 MADERA AVE,1,3.28137001483e-4
061021120,X(S),Residential Low Density,RL,R1U(LM),5022.14,23-2533,ELY 1 FT OF LOT 7 BLOCK 1 & WLY 54 FT F & R MEAS OF    LOT 8 BLOCK 1 LORELEI MANOR RSM 43/39,01,94025,MENLO PARK,008,72 LORELEI LN,1,2.86578342688e-4
055362020,AE,Public Facilities,PF,PF,357211.39,23-9818,"BLOCKS 21,22 BELLE HAVEN CITY RSM 20/5 & ADAMS AVE     ABAND",72,94025,MENLO PARK,008,415 IVY,0,0.020361562875695
055383150,AE,Residential Low Density,RL,R1U,6000.12,23-9142,LOT 15 BLOCK 8 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1368 CARLTON AVE,1,3.42388087099e-4
061021700,X(S),Residential Low Density,RL,R1U,6999.8,23-2556,LOT 12 OAKHURST SUB RSM 81/26-27,01,94025,MENLO PARK,008,916 THERESA CT,1,3.99427312316e-4
061022180,X(S),Residential Low Density,RL,R1U,5490.6,23-2610,LOT 6 BAY ROAD OAKS RSM 29/1 2,01,94025,MENLO PARK,008,928 PEGGY LN,1,3.13308547032e-4
055371140,X,Residential Low Density,RL,R1U,5900.46,23-9366,LOT 17 BLOCK 30 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1356 HENDERSON AVE,1,3.36699041165e-4
055326050,X,Residential Low Density,RL,R1U,4729.06,23-1980,LOT 17 BLOCK 28 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1450 PLUMAS AVE,1,2.69854694419e-4
055371350,AE,Residential Low Density,RL,R1U,5900,23-9347,LOT 37 BLOCK 30 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1343 WINDERMERE AVE,1,3.36672849965e-4
061021580,X(S),Residential Low Density,RL,R1U,472.22,23-2543,5 FT X 94.37 FT LYING SLY & ADJ TO LOT 9 BLK 1 LORELEI MANOR BEING PTN LOT 13 SWEENY RANCH,00,94025,NA,008,NA,1,2.6945982603e-5
055303090,X(S),Residential Low Density,RL,R1U,6769.48,23-1479,LOT 51 BLOCK 1 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,307 SHERIDAN DR,1,3.84569291428e-4
055381300,AE,Residential Low Density,RL,R1U,5750.37,23-9213,LOT 39 BLOCK 11 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1343 MADERA AVE,1,3.28134772362e-4
055381120,AE,Residential Low Density,RL,R1U,5749.92,23-9231,LOT 16 BLOCK 11 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1348 SEVIER AVE,1,3.28108687544e-4
055382140,AE,Residential Low Density,RL,R1U,5999.94,23-9187,LOT 13 BLOCK 7 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1348 MADERA AVE,1,3.42375755287e-4
055382330,AE,Residential Low Density,RL,R1U,5999.92,23-9168,LOT 37 BLOCK 7 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1347 CARLTON AVE,1,3.42375090225e-4
055333130,X,Residential Low Density,RL,R1U,4404.34,23-1929,LOT 13 BLOCK 29 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1412 HILL AVE,1,2.51701498238e-4
055302400,X(S),Residential Low Density,RL,R1U,7301.77,23-1494,LOT 19 BLOCK 4 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,247 OAKHURST PL,1,4.16471748697e-4
114180999,AE,Residential Medium Density,RM,R2,5228.12,23-4643C,NA,NA,NA,NA,NA,NA,2,2.98195949275e-4
063430999,AE,Residential Medium Density,RM,R2,10880.42,23-3661,NA,NA,NA,NA,NA,NA,2,6.20582902285e-4
062550998,X,Residential High Density,RH,R4(X),1731.49,23-9684,NA,NA,NA,NA,NA,NA,2,9.8778509721e-5
061012120,X(S),Residential Low Density,RL,R1U(LM),5134.02,23-2503,LOT 2 BLOCK 2 LORELEI MANOR RSM 43/39,01,94025,MENLO PARK,008,915 HARMON DR,1,2.92960507424e-4
061021150,X(S),Residential Low Density,RL,R1U(LM),5005.54,23-2536,LOT 5 BLOCK 1 LORELEI MANOR RSM 43/39,01,94025,MENLO PARK,008,920 HARMON DR,1,2.85629349865e-4
055292050,X,Residential Low Density,RL,R1U,5775.3,23-1657,LOT 2 BLOCK 2 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,1039 GREENWOOD DR,1,3.29555034534e-4
061021470,X(S),Residential Low Density,RL,R1U,5432.66,23-2586,LOT 24 BAY ROAD OAKS RSM 29/1 2,01,94025,MENLO PARK,008,932 TIMOTHY,1,3.10002349456e-4
055342570,AE,Residential Low Density,RL,R1U,4999.53,23-1820,LOT 57 BLOCK 20 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1344 CHILCO ST,1,2.85288546137e-4
055372300,AE,Residential Low Density,RL,R1U,5750.37,23-9303,LOT 38 BLOCK 21 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1343 HOLLYBURNE AVE,1,3.28134049002e-4
055372120,AE,Residential Low Density,RL,R1U,5750.37,23-9321,LOT 16 BLOCK 21 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1344 WINDERMERE AVE,1,3.28133976576e-4
055383110,AE,Residential Low Density,RL,R1U,6000.39,23-9146,LOT 11 BLOCK 8 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1352 CARLTON AVE,1,3.42398796168e-4
055353040,AE,Residential Low Density,RL,R1U,6562.48,23-1780,LOT 4 BLOCK 23 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1335 ALMANOR AVE,1,3.74481984272e-4
055373330,X(S),Residential Low Density,RL,R1U,5749.31,23-9256,LOT 42 BLOCK 18 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1331 SEVIER AVE,1,3.2807116763e-4
055373100,AE,Residential Low Density,RL,R1U,5749.74,23-9279,LOT 14 BLOCK 18 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1334 HOLLYBURNE AVE,1,3.28095660714e-4
055326080,X,Residential Low Density,RL,R1U,6974.81,23-1977,LOT 14 BLOCK 28 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1420 PLUMAS AVE,1,3.97965653116e-4
061011070,X(S),Residential Low Density,RL,R1U(LM),5357.46,23-2449,LOT 55 BLOCK 1 LORELEI MANOR NO 4 RSM 45/3,01,94025,MENLO PARK,008,907 CHRISTOPHER WAY,1,3.05708238087e-4
061022070,X,Residential Low Density,RL,R1U,5488,23-2599,LOT 16 BAY ROAD OAKS RSM 29/1 2,01,94025,MENLO PARK,008,919 TIMOTHY LN,1,3.13157105069e-4
055292360,X,Residential Low Density,RL,R1U,5558.75,23-1626,LOT 22 BLOCK 2 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,107 DUNSMUIR WAY,1,3.1719409553e-4
061022150,X,Residential Low Density,RL,R1U,5490.6,23-2607,LOT 3 BAY ROAD OAKS RSM 29/1 2,01,94025,MENLO PARK,008,916 PEGGY LN,1,3.13305353408e-4
055371110,AE,Residential Low Density,RL,R1U,5899.82,23-9369,LOT 14 BLOCK 30 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1342 HENDERSON AVE,1,3.36659044132e-4
055371380,AE,Residential Low Density,RL,R1U,5899.8,23-9344,LOT 40 BLOCK 30 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1331 WINDERMERE AVE,1,3.36658206158e-4
055323170,X,Residential Low Density,RL,R1U,5000.4,23-2015,LOT 17 BLOCK 34 BELLE HAVEN CITY,01,94025,MENLO PARK,008,209 MARKET PL,1,2.85334998768e-4
055292370,X,Residential Low Density,RL,R1U,6589.59,23-1625,LOT 21 BLOCK 2 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,103 DUNSMUIR WAY,1,3.76015596548e-4
055302380,X(S),Residential Low Density,RL,R1U,8111,23-1496,LOT 17 BLOCK 4 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,255 OAKHURST PL,1,4.625402389e-4
055302150,X(S),Residential Low Density,RL,R1U,7204.12,23-1519,LOT 50 BLOCK 4 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,300 HEDGE RD,1,4.11084058422e-4
055382360,AE,Residential Low Density,RL,R1U,6000.59,23-9165,LOT 40 BLOCK 7 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1335 CARLTON AVE,1,3.42409385257e-4
055332080,X,Residential Low Density,RL,R1U,6562.76,23-1943,LOT 10 BLOCK 28 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1407 HILL AVE,1,3.74497085182e-4
055292220,X,Residential Low Density,RL,R1U,5659.08,23-1640,LOT 36 BLOCK 2 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,17 GREENWOOD PL,1,3.21850992101e-4
055292350,X,Residential Low Density,RL,R1U,5767.54,23-1627,LOT 23 BLOCK 2 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,111 DUNSMUIR WAY,1,3.29107509806e-4
061021720,X,Residential Low Density,RL,R1U,6998.61,23-2558,LOT 14 OAKHURST SUB RSM 81/26-27,01,94025,MENLO PARK,008,908 THERESA CT,1,3.99370418978e-4
061021500,X,Residential Low Density,RL,R1U,5432.66,23-2589,LOT 21 BAY ROAD OAKS RSM 29/1 2,01,94025,MENLO PARK,008,920 TIMOTHY LN,1,3.09999189464e-4
055303120,X(S),Residential Low Density,RL,R1U,7258.96,23-1476,LOT 26 BLOCK 6 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,308 SHERIDAN DR,1,4.15280665158e-4
055342540,AE,Residential Low Density,RL,R1U,4999.6,23-1823,LOT 54 BLOCK 20 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1334 CHILCO ST,1,2.85289439981e-4
055353010,X,Residential Low Density,RL,R1U,6563.33,23-1783,LOT 1 BLOCK 23 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1332 MODOC AVE,1,3.74528821087e-4
055301060,X,Residential Low Density,RL,R1U,6317.87,23-1536,LOT 8 BLOCK 5 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,256 OAKHURST PL,1,3.60499801141e-4
055382460,AE,Residential Low Density,RL,R1U,5999.54,23-930,LOT 8 BLK 7 NEWBRIDGE PARK RSM 14/6,01,94025,MENLO PARK,008,1330 MADERA AVE,1,3.42347126814e-4
055382380,AE,Residential Low Density,RL,R1U,6000.39,23-9163,LOT 42 BLOCK 7 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1329 CARLTON AVE,1,3.42395846362e-4
055353050,X,Residential Low Density,RL,R1U,4861.12,23-1779,LOT 5 BLOCK 23 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1333 ALMANOR AVE,1,2.77447207908e-4
055352030,X,Residential Low Density,RL,R1U,6649.33,23-1798,LOT 3 BLOCK 24 BELLE HAVEN CITY,01,94025,MENLO PARK,008,230 HAMILTON AVE,1,3.79423658222e-4
055293110,X,Residential Low Density,RL,R1U,6015.21,23-1600,LOT 11 BLOCK 3 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,144 DUNSMUIR WAY,1,3.43332872477e-4
055352060,X,Residential Low Density,RL,R1U,4574.75,23-1795,LOT 6 BLOCK 24 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1339 MODOC AVE,1,2.61435173801e-4
055293270,X,Residential Low Density,RL,R1U,5242.42,23-1584,LOT 27 BLOCK 3 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,113 BAY RD,1,2.99138201359e-4
055296110,X,Residential Low Density,RL,R1U,5641.75,23-1550,LOT 3 BLOCK 4 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,1020 GREENWOOD DR,1,3.21415831768e-4
055383050,AE,Residential Low Density,RL,R1U,5759.72,23-9152,NELY 48 FT OF LOT 5 BLOCK 8 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1320 CARLTON AVE,1,3.2865907314e-4
055373390,AE,Residential Low Density,RL,R1U,5749.75,23-9250,LOT 48 BLOCK 18 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1307 SEVIER AVE,1,3.28089271615e-4
055373040,AE,Residential Low Density,RL,R1U,5749.74,23-9285,LOT 8 BLOCK 18 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1310 HOLLYBURNE AVE,1,3.28088973903e-4
055371040,AE,Residential Low Density,RL,R1U,5899.82,23-9376,LOT 8 BLOCK 30 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1320 HENDERSON AVE,1,3.36652182806e-4
055371490,X,Residential Low Density,RL,R1U,5899.8,23-9334,LOT 46 BLK 30 NEWBRIDGE PARK MAP NO 2 RSM 14/51,01,94025,MENLO PARK,008,1307 WINDERMERE AVE,1,3.36651236279e-4
055302220,X,Residential Low Density,RL,R1U,5641.49,23-1512,LOT 57 BLOCK 4 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,328 HEDGE RD,1,3.21909792369e-4
055372400,AE,Residential Low Density,RL,R1U,7509.16,23-9293,LOT 48 BLOCK 21 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1303 HOLLYBURNE AVE,1,4.28481198631e-4
055372020,AE,Residential Low Density,RL,R1U,7611.95,23-9331,LOT 6 BLOCK 21 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1304 WINDERMERE AVE,1,4.34346360131e-4
055297010,X,Residential Low Density,RL,R1U,6054.29,23-1549,LOT 1 BLOCK 6 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,1008 GREENWOOD DR,1,3.45004416358e-4
055363300,X,Residential Low Density,RL,R1U,5986.86,23-1709,R-1 .13 AC MOL BEING LOT 24 BLK 19 & PTN OF ALLEY      ABAND BELLE HAVEN CITY RSM 20/5,01,94025,MENLO PARK,008,209 NEWBRIDGE ST,1,3.41606305141e-4
062101210,X(S),Residential Low Density,RL,R1U,5750.37,23-3032,LOT 21 BLOCK 12 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1255 MADERA AVE,1,3.28113239387e-4
055354460,X,Residential Low Density,RL,R1U,4931.62,23-10294,LOT 16 BLOCK 18 BELLE HAVEN CITY                       & 547 SQFT ADJ ABND ALLEY,01,NA,MENLO PARK,008,157 NEWBRIDGE ST,1,2.81402095041e-4
055354470,X,Residential Low Density,RL,R1U,5750.13,23-10295,LOT 17 BLOCK 18 BELLE HAVEN CITY                       & 450 SQFT ADJ ABND ALLEY,01,NA,MENLO PARK,008,155 NEWBRIDGE ST,1,3.28098215367e-4
055354480,X,Residential Low Density,RL,R1U,5750.13,23-10296,LOT 18 BLOCK 18 BELLE HAVEN CITY                       & 500 SQFT ADJ ABND ALLEY,01,NA,MENLO PARK,008,151 NEWBRIDGE ST,1,3.28098174968e-4
055354490,X,Residential Low Density,RL,R1U,5749.56,23-10297,LOT 19 BLOCK 18 BELLE HAVEN CITY                       & 500 SQFT ADJ ABND ALLEY,01,NA,MENLO PARK,008,147 NEWBRIDGE ST,1,3.28065556355e-4
062083190,X,Residential Low Density,RL,R1U,5750.37,23-3206,LOT 19 BLOCK 22 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1223 HOLLYBURNE AVE,1,3.28109397723e-4
062083050,X,Residential Low Density,RL,R1U,5750.37,23-3220,LOT 5 BLOCK 22 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1220 WINDERMERE AVE,1,3.2810932518e-4
062022150,X,Residential Low Density,RL,R1U,6463.84,23-2400,LOT 4 BLOCK 34 NEWBRIDGE PARK NO 3,01,94025,MENLO PARK,008,1130 MENLO OAKS DR,1,3.6881525409e-4
055434070,AE,Limited Industry,IL,M2,35271.64,23-6350,0.87 AC MOL ON SELY LN OF O BRIEN DR COM 110 FT SWLY   FR KAVANAUGH DR ACREAGE CITY OF MENLO PARK,38,94025,MENLO PARK,008,1180 O'BRIEN DR,0,0.002007868812011
062102090,X(S),Residential Low Density,RL,R1U,5999.92,23-3010,LOT 9 BLOCK 6 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1236 MADERA AVE,1,3.42345311135e-4
062102300,X(S),Residential Low Density,RL,R1U,6000.59,23-2989,LOT 30 BLOCK 6 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1237 CARLTON AVE,1,3.42383120498e-4
062033260,X,Residential Low Density,RL,R1U,6000.23,23-2283,LOT 10 BLOCK 8 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1060 TEHAMA AVE,1,3.42361099249e-4
062033050,X,Residential Low Density,RL,R1U,5999.91,23-2304,LOT 16 BLOCK 8 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1055 SONOMA AVE,1,3.42342938525e-4
062024020,X,Residential Low Density,RL,R1U,5749.74,23-2377,LOT 15 BLOCK 32 NEWBRIDGE PARK NO 3,01,94025,MENLO PARK,008,1149 HENDERSON AVE,1,3.2806961323e-4
062022070,X,Residential Low Density,RL,R1U,5750.17,23-2408,LOT 11 BLOCK 34 NEWBRIDGE PARK NO 3,01,94025,MENLO PARK,008,1125 ALMANOR AVE,1,3.28093481779e-4
062072050,X,Residential Low Density,RL,R1U,5899.36,23-3313,LOT 5 BLOCK 27 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,320 NEWBRIDGE ST,1,3.3660603655e-4
062101280,X(S),Residential Low Density,RL,R1U,5750.37,23-3025,LOT 28 BLOCK 12 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1227 MADERA AVE,1,3.28105437741e-4
062101060,X(S),Residential Low Density,RL,R1U,5749.92,23-3047,LOT 6 BLOCK 12 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1220 SEVIER AVE,1,3.2807958085e-4
062023060,X,Residential Low Density,RL,R1U,5749.74,23-2395,LOT 15 BLOCK 33 NEWBRIDGE PARK NO 3,01,94025,MENLO PARK,008,1141 BERKELEY AVE,1,3.28068964297e-4
062093480,X(S),Residential Medium Density,RM,R3,4499.86,23-3056,NLY 25 FT OF LOT 42 & SLY 12.50 FT OF LOT 41 BLK 4     NEWBRIDGEPARK RSM 14/6-7,04,94025,MENLO PARK,008,1125 WILLOW RD 1,2,2.56727641252e-4
062062140,X,Residential Low Density,RL,R1U,5750.43,23-3381,LOT 22 BLOCK 24 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1019 HOLLYBURNE AVE,1,3.28074949997e-4
062062030,X,Residential Low Density,RL,R1U,5749.35,23-3392,LOT 7 BLOCK 24 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1014 WINDERMERE AVE,1,3.28013083522e-4
062093030,X(S),Residential Low Density,RL,R1U,5999.92,23-3094,LOT 6 BLOCK 4 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1106 CARLTON AVE,1,3.42309684778e-4
062063100,X,Residential Low Density,RL,R1U,5749.8,23-3369,LOT 18 BLOCK 15 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1027 SEVIER AVE,1,3.28038864629e-4
062061010,X,Residential Low Density,RL,R1U,5247.6,23-3418,LOT 5 BLOCK 25 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1000 HENDERSON AVE,1,2.99426383447e-4
062063050,X,Residential Low Density,RL,R1U,5749.8,23-3372,LOT 9 BLOCK 15 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1022 HOLLYBURNE AVE,1,3.28038794459e-4
062092180,X(S),Residential Low Density,RL,R1U,5999.94,23-3120,LOT 21 BLOCK 3 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1168 MADERA AVE,1,3.42332980647e-4
062092200,X(S),Residential Low Density,RL,R1U,5999.92,23-3118,LOT 23 BLOCK 3 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1171 CARLTON AVE,1,3.4233231583e-4
062074240,X,Residential Low Density,RL,R1U,5749.74,23-3253,LOT 27 BLOCK 16 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1135 SEVIER AVE,1,3.28055261249e-4
062074080,X,Residential Low Density,RL,R1U,5749.74,23-3269,LOT 11 BLOCK 16 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1126 HOLLYBURNE AVE,1,3.28055188834e-4
062052340,X,Residential Low Density,RL,R1U,9889.49,23-2082,0.222 ACS MOL BEING LOT 22 PTN LOTS 20 & 21 BLK 37    NEWBRIDGE PARK MAP NO 4 RSM 17/66,92,94025,MENLO PARK,008,1055 BERKELEY AVE,1,5.64249015599e-4
062042080,X,Residential Low Density,RL,R1U,5520.97,23-2179,LOT 28 BLOCK 17 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1045 MENLO OAKS DR,1,3.14451968863e-4
062051300,X,Residential Low Density,RL,R1U,6176.36,23-2119,LOT 13 BLOCK 38 NEWBRIDGE PARK NO 4,01,94025,MENLO PARK,008,1048 MENLO OAKS DR,1,3.52090781449e-4
062073260,X,Residential Low Density,RL,R1U,5750.37,23-3285,LOT 29 BLOCK 23 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1119 HOLLYBURNE AVE,1,3.28090228764e-4
062073040,X,Residential Low Density,RL,R1U,5750.37,23-3307,LOT 7 BLOCK 23 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1110 WINDERMERE AVE,1,3.28090156267e-4
062035130,X,Residential Low Density,RL,R1U,6899.27,23-2192,LOT 5 BLOCK 7 BELLE HAVEN CITY,01,94025,MENLO PARK,008,321 BAY RD,1,3.93639037556e-4
062042290,X,Residential Low Density,RL,R1U,5500.24,23-2158,LOT 10 BLOCK 17 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1040 OAKLAND AVE,1,3.13817735402e-4
062035080,X,Residential Low Density,RL,R1U,11074.89,23-2197,LOT 10 BLOCK 7 SELY 1/2 OF LOT 11 BLOCK 7 BELLE HAVEN  CITY,01,94025,MENLO PARK,008,1011 SONOMA AVE,1,6.31858734495e-4
062071190,X,Residential Medium Density,RM,R3,5516.03,23-3319,LOT 2 BLOCK 26 LESS PTN TO STREET NEWBRIDGE PARK NO    2 RSM 14/51 52 53,02,94025,MENLO PARK,008,635 PIERCE RD,2,3.14718829896e-4
062034170,X,Residential Low Density,RL,R1U,6412.98,23-2265,LOT 36 BLOCK 12 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1029 RINGWOOD AVE,1,3.66511531783e-4
062091250,X(S),Residential Low Density,RL,R1U,5749.92,23-3148,LOT 28 BLOCK 13 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1147 MADERA AVE,1,3.28063829319e-4
062091110,X(S),Residential Low Density,RL,R1U,5750.37,23-3162,LOT 14 BLOCK 13 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1134 SEVIER AVE,1,3.28089540279e-4
062093190,X(S),Residential Low Density,RL,R1U,5999.47,23-3078,LOT 22 BLOCK 4 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1162 CARLTON AVE,1,3.42302413771e-4
062051290,X,Residential Low Density,RL,R1U,6692.33,23-2120,LOT 12 BLOCK 38 NEWBRIDGE PARK NO 4,01,94025,MENLO PARK,008,1046 MENLO OAKS DR,1,3.81832590653e-4
062091260,X(S),Residential Low Density,RL,R1U,5750.37,23-3147,LOT 29 BLOCK 13 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1139 MADERA AVE,1,3.28088498259e-4
062091100,X(S),Residential Low Density,RL,R1U,5750.37,23-3163,LOT 13 BLOCK 13 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1130 SEVIER AVE,1,3.28088425711e-4
062093180,X(S),Residential Low Density,RL,R1U,6000.12,23-3079,LOT 21 BLOCK 4 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1158 CARLTON AVE,1,3.42338334162e-4
062051070,X,Residential Low Density,RL,R1U,6381.51,23-2142,LOT 28 BLOCK 38 NEWBRIDGE PARK NO 4,01,94025,MENLO PARK,008,1037 ALMANOR AVE,1,3.6409007987e-4
