OBJECTID,FACILITYID,ZONINGABBR,REZONINGFI,PDUSE,PDDENSITY,DEVELOPEDA,APPROVALDA,COLORCODE,LASTUPDATE,ENTERPRISE,Zone_descr,Zoning,PDDENS_NUM
8914,8914,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008914,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8915,8915,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008915,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8916,8916,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008916,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8917,8917,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008917,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8918,8918,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008918,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8919,8919,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008919,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8920,8920,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008920,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8921,8921,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008921,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8922,8922,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008922,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8923,8923,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008923,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8924,8924,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008924,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8925,8925,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008925,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8926,8926,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008926,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8927,8927,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008927,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8928,8928,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008928,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8929,8929,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008929,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8930,8930,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008930,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8931,8931,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008931,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8932,8932,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008932,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8933,8933,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008933,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8934,8934,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008934,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8935,8935,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008935,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8936,8936,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008936,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8937,8937,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008937,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8938,8938,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008938,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8939,8939,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008939,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8940,8940,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000008940,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8941,8941,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008941,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8942,8942,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008942,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8943,8943,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008943,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8944,8944,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000008944,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8945,8945,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008945,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8946,8946,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008946,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8947,8947,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008947,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8948,8948,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008948,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8949,8949,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008949,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8950,8950,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008950,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8951,8951,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008951,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8952,8952,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008952,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8953,8953,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008953,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8954,8954,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008954,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8955,8955,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008955,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8956,8956,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008956,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8957,8957,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008957,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8958,8958,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008958,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8959,8959,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008959,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8960,8960,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008960,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8961,8961,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008961,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8962,8962,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008962,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8963,8963,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008963,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8964,8964,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000008964,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8965,8965,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008965,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8966,8966,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000008966,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8967,8967,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008967,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8968,8968,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008968,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8969,8969,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008969,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8970,8970,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008970,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8971,8971,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008971,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8972,8972,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008972,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8973,8973,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008973,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8974,8974,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008974,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8975,8975,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008975,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8976,8976,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008976,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8977,8977,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008977,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8978,8978,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008978,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8979,8979,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008979,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8980,8980,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008980,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8981,8981,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008981,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8982,8982,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008982,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8983,8983,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008983,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8984,8984,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008984,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8985,8985,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008985,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8986,8986,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008986,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8987,8987,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008987,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8988,8988,R-1-8,NA,NA,0,NA,NA,1,2012-12-20T08:41:25.000Z,PLN-ZONI-0000008988,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8989,8989,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008989,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8990,8990,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008990,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8991,8991,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008991,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8992,8992,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008992,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8993,8993,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008993,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8994,8994,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008994,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8995,8995,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008995,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8996,8996,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000008996,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8997,8997,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000008997,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8998,8998,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008998,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
8999,8999,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000008999,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9000,9000,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009000,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9001,9001,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009001,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9002,9002,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009002,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9003,9003,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009003,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9004,9004,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009004,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9005,9005,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009005,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9006,9006,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009006,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9007,9007,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009007,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9008,9008,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009008,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9009,9009,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009009,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9010,9010,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009010,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9011,9011,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009011,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9012,9012,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009012,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9013,9013,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009013,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9014,9014,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009014,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9015,9015,R-1-8,NA,NA,0,NA,NA,1,2013-10-25T12:46:49.000Z,PLN-ZONI-0000009015,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9016,9016,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009016,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9017,9017,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009017,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9018,9018,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009018,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9019,9019,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009019,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9020,9020,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009020,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9021,9021,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009021,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9022,9022,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009022,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9023,9023,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009023,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9024,9024,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009024,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9025,9025,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009025,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9026,9026,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009026,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9027,9027,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009027,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9028,9028,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009028,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9029,9029,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009029,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9030,9030,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009030,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9031,9031,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009031,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9032,9032,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009032,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9033,9033,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009033,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9034,9034,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009034,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9035,9035,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009035,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9036,9036,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009036,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9037,9037,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009037,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9038,9038,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009038,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9039,9039,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009039,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9040,9040,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009040,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9041,9041,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009041,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9042,9042,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009042,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9043,9043,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009043,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9044,9044,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009044,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9045,9045,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009045,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9046,9046,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009046,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9047,9047,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009047,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9048,9048,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009048,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9049,9049,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009049,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9050,9050,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009050,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9051,9051,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009051,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9052,9052,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009052,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9053,9053,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009053,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9054,9054,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009054,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9055,9055,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009055,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9056,9056,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009056,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9057,9057,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009057,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9058,9058,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009058,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9059,9059,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009059,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9060,9060,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009060,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9061,9061,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009061,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9062,9062,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009062,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9063,9063,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009063,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9064,9064,R-1-8,NA,NA,0,NA,NA,1,2012-05-04T07:30:05.000Z,PLN-ZONI-0000009064,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9065,9065,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009065,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9066,9066,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009066,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
9067,9067,R-1-8,NA,NA,0,NA,NA,1,2015-04-20T13:46:53.000Z,PLN-ZONI-0000009067,Single-Family Residential (Up to Eight Dwelling Units per Acre),1,0
